country,number,item,item_id,shortform,pageid,wikidata_description,wikipedia_summary,wikipedia_url
Afghanistan,17,Mustafa Nayyem,http://www.wikidata.org/entity/Q2690181,wd:Q2690181,38144551,Ukrainian journalist,"Mustafa Masi Nayyem (Ukrainian: Мустафа Найєм, Pashto: مصطفی نعیم) is an Afghan-Ukrainian journalist, MP, and public figure who took part in Euromaidan in Ukraine. Formerly, he was a reporter for the newspaper ""Kommersant Ukraine"", the TVi channel, and the Internet newspaper Ukrayinska Pravda. He also participates in Ukrainian journalists' anti-censorship movement, ""Stop the censorship!"" (Ukrainian: Стоп цензурі!, Stop tsenzuri!), and Hromadske.TV. In the parliamentary elections on October 26, 2014, he was elected to the Ukrainian parliament on the list of Petro Poroshenko Bloc. He has been described as a reformist parliamentarian. Nayyem did not take part in the 2019 Ukrainian parliamentary election.

",https://en.wikipedia.org/wiki/Mustafa_Nayyem
Albania,19,Arbana Xharra,http://www.wikidata.org/entity/Q19668240,wd:Q19668240,45641807,Albanian investigative journalist,Arbana Xharra is an Albanian investigative journalist from Kosovo. She has won numerous awards for her reporting and was a 2015 recipient of the International Women of Courage Award from the US State Department.,https://en.wikipedia.org/wiki/Arbana_Xharra
Algeria,16,Jean Daniel,http://www.wikidata.org/entity/Q934682,wd:Q934682,9841670,French journalist and writer (1920-2020),Jean Daniel Bensaid (21 July 1920 – 19 February 2020) was a French journalist and author. He was the founder and executive editor of Le Nouvel Observateur weekly now known as L'Obs.,https://en.wikipedia.org/wiki/Jean_Daniel
Algeria,15,Franklin Loufrani,http://www.wikidata.org/entity/Q21445418,wd:Q21445418,47344828,French journalist and businessperson,error,error
Angola,29,José Eduardo Agualusa,http://www.wikidata.org/entity/Q363927,wd:Q363927,3039561,"journalist, writer","José Eduardo Agualusa Alves da Cunha (born December 13, 1960) is a Angolan journalist and writer of Portuguese and Brazilian descent. He studied agronomy and silviculture in Lisbon, Portugal. Currently he resides in the Island of Mozambique, working as a writer and journalist. He also has been working to establish a public library on the island.Agualusa writes predominantly in his native language, Portuguese. His books have been translated into twenty-five languages, most notably into English by translator Daniel Hahn, a frequent collaborator of his. Much of his writing focuses on the history of Angola.He has seen some success in English-speaking literary circles, most notably for A General Theory of Oblivion. That novel, written in 2012 and translated in 2015, was shortlisted for the 2016 Man Booker International Prize, and was the recipient of the 2017 International Dublin Literary Award.",https://en.wikipedia.org/wiki/Jos%C3%A9_Eduardo_Agualusa
Antigua and Barbuda,1,Melvin Claxton,http://www.wikidata.org/entity/Q21228553,wd:Q21228553,47913521,American journalist,"Melvin L. Claxton (born 1958) is an American journalist, author, and  entrepreneur. He has written about crime, corruption, and the abuse of political power. He is best known for his 1995 series of investigative reports on corruption in the criminal justice system in the U.S. Virgin Islands and its links to the region's crime rate. His series earned the Virgin Islands Daily News the Pulitzer Prize for Public Service in 1995. Another series by Claxton, this time on the criminal justice system in Detroit, was a finalist for a Pulitzer Prize for Public Service in 2003. Claxton has won a number of national reporting awards and his work has been honored several times by the Associated Press managing editors. He is the founder and CEO of Epic 4D, an educational video game company.",https://en.wikipedia.org/wiki/Melvin_Claxton
Armenia,12,Levon Ananyan,http://www.wikidata.org/entity/Q4064849,wd:Q4064849,4263766,Armenian journalist and translator,Levon Ananyan (Armenian: Լևոն Զաքարի Անանյան; 13 October 1946 – 2 September 2013) was an Armenian journalist and translator.,https://en.wikipedia.org/wiki/Levon_Ananyan
Australia,35,John Pilger,http://www.wikidata.org/entity/Q471546,wd:Q471546,146200,Australian journalist,"John Richard Pilger (; born 9 October 1939) is an Australian journalist, writer, scholar, and documentary filmmaker. He has been mainly based in Britain since 1962. He is also currently Visiting Professor at Cornell University in New York.Pilger is a strong critic of American, Australian, and British foreign policy, which he considers to be driven by an imperialist and colonialist agenda. Pilger has also criticised his native country's treatment of Indigenous Australians. He first drew international attention for his reports on the Cambodian genocide.His career as a documentary film maker began with The Quiet Mutiny (1970), made during one of his visits to Vietnam, and has continued with over 50 documentaries since. Other works in this form include Year Zero (1979), about the aftermath of the Pol Pot regime in Cambodia, and Death of a Nation: The Timor Conspiracy (1993). His many documentary films on indigenous Australians include The Secret Country (1985) and Utopia (2013). In the British print media, Pilger worked at the Daily Mirror from 1963 to 1986, and wrote a regular column for the New Statesman magazine from 1991 to 2014.
Pilger won Britain's Journalist of the Year Award in 1967 and 1979. His documentaries have gained awards in Britain and worldwide, including multiple BAFTA honours. The practices of the mainstream media are a regular subject in Pilger's writing.",https://en.wikipedia.org/wiki/John_Pilger
Azerbaijan,24,Khadija Ismayilova,http://www.wikidata.org/entity/Q14561644,wd:Q14561644,40210849,Azerbaijani investigative journalist and radio host,"Khadija Rovshan qizi Ismayilova, also Ismailova, (Azerbaijani: Xədicə Rövşən qızı İsmayılova, pronounced /xædiːˈdʒæ ismɑˈjɯlovɑ/; born 27 May 1976) is an Azerbaijani investigative journalist and radio host who is currently working for the Azerbaijani service of Radio Free Europe/Radio Liberty, until recently as the host of the daily debate show İşdən Sonra. She is a member of the Organized Crime and Corruption Reporting Project.Ismayilova has been targeted by Ilham Aliyev's authoritarian regime in Azerbaijan for her reporting on financial corruption among Azerbaijan's ruling elite. In December 2014, Ismayilova was arrested on charges of incitement to suicide, a charge widely criticized by human rights organizations as ludicrous. On 1 September 2015, Ismayilova was sentenced to seven and a half years in prison under charges of embezzlement and tax evasion. On 25 May 2016, the Azerbaijani supreme court ordered Ismayilova released on probation. In December 2017, Ismayilova received the Right Livelihood Award, often referred to as ""Alternative Nobel Prize"", ""for her courage and tenacity in exposing corruption at the highest levels of government through outstanding investigative journalism in the name of transparency and accountability."" Ismayilova was not allowed to travel from Azerbaijan to Sweden to receive the award.",https://en.wikipedia.org/wiki/Khadija_Ismayilova
Bahrain,5,Zakariya Rashid Hassan al-Ashiri,http://www.wikidata.org/entity/Q8065036,wd:Q8065036,33605249,Bahraini journalist,"Zakariya Rashid Hassan Al-Ashiri (Arabic: زكريا راشد حسن العشيري), also spelled Al Asheri and Aushayri, (1971– April 9, 2011), was a forty-year-old Bahraini blogger and journalist, worked as an editor and writer for a local blog news website in Al Dair, Bahrain. He was killed on April 9, 2011 while in custody of the Bahraini Government. Al-Ashiri was the first journalist in Bahrain to die in direct relation to his work since The Committee to Protect Journalists started keeping records in 1992, and he was the first to die in the Bahraini uprising (2011–present).Al-Ashiri was also the second blogger-journalist worldwide to have been killed for his blogging. Al-Ashiri follows the death two years earlier of Iranian Omid Reza Mir Sayafi, who was the first blogger to have been known to be killed for his publication. Two months after Al-Ashiri, Brazilian blogger Edinaldo Filgueira was killed in June 2011.",https://en.wikipedia.org/wiki/Zakariya_Rashid_Hassan_al-Ashiri
Bangladesh,11,Nadia Sharmeen,http://www.wikidata.org/entity/Q19636738,wd:Q19636738,45657821,journalist from Bangladesh,"Nadia Sharmeen is a Bangladeshi journalist. In 2015, she won the US State Department's International Women of Courage Award.",https://en.wikipedia.org/wiki/Nadia_Sharmeen
