0,1
Singapore,6.5
Netherlands,6.4
Switzerland,6.3
Hong Kong,6.1
Japan,6.1
Austria,6
Portugal,6
UA Emirates,6
South Korea,5.9
Oman,5.7
Spain,5.7
Croatia,5.6
Denmark,5.6
Taiwan,5.6
Luxembourg,5.5
Qatar,5.5
USA,5.5
France,5.4
Finland,5.3
Germany,5.3
Malaysia,5.3
Namibia,5.3
Sweden,5.3
Azerbaijan,5.2
Bahrain,5.2
Chile,5.2
Saudi Arabia,5.2
Cyprus,5.1
Egypt,5.1
Brunei,5
Canada,5
Turkey,5
Australia,4.9
Ecuador,4.9
Israel,4.9
Slovenia,4.9
UK,4.9
Lithuania,4.8
Rwanda,4.8
Domin. Rep.,4.7
Estonia,4.7
Mauritius,4.7
Morocco,4.7
China,4.6
Greece,4.6
India,4.5
Mexico,4.5
New Zealand,4.5
Norway,4.5
Panama,4.5
South Africa,4.5
Tajikistan,4.5
Belgium,4.4
Ireland,4.4
Italy,4.4
Thailand,4.4
Poland,4.3
El Salvador,4.2
Indonesia,4.2
Jordan,4.2
Nicaragua,4.2
Honduras,4.1
Iceland,4.1
Kenya,4.1
Senegal,4.1
Tanzania,4.1
Algeria,4
Cape Verde,4
Hungary,4
Pakistan,4
Seychelles,4
Slovakia,4
Swaziland,4
Albania,3.9
Burundi,3.9
Czechia,3.9
Iran,3.9
Jamaica,3.9
Montenegro,3.9
Sri Lanka,3.9
Botswana,3.8
Georgia,3.8
Gambia,3.7
Guinea,3.7
Kuwait,3.7
Laos,3.7
Philippines,3.7
Tr.&Tobago,3.7
Uganda,3.7
Uruguay,3.7
Argentina,3.6
Armenia,3.6
Cambodia,3.6
Ivory Coast,3.6
Kazakhstan,3.6
Latvia,3.6
Tunisia,3.6
Bolivia,3.5
Russia,3.5
Serbia,3.5
Bulgaria,3.4
Colombia,3.4
North Macedonia,3.4
Vietnam,3.4
Zambia,3.4
Malta,3.3
Bangladesh,3.2
Barbados,3.2
Benin,3.2
Mali,3.2
Peru,3.2
Kyrgyzstan,3.1
Mongolia,3.1
Brazil,3
Costa Rica,3
Ethiopia,3
Ghana,3
Romania,3
Ukraine,3
Nepal,2.9
Bosnia & Herz.,2.8
Burkina Faso,2.8
Malawi,2.8
Zimbabwe,2.8
Lesotho,2.7
Lebanon,2.6
Moldova,2.6
Paraguay,2.6
Venezuela,2.6
Gabon,2.5
Nigeria,2.5
Cameroon,2.4
Guatemala,2.4
Mozambique,2.4
Angola,2.2
DR Congo,2.1
Haiti,2.1
Yemen,2.1
Madagascar,2
Mauritania,2
Chad,1.9
