0,1
United States,"10,962,000"
Russia,"10,759,000"
Saudi Arabia,"10,425,000"
Iraq,"4,613,000"
Canada,"4,264,000"
Iran,"4,251,000"
China,"3,773,000"
United Arab Emirates,"3,216,000"
Kuwait,"2,807,000"
Brazil,"2,587,000"
Nigeria,"1,989,000"
Kazakhstan,"1,856,000"
Mexico,"1,852,000"
Angola,"1,593,000"
Norway,"1,517,000"
Venezuela,"1,484,000"
Qatar,"1,464,000"
Algeria,"1,259,000"
Libya,"1,039,000"
United Kingdom,"1,000,000"
Oman,"979,000"
Colombia,"863,000"
Azerbaijan,"798,000"
Indonesia,"772,000"
India,"709,000"
Malaysia,"647,000"
Egypt,"639,000"
Ecuador,"517,000"
Argentina,"489,000"
"Congo, Republic of the","340,000"
Australia,"284,000"
Turkmenistan,"244,000"
Vietnam,"242,000"
Thailand,"228,000"
Gabon,"196,000"
Svalbard,"194,300"
Ghana,"173,000"
Equatorial Guinea,"172,000"
South Sudan,"150,200"
Chad,"132,000"
Denmark,"115,000"
Brunei,"100,000"
Sudan,"95,000"
Italy,"90,000"
Pakistan,"90,000"
Romania,"70,000"
Cameroon,"69,000"
Trinidad and Tobago,"63,000"
Yemen,"61,000"
Bolivia,"60,000"
Turkey,"55,000"
Cuba,"50,000"
Peru,"49,000"
Papua New Guinea,"45,000"
Uzbekistan,"41,000"
Germany,"41,000"
Bahrain,"40,000"
Tunisia,"39,000"
East Timor,"33,000"
Ukraine,"32,000"
Belarus,"31,000"
Syria,"25,000"
New Zealand,"24,000"
Poland,"21,000"
Mongolia,"20,000"
Netherlands,"18,000"
Suriname,"17,000"
"Congo, Democratic Republic of the","17,000"
Serbia,"17,000"
France,"16,000"
Hungary,"16,000"
Croatia,"14,000"
Albania,"14,000"
Austria,"13,000"
Philippines,"13,000"
Burma,"11,000"
Guatemala,"9,600"
Niger,"9,000"
Greece,"4,100"
Mauritania,"4,000"
Japan,"3,200"
Bangladesh,"3,000"
Chile,"3,000"
Czech Republic,"2,000"
Belize,"2,000"
Lithuania,"2,000"
Spain,"1,700"
South Africa,"1,600"
Kyrgyzstan,"1,000"
Barbados,"1,000"
Bulgaria,"1,000"
Georgia,400
Israel,390
Slovakia,200
Taiwan,196
Tajikistan,180
Morocco,160
Jordan,22
Slovenia,5
Sierra Leone,0
Singapore,0
Somalia,0
Saint Lucia,0
Turks and Caicos Islands,0
Tonga,0
Togo,0
Sao Tome and Principe,0
Switzerland,0
Sweden,0
Senegal,0
Saint Helena,0
Rwanda,0
Saint Pierre and Miquelon,0
Saint Kitts and Nevis,0
Seychelles,0
Puerto Rico,0
Marshall Islands,0
Guinea-Bissau,0
Paraguay,0
Zambia,0
Zimbabwe,0
Virgin Islands,0
Namibia,0
West Bank,0
Western Sahara,0
Wake Island,0
Samoa,0
Swaziland,0
Burkina Faso,0
Uruguay,0
Saint Vincent and the Grenadines,0
British Virgin Islands,0
Tuvalu,0
Tanzania,0
Uganda,0
Kenya,0
Kosovo,0
"Korea, North",0
Kiribati,0
"Korea, South",0
Lesotho,0
Luxembourg,0
Liberia,0
Laos,0
Lebanon,0
Latvia,0
Jamaica,0
Iceland,0
Guam,0
Guinea,0
Guyana,0
Haiti,0
Hong Kong,0
Honduras,0
Mauritius,0
Malta,0
Mozambique,0
New Caledonia,0
Niue,0
Montserrat,0
Malawi,0
Montenegro,0
Macedonia,0
Mali,0
Madagascar,0
Macau,0
Moldova,0
Vanuatu,0
Maldives,0
Nepal,0
Nauru,0
Nicaragua,0
Panama,0
Portugal,0
"Gambia, The",0
Gibraltar,0
Grenada,0
Greenland,0
Finland,0
Fiji,0
Falkland Islands (Islas Malvinas),0
"Micronesia, Federated States of",0
Faroe Islands,0
French Polynesia,0
Estonia,0
Eritrea,0
El Salvador,0
Ethiopia,0
Ireland,0
Djibouti,0
Dominica,0
Dominican Republic,0
Cayman Islands,0
Comoros,0
Cape Verde,0
Cook Islands,0
Costa Rica,0
Central African Republic,0
Botswana,0
Bermuda,0
Belgium,0
"Bahamas, The",0
Antarctica,0
Armenia,0
Andorra,0
American Samoa,0
Aruba,0
Antigua and Barbuda,0
Afghanistan,0
Bosnia and Herzegovina,0
Benin,0
Solomon Islands,0
Bhutan,0
Sri Lanka,0
Burundi,0
Cambodia,0
Cyprus,10000
Ivory Coast,"50,357,000"
