,,,
1,Kuwait,246.2,2002
2,Egypt,139.6,2002
3,Chad,124.3,2002
4,Sudan,119.1,2002
5,Bulgaria,117.5,2002
6,Mozambique,110.7,2002
7,Albania,84.5,2002
8,Angola,81.7,2002
9,Senegal,79.2,2002
10,Pakistan,69.4,2002
11,Cote d'Ivoire,67.1,2002
12,Zambia,60.4,2002
13,Morocco,60,2002
14,Ethiopia,59.7,2002
15,Nigeria,58.6,2002
,OPEC countries average,53.17,2002
16,Syria,52.7,2002
17,Benin,49.8,2002
18,Zimbabwe,45.6,2002
19,Cameroon,43.6,2002
,Middle Eastern and North Africa average,40.56,2002
20,Serbia and Montenegro,38,2002
21,Bahrain,37.7,2002
21,Burundi,37.7,2002
23,Mali,37.4,2002
,Muslim countries average,37.09,2002
24,Indonesia,36.1,2002
,Former French colonies average,35.45,2002
25,Guinea,34.8,2002
26,South Africa,34,2002
27,Saudi Arabia,33.8,2002
28,Bangladesh,33,2002
,South Asia average,31.73,2002
29,Brazil,29.9,2002
30,Sierra Leone,25.6,2002
31,Algeria,25.2,2002
32,Thailand,24.5,2002
33,Kazakhstan,21.1,2002
34,Mauritius,20.5,2002
35,Niger,19.9,2002
36,Czech Republic,18.9,2002
37,Lesotho,18.8,2002
,South and Central Asia average,18.71,2002
38,Botswana,18.5,2002
39,Bhutan,18.4,2002
40,Sri Lanka,17.2,2002
,Emerging markets average,16.79,2002
41,Nepal,16.5,2002
41,Chile,16.5,2002
41,Tunisia,16.5,2002
44,Iran,15.7,2002
45,Fiji,15.5,2002
46,Italy,14.6,2002
47,Liberia,13.5,2002
48,Malawi,13,2002
48,Paraguay,13,2002
50,Rwanda,12.9,2002
50,Ukraine,12.9,2002
52,Spain,12.7,2002
,NATO countries average,12.24,2002
53,Philippines,11.5,2002
54,Ghana,11.3,2002
55,Mauritania,11.2,2002
56,Guinea-Bissau,10.8,2002
57,Estonia,10.5,2002
58,Mongolia,10.2,2002
59,Costa Rica,10.1,2002
59,Armenia,10.1,2002
61,Togo,9.9,2002
61,Comoros,9.9,2002
63,Vietnam,9.8,2002
64,Georgia,9.7,2002
65,Venezuela,9.1,2002
65,Yemen,9.1,2002
67,Portugal,8.8,2002
67,Uzbekistan,8.8,2002
69,Madagascar,8.7,2002
,European Union average,8.7,2002
70,Tanzania,8.3,2002
71,Libya,8.2,2002
72,"Congo, Republic of the",7.7,2002
72,Kenya,7.7,2002
74,Croatia,6.5,2002
74,Djibouti,6.5,2002
76,Slovakia,6.4,2002
,Former Soviet republics average,6.39,2002
77,France,6.1,2002
77,India,6.1,2002
77,Laos,6.1,2002
80,Turkmenistan,5.8,2002
81,Papua New Guinea,5.5,2002
82,Honduras,5.4,2002
83,Slovenia,5.2,2002
83,Kyrgyzstan,5.2,2002
,Former Spanish colonies average,05.05,2002
85,Nicaragua,4.9,2002
,Eurozone average,4.55,2002
86,Uruguay,4.4,2002
87,Swaziland,4.3,2002
87,Tajikistan,4.3,2002
89,Namibia,4.2,2002
90,Mexico,4,2002
91,Argentina,3.9,2002
,High income OECD countries average,3.86,2002
,Group of 7 countries (G7) average,3.62,2002
92,Romania,3.5,2002
92,Uganda,3.5,2002
92,Singapore,3.5,2002
,Non-religious countries average,3.36,2002
95,Hungary,3.3,2002
96,Bolivia,3.1,2002
96,Peru,3.1,2002
98,Haiti,3,2002
99,Jordan,2.9,2002
100,Belarus,2.7,2002
100,Belgium,2.7,2002
102,Cyprus,2.5,2002
103,Guyana,2.3,2002
104,Gabon,2.2,2002
104,Austria,2.2,2002
106,Lithuania,2,2002
106,Russia,2,2002
108,El Salvador,1.7,2002
108,Poland,1.7,2002
110,The Gambia,1.5,2002
111,Malaysia,1.4,2002
111,Trinidad and Tobago,1.4,2002
113,Lebanon,1.3,2002
114,Germany,1,2002
115,Eritrea,0.8,2002
116,Moldova,0.7,2002
117,South Korea,0.4,2002
118,Dominican Republic,0.1,2002
118,Finland,0.1,2002
118,Guatemala,0.1,2002
118,New Zealand,0.1,2002
118,Switzerland,0.1,2002
123,Canada,0.0,2002
123,Netherlands,0.0,2002
123,Turkey,0.0,2002
123,Norway,0.0,2002
123,Panama,0.0,2002
123,Ireland,0.0,2002
123,Ecuador,0.0,2002
123,Australia,0.0,2002
123,Denmark,0.0,2002
123,Colombia,0.0,2002
123,Israel,0.0,2002
123,United Kingdom,0.0,2002
123,Greece,0.0,2002
123,Oman,0.0,2002
123,Jamaica,0.0,2002
123,United Arab Emirates,0.0,2002
123,Azerbaijan,0.0,2002
123,Sweden,0.0,2002
123,Latvia,0.0,2002
123,Japan,0.0,2002
