0,1,2,3,4,5,6,7,8
Afghanistan,54,Roxana,http://www.wikidata.org/entity/Q190055,wd:Q190055,262156.0,Bactrian princess and wife of Alexander the Great,"Roxana (c. 340 BC – 310 BC, Ancient Greek: Ῥωξάνη; Old Iranian: *Raṷxšnā- ""shining, radiant, brilliant""; sometimes Roxanne, Roxanna, Rukhsana, Roxandra and Roxane) was a Sogdian or a Bactrian princess whom Alexander the Great married after defeating Darius, ruler of the Achaemenid Empire, and invading Persia. The exact date of her birth is unknown, but she was probably in her early teens at the time of her wedding to Alexander the Great.",https://en.wikipedia.org/wiki/Roxana
Albania,39,Safiye Sultan,http://www.wikidata.org/entity/Q437197,wd:Q437197,3715355.0,"Haseki Sultan of Murad III, mother of Mehmed III","Safiye Sultan (Ottoman Turkish: صفیه سلطان; ""pure"" c. 1550 – after 20 April 1619) was the Haseki Sultan (chief consort) of Murad III and Valide Sultan of the Ottoman Empire as the mother of Mehmed III and the grandmother of Sultans: Ahmed I and Mustafa I. Safiye was also one of the eminent figures during the era known as the Sultanate of Women. She lived in the Ottoman Empire as a courtier during the reigns of seven sultans: Suleiman the Magnificent, Selim II, Murad III, Mehmed III, Ahmed I, Mustafa I, and Osman II.
After the death of Selim II in 1574, Prince Murad took the throne as the new sultan in Constantinople under the name of Murad III.  Safiye was by his side and moved with him to Topkapi Palace, and less than a year into his reign she received the title of Haseki Sultan (chief consort), which placed her above the princesses.  Nurbanu, her Mother-in-law, who was with them as the Sultan's mother, was upset with Safiye's influence on Murad and wanted to replace her with another concubine of the harem. Finally, the conflict between Safiye and Nurbanu reached a crisis and Murad sent Safiye to Eski Saray. That she lived there for a year after Nurbanu's death, but Murad brought her back to him.
After 1585, she became the most powerful one in harem. Moreover, she was not contented with harem, she began to intervene in state affairs and she became one of the powerful figures of the Murad reign.  She strengthened her position in the court when she became the Valide Sultan (Sultan’s mother) upon the ascension of her son Mehmed III on the throne in 1595, after the death of Murad III. As Valide Sultan, her personal purse was three times that of the Sultan, the highest level of salary for a person in the empire. During her son's reign, Mehmed would consult her on matters if it was important and he did not make a decision if it was not her consent. People and civil servants appealed to her when they needed some help, since they knew how influential she was on the Ottoman court; sometimes they would even throw themselves in front of her carriage for help. She was the most influential in directing everything related to the empire and the terms of appointments and dismissals of everyone in the Empire, even the Grand Vizier and Shaykh al-Islam. When Mehmed III went on the campaign of Eğri in 1596, he left a treasure of one billion akçe to her service, and he gave her the power to audit important matters in his absence. She distributed alms to the poor, orphans, and widows upon the fall of Eğri Castle.
Safiye Sultan did not only interfere in interior affairs but also in foreign affairs of the empire. It is known that she corresponded by letters with foreign kings and queens and established diplomatic relations with them. Like her mother-in-law Nurbanu, she supported a pro-Venetian policy in foreign politics. But in the last years of her son's reign, her meddling in state affairs caused three destructive rebellions and made her immensely hated by the soldiers and the people. Upon the death of Mehmed III in 1603, she was sent to Eski Saray on January 9, 1604, and lived there in retirement without political influence until her death on April 20, 1619. She was laid to rest in the tomb of Murad III.

",https://en.wikipedia.org/wiki/Safiye_Sultan_(mother_of_Mehmed_III)
Algeria,40,Monica of Hippo,http://www.wikidata.org/entity/Q234689,wd:Q234689,740416.0,Christian saint; mother of St. Augustine,"Monica (c. 332 – 387) was an early North African Christian saint and the mother of Augustine of Hippo. She is remembered and honored in the Catholic and Orthodox Churches, albeit on different feast days, for her outstanding Christian virtues, particularly the suffering caused by her husband's adultery, and her prayerful life dedicated to the reformation of her son, who wrote extensively of her pious acts and life with her in his Confessions. Popular Christian legends recall Monica weeping every night for her son Augustine.",https://en.wikipedia.org/wiki/Saint_Monica
Andorra,5,Sara la Goda,http://www.wikidata.org/entity/Q6121781,wd:Q6121781,70741594.0,8th century Visigothic noblewoman,"Sara al-Qutiyya (Arabic: سارة القوطية; Spanish: Sara la Goda) or Sara the Goth (fl. 8th century) was a Visigothic noblewoman, who was the grand-daughter of king Wittiza. After the death of her father she travelled to Damascus from al-Andalus and successfully petitioned Hisham ibn Abd al-Malik to restore lands to her family that had been appropriated by her uncle. The historian Ibn al-Qutiyya was her great-grandson.",https://en.wikipedia.org/wiki/Sara_al-Qutiyya
Angola,37,Nzingha Mbande,http://www.wikidata.org/entity/Q467650,wd:Q467650,419490.0,17th-century queen regnant of the Ndongo and Matamba Kingdoms of the Mbundu people in Angola (1583-1663),"Nzinga Ana de Sousa Mbande (c. 1583 – 17 December 1663) was a Southwest African ruler who served as queen of the Ambundu Kingdoms of Ndongo (1624–1663) and Matamba (1631–1663), located in present-day northern Angola.Born into the ruling family of Ndongo, Nzinga received military and political training as a child, and she demonstrated an aptitude for defusing political crises as an ambassador to the Portuguese Empire. She later assumed power over Ndongo after the death of her father and brother, who both served as kings, and would go on to conquer Matamba. She ruled during a period of rapid growth in the African slave trade and encroachment of the Portuguese Empire into South West Africa, in attempts to control the slave trade. Nzinga fought for the independence and stature of her kingdoms against the Portuguese in a reign that lasted 37 years.
In the centuries since her death, Nzinga has been increasingly recognized as a major historical figure in Angola and in the wider Atlantic Creole culture. She is remembered for her intelligence, her political and diplomatic wisdom, and her military tactics.",https://en.wikipedia.org/wiki/Nzinga_of_Ndongo_and_Matamba
Antigua and Barbuda,8,Mary Thomas,http://www.wikidata.org/entity/Q29042635,wd:Q29042635,57001339.0,plantation worker in the Danish West Indies,"Mary Thomas, known as Queen Mary, (ca. 1848–1905) was one of the leaders of the 1878 ""Fireburn"" labor riot, or uprising, on the island of St. Croix in the Danish West Indies.
Mary Thomas was from Antigua and arrived in St. Croix in the 1860s to take work on the plantations in the island. In 1878 she resided at the Sprat Hall plantation. She had three children but never married. Before the uprising, she had been sentenced for theft and for mistreating her children. Historians have suggested that such sentences were used by the authorities to discredit people who opposed the authorities.After the 1848 emancipation of enslaved Africans in the Danish West Indies, an 1849 labor law fixed salaries and labor conditions for all plantation workers and prohibited bargaining for better wages or work conditions. This made plantation work unattractive, and many workers opted to leave the plantations and the islands to seek better conditions elsewhere. The government reacted to the labor shortage by making it harder to for workers to leave the islands, demanding health certificates and charging fees for passports. When wages were to be negotiated in the fall of 1878, the workers' demands were denied, and new harsh conditions for traveling were imposed. This sparked the so-called Fireburn riots, which have been called the largest labor riot in Danish history, during which more than 50 plantations were burned.
Because of her role as a leader during the uprising, Mary Thomas came to be known as ""Queen Mary"". The workers chose her and two other women, ""Queen Agnes"" and ""Queen Matilda"", as queens to perform ritual and celebratory functions during the uprising. Thomas played a leading role and referred to herself as a ""captain"" in the rebellion. Allegedly, during one the uprisings Thomas had called for those unwilling to participate to be decapitated.She was arrested and tried with other leaders of the labor uprising. During the trial of the labor leaders she gave witness testimony against another leader, Thomas Graydon, also known as ""Colonel Peter"", who was sentenced to death. Mary Thomas was also sentenced to death for arson and looting but had her sentence commuted to life imprisonment. She was transferred to Copenhagen and placed at Women's Prison, Christianshavn, in 1882, but in 1887 she was sent back to Christiansted, St. Croix, to serve the remainder of her sentence.

",https://en.wikipedia.org/wiki/Mary_Thomas_(labor_leader)
Argentina,16,Juana Manuela Gorriti,http://www.wikidata.org/entity/Q14077,wd:Q14077,491370.0,Argentine writer,"Juana Manuela Gorriti (July 15, 1818 – November 6, 1892) was an Argentine writer with extensive political and literary links to Bolivia and Peru. She held the position of First Lady of Bolivia from 1848 to 1855.
With the publication of La quena (1845), Gorriti became recognized as the earliest novelist in what would become Argentina. In La quena, Gorriti challenged the notion of poverty, ignorance, tyranny, and the oppression of women, writing, ""A day shall come in which man's science will discover those treasures; but by then men will be free and equal, and they shall use wealth to serve humanity! The reign of worries and despotism will have ended, and only man's genius will rule the world, it reside upon the head of a European, or upon that of an Indian."" Gorriti’s commitment to women’s issues sparked the interest of both women and men, including Abel Delgado.  His essay, ‘La educación social de la mujer’, (""The Social Education of Woman,"" 1892) discussed male and female spheres and justified women's participation in law and politics.",https://en.wikipedia.org/wiki/Juana_Manuela_Gorriti
Armenia,24,Bezmiâlem Sultan,http://www.wikidata.org/entity/Q623135,wd:Q623135,4645444.0,"consort of Mahmud II, mother and Valide Sultan of Abdülmejid I","Bezmiâlem Sultan (Ottoman Turkish: بزم عالم سلطان; Ornament of The World; c. 1807 – 2 May 1853), called also Bazimialam, was a consort of Sultan Mahmud II, and Valide sultan to their son, Sultan Abdulmejid I of the Ottoman Empire.",https://en.wikipedia.org/wiki/Bezmi%C3%A2lem_Sultan
Australia,28,Mary MacKillop,http://www.wikidata.org/entity/Q275976,wd:Q275976,2060813.0,Australian religious sister and saint (1842–1909),"Mary Helen MacKillop RSJ (15 January 1842 – 8 August 1909) was an Australian religious sister who has been declared a saint by the Catholic Church, as St Mary of the Cross. Of Scottish descent, she was born in Melbourne but is best known for her activities in South Australia. Together with Julian Tenison-Woods, she founded the Sisters of St Joseph of the Sacred Heart (the Josephites), a congregation of religious sisters that established a number of schools and welfare institutions throughout Australia and New Zealand, with an emphasis on education for the rural poor.
The process to have MacKillop declared a saint began in the 1920s, and she was beatified in January 1995 by Pope John Paul II. Pope Benedict XVI prayed at her tomb during his visit to Sydney for World Youth Day 2008 and in December 2009 approved the Catholic Church's recognition of a second miracle attributed to her intercession. She was canonised on 17 October 2010, during a public ceremony in St Peter's Square at the Vatican. She is the first Australian to be recognised by the Catholic Church as a saint. Mary MacKillop is the patron saint of the Roman Catholic Archdiocese of Brisbane.

",https://en.wikipedia.org/wiki/Mary_MacKillop
Austria,120,Marie Antoinette,http://www.wikidata.org/entity/Q47365,wd:Q47365,45109.0,last Queen of France prior to the French Revolution,"Marie Antoinette (; French: [maʁi ɑ̃twanɛt] (listen); Marie Antoinette Josèphe Jeanne; 2 November 1755 – 16 October 1793) was the last queen of France before the French Revolution. She was born an Archduchess of Austria, and was the penultimate child and youngest daughter of Empress Maria Theresa and Emperor Francis I. She became dauphine of France in May 1770 at age 14 upon her marriage to Louis-Auguste, heir apparent to the French throne. On 10 May 1774, her husband ascended the throne as Louis XVI and she became queen.
Marie Antoinette's position at court improved when, after eight years of marriage, she started having children. She became increasingly unpopular among the people, however, with the French libelles accusing her of being profligate, promiscuous, allegedly having illegitimate children, and harboring sympathies for France's perceived enemies—particularly her native Austria. The false accusations of the Affair of the Diamond Necklace damaged her reputation further. During the Revolution, she became known as Madame Déficit because the country's financial crisis was blamed on her lavish spending and her opposition to the social and financial reforms of Turgot and Necker.
Several events were linked to Marie Antoinette during the Revolution after the government had placed the royal family under house arrest in the Tuileries Palace in October 1789. The June 1791 attempted flight to Varennes and her role in the War of the First Coalition had disastrous effects on French popular opinion. On 10 August 1792, the attack on the Tuileries forced the royal family to take refuge at the Assembly, and they were imprisoned in the Temple Prison on 13 August. On 21 September 1792, the monarchy was abolished. Louis XVI was executed by guillotine on 21 January 1793. Marie Antoinette's trial began on 14 October 1793; she was convicted two days later by the Revolutionary Tribunal of high treason and executed, also by guillotine, at the Place de la Révolution.",https://en.wikipedia.org/wiki/Marie_Antoinette
