0,1,2,3,4,5,6,7,8
Afghanistan,6,Shakardokht Jafari,http://www.wikidata.org/entity/Q50825700,wd:Q50825700,56874433.0,Medical physicist,Shakardokht (Shakar) Jafari (Dari: شکردخت جعفری) is a Medical Physicist and an award-winning innovator based at the Surrey Technology Centre. She developed an efficient and low cost method of measuring a medical dose of radiation.,https://en.wikipedia.org/wiki/Shakardokht_Jafari
Albania,18,Sabiha Kasimati,http://www.wikidata.org/entity/Q9332564,wd:Q9332564,30611143.0,Sabiha Kasimati (15 September 1912 - 26 February 1951) was an Albanian biologist and dissident of the communist regime in Albania.She was one of the 23 victims of the regime's Massacre of 1951 in Albania.,"Sabiha Kasimati (15 September 1912 – 26 February 1951) was an Albanian professor of biology and ichthyologist, cited as one of the first women scientists in Albania. She was arrested  by the communist regime on 20 February 1951, after the bombing of the Soviet embassy, and a few days later was executed without trial along with 21 other intellectuals.

",https://en.wikipedia.org/wiki/Sabiha_Kasimati
Algeria,12,Michèle Audin,http://www.wikidata.org/entity/Q540946,wd:Q540946,32743787.0,French mathematician,"Michèle Audin (Algiers, 3 January, 1954) is a French mathematician, writer, and a former professor. She has worked as a professor at the University of Geneva, the University of Paris-Saclay and most recently at the University of Strasbourg, where she performed research notably in the area of symplectic geometry.

",https://en.wikipedia.org/wiki/Mich%C3%A8le_Audin
Andorra,4,Elidà Amigó i Montanya,http://www.wikidata.org/entity/Q105072080,wd:Q105072080,67269903.0,"Andorran historian, archivist, activist, and suffragist (1935-2020)","Elidà Amigó i Montanya (September 5, 1935 – September 9, 2020) was an Andorran historian, archivist, activist, and suffragist. A leader in the feminist movement that led to Andorran women gaining the right to vote in 1970, she was also an academic expert on the history and sociology of the microstate of Andorra. She has been described as ""the first Andorran intellectual to bring critical awareness to the condition of women"" in the principality.",https://en.wikipedia.org/wiki/Elid%C3%A0_Amig%C3%B3_i_Montanya
Angola,5,Patrícia Godinho Gomes,http://www.wikidata.org/entity/Q105448242,wd:Q105448242,67049483.0,writer and professor at the Federal University of Bahia,"Patrícia Godinho Gomes (born 26 June 1972) is a historian and academic from Guinea-Bissau whose research studies the role of women in anticolonial resistance, African feminisms and gender in Lusophone countries with a particular focus on Guinea-Bissau and Cape Verde.",https://en.wikipedia.org/wiki/Patr%C3%ADcia_Godinho_Gomes
Antigua and Barbuda,4,Lydia Byam,http://www.wikidata.org/entity/Q66813067,wd:Q66813067,60755411.0,botanical illustrator,"Lydia Byam (baptized 1772) was a botanical illustrator known for her works depicting plants from the Caribbean.  Byam's career flourished during the period between 1797 and 1800. She published two works A collection of exotics, from the Island of Antigua (1797) and Fruits of the West Indies (1800) respectively. These are important for the role they played in garnering interest in botany of the Caribbean islands and the dietary and medicinal benefits they offered.",https://en.wikipedia.org/wiki/Lydia_Byam
Argentina,16,María Rosa Lida de Malkiel,http://www.wikidata.org/entity/Q448517,wd:Q448517,31751240.0,Argentine philologist,"María Rosa Lida de Malkiel, born Maria Rosa Lida (November 7, 1910 – September 25, 1962), was an Argentine philologist.  Notable as an Hispanist medievalist, she came to the United States on a Rockefeller Foundation program of study. Beginning in 1947, Lida de Malkiel lectured for many years in the US, including at Harvard University, the University of California at Berkeley, and Stanford. An advisor to the editorial boards of two professional journals, in the 1950s she was admitted to the Real Academia Española and the Academia Argentina de Letras.",https://en.wikipedia.org/wiki/Mar%C3%ADa_Rosa_Lida_de_Malkiel
Armenia,17,Adelaida Avagyan,http://www.wikidata.org/entity/Q4681651,wd:Q4681651,36912611.0,hygienist,"Adelaida Avagyan (Avakian) (Armenian: Ադելաիդա Հովսեփի Ավագյան, April 6, 1924 – May 12, 2000) was an Armenian physician, researcher, and leader in healthcare. She was the head of the Nutrition Hygiene (Nutritiology) laboratory from 1969 to 1994 in the Armenian Institute of General Hygiene and Occupational Diseases in Yerevan, Armenia. She is the author of more than 50 research articles in journals of the USSR.",https://en.wikipedia.org/wiki/Adelaida_Avagyan
Australia,72,Elizabeth Blackburn,http://www.wikidata.org/entity/Q26321,wd:Q26321,989870.0,Australian-born American biological researcher,"Elizabeth Helen Blackburn,  (born 26 November 1948) is an Australian-American Nobel laureate who is the former president of the Salk Institute for Biological Studies.  In 1984, Blackburn co-discovered telomerase, the enzyme that replenishes the telomere, with Carol W. Greider. For this work, she was awarded the 2009 Nobel Prize in Physiology or Medicine, sharing it with Greider and Jack W. Szostak, becoming the first Australian woman Nobel laureate. 
She also worked in medical ethics, and was controversially dismissed from the Bush administration's President's Council on Bioethics.",https://en.wikipedia.org/wiki/Elizabeth_Blackburn
Austria,84,Lise Meitner,http://www.wikidata.org/entity/Q56189,wd:Q56189,18070.0,Austrian-Swedish physicist,"Lise Meitner ( LEE-zə MYTE-nər, German: [ˈliːzə ˈmaɪtnɐ] (listen); born Elise Meitner, 7 November 1878 – 27 October 1968) was an Austrian-Swedish physicist who was one of those responsible for the discovery of the element protactinium and nuclear fission. While working on radioactivity at the Kaiser Wilhelm Institute of Chemistry in Berlin, she discovered the radioactive isotope protactinium-231 in 1917. In 1938, Meitner and her nephew, the physicist Otto Robert Frisch, discovered nuclear fission. She was praised by Albert Einstein as the ""German Marie Curie"".Completing her doctoral research in 1905, Meitner became the second woman from the University of Vienna to earn a doctorate in physics. She spent most of her scientific career in Berlin, Germany, where she was a physics professor and a department head at the Kaiser Wilhelm Institute; she was the first woman to become a full professor of physics in Germany. She lost these positions in the 1930s because of the anti-Jewish Nuremberg Laws of Nazi Germany, and in 1938 she fled to Sweden, where she lived for many years, ultimately becoming a Swedish citizen.
In mid-1938, Meitner with chemists Otto Hahn and Fritz Strassmann at the Kaiser Wilhelm Institute found that bombarding thorium with neutrons produced different isotopes. Hahn and Strassmann later in the year showed that isotopes of barium could be formed by bombardment of uranium. In late December, Meitner and Frisch worked out the phenomenon of such a splitting process. In their report in February issue of Nature in 1939, they gave it the name ""fission"". This principle led to the development of the first atomic bomb during World War II, and subsequently other nuclear weapons and nuclear reactors.
Meitner did not share the 1944 Nobel Prize in Chemistry for nuclear fission, which was awarded exclusively to her long-time collaborator Otto Hahn. Several scientists and journalists have called her exclusion ""unjust"". According to the Nobel Prize archive, she was nominated 19 times for the Nobel Prize in Chemistry between 1924 and 1948, and 30 times for the Nobel Prize in Physics between 1937 and 1967. Despite not having been awarded the Nobel Prize, Meitner was invited to attend the Lindau Nobel Laureate Meeting in 1962. She received many other honours, including the naming of chemical element 109 meitnerium after her in 1997.",https://en.wikipedia.org/wiki/Lise_Meitner
