0,1,2,3,4,5,6,7,8
Afghanistan,54,Roxana,http://www.wikidata.org/entity/Q190055,wd:Q190055,262156,Bactrian princess and wife of Alexander the Great,"Roxana (c. 340 BC – 310 BC, Ancient Greek: Ῥωξάνη; Old Iranian: *Raṷxšnā- ""shining, radiant, brilliant""; sometimes Roxanne, Roxanna, Rukhsana, Roxandra and Roxane) was a Sogdian or a Bactrian princess whom Alexander the Great married after defeating Darius, ruler of the Achaemenid Empire, and invading Persia. The exact date of her birth is unknown, but she was probably in her early teens at the time of her wedding to Alexander the Great.",https://en.wikipedia.org/wiki/Roxana
Albania,39,Safiye Sultan,http://www.wikidata.org/entity/Q437197,wd:Q437197,3715355,"Haseki Sultan of Murad III, mother of Mehmed III","Safiye Sultan (Ottoman Turkish: صفیه سلطان; ""pure"" c. 1550 – after 20 April 1619) was the Haseki Sultan (chief consort) of Murad III and Valide Sultan of the Ottoman Empire as the mother of Mehmed III and the grandmother of Sultans: Ahmed I and Mustafa I. Safiye was also one of the eminent figures during the era known as the Sultanate of Women. She lived in the Ottoman Empire as a courtier during the reigns of seven sultans: Suleiman the Magnificent, Selim II, Murad III, Mehmed III, Ahmed I, Mustafa I, and Osman II.
After the death of Selim II in 1574, Prince Murad took the throne as the new sultan in Constantinople under the name of Murad III.  Safiye was by his side and moved with him to Topkapi Palace, and less than a year into his reign she received the title of Haseki Sultan (chief consort), which placed her above the princesses.  Nurbanu, her Mother-in-law, who was with them as the Sultan's mother, was upset with Safiye's influence on Murad and wanted to replace her with another concubine of the harem. Finally, the conflict between Safiye and Nurbanu reached a crisis and Murad sent Safiye to Eski Saray. That she lived there for a year after Nurbanu's death, but Murad brought her back to him.
After 1585, she became the most powerful one in harem. Moreover, she was not contented with harem, she began to intervene in state affairs and she became one of the powerful figures of the Murad reign.  She strengthened her position in the court when she became the Valide Sultan (Sultan’s mother) upon the ascension of her son Mehmed III on the throne in 1595, after the death of Murad III. As Valide Sultan, her personal purse was three times that of the Sultan, the highest level of salary for a person in the empire. During her son's reign, Mehmed would consult her on matters if it was important and he did not make a decision if it was not her consent. People and civil servants appealed to her when they needed some help, since they knew how influential she was on the Ottoman court; sometimes they would even throw themselves in front of her carriage for help. She was the most influential in directing everything related to the empire and the terms of appointments and dismissals of everyone in the Empire, even the Grand Vizier and Shaykh al-Islam. When Mehmed III went on the campaign of Eğri in 1596, he left a treasure of one billion akçe to her service, and he gave her the power to audit important matters in his absence. She distributed alms to the poor, orphans, and widows upon the fall of Eğri Castle.
Safiye Sultan did not only interfere in interior affairs but also in foreign affairs of the empire. It is known that she corresponded by letters with foreign kings and queens and established diplomatic relations with them. Like her mother-in-law Nurbanu, she supported a pro-Venetian policy in foreign politics. But in the last years of her son's reign, her meddling in state affairs caused three destructive rebellions and made her immensely hated by the soldiers and the people. Upon the death of Mehmed III in 1603, she was sent to Eski Saray on January 9, 1604, and lived there in retirement without political influence until her death on April 20, 1619. She was laid to rest in the tomb of Murad III.

",https://en.wikipedia.org/wiki/Safiye_Sultan_(mother_of_Mehmed_III)
Algeria,40,Monica of Hippo,http://www.wikidata.org/entity/Q234689,wd:Q234689,740416,Christian saint; mother of St. Augustine,"Monica (c. 332 – 387) was an early North African Christian saint and the mother of Augustine of Hippo. She is remembered and honored in the Catholic and Orthodox Churches, albeit on different feast days, for her outstanding Christian virtues, particularly the suffering caused by her husband's adultery, and her prayerful life dedicated to the reformation of her son, who wrote extensively of her pious acts and life with her in his Confessions. Popular Christian legends recall Monica weeping every night for her son Augustine.",https://en.wikipedia.org/wiki/Saint_Monica
Andorra,5,Sara la Goda,http://www.wikidata.org/entity/Q6121781,wd:Q6121781,70741594,8th century Visigothic noblewoman,"Sara al-Qutiyya (Arabic: سارة القوطية; Spanish: Sara la Goda) or Sara the Goth (fl. 8th century) was a Visigothic noblewoman, who was the grand-daughter of king Wittiza. After the death of her father she travelled to Damascus from al-Andalus and successfully petitioned Hisham ibn Abd al-Malik to restore lands to her family that had been appropriated by her uncle. The historian Ibn al-Qutiyya was her great-grandson.",https://en.wikipedia.org/wiki/Sara_al-Qutiyya
Angola,37,Nzingha Mbande,http://www.wikidata.org/entity/Q467650,wd:Q467650,419490,17th-century queen regnant of the Ndongo and Matamba Kingdoms of the Mbundu people in Angola (1583-1663),"Nzinga Ana de Sousa Mbande (c. 1583 – 17 December 1663) was a Southwest African ruler who served as queen of the Ambundu Kingdoms of Ndongo (1624–1663) and Matamba (1631–1663), located in present-day northern Angola.Born into the ruling family of Ndongo, Nzinga received military and political training as a child, and she demonstrated an aptitude for defusing political crises as an ambassador to the Portuguese Empire. She later assumed power over Ndongo after the death of her father and brother, who both served as kings, and would go on to conquer Matamba. She ruled during a period of rapid growth in the African slave trade and encroachment of the Portuguese Empire into South West Africa, in attempts to control the slave trade. Nzinga fought for the independence and stature of her kingdoms against the Portuguese in a reign that lasted 37 years.
In the centuries since her death, Nzinga has been increasingly recognized as a major historical figure in Angola and in the wider Atlantic Creole culture. She is remembered for her intelligence, her political and diplomatic wisdom, and her military tactics.",https://en.wikipedia.org/wiki/Nzinga_of_Ndongo_and_Matamba
Antigua and Barbuda,8,Mary Thomas,http://www.wikidata.org/entity/Q29042635,wd:Q29042635,57001339,plantation worker in the Danish West Indies,"Mary Thomas, known as Queen Mary, (ca. 1848–1905) was one of the leaders of the 1878 ""Fireburn"" labor riot, or uprising, on the island of St. Croix in the Danish West Indies.
Mary Thomas was from Antigua and arrived in St. Croix in the 1860s to take work on the plantations in the island. In 1878 she resided at the Sprat Hall plantation. She had three children but never married. Before the uprising, she had been sentenced for theft and for mistreating her children. Historians have suggested that such sentences were used by the authorities to discredit people who opposed the authorities.After the 1848 emancipation of enslaved Africans in the Danish West Indies, an 1849 labor law fixed salaries and labor conditions for all plantation workers and prohibited bargaining for better wages or work conditions. This made plantation work unattractive, and many workers opted to leave the plantations and the islands to seek better conditions elsewhere. The government reacted to the labor shortage by making it harder to for workers to leave the islands, demanding health certificates and charging fees for passports. When wages were to be negotiated in the fall of 1878, the workers' demands were denied, and new harsh conditions for traveling were imposed. This sparked the so-called Fireburn riots, which have been called the largest labor riot in Danish history, during which more than 50 plantations were burned.
Because of her role as a leader during the uprising, Mary Thomas came to be known as ""Queen Mary"". The workers chose her and two other women, ""Queen Agnes"" and ""Queen Matilda"", as queens to perform ritual and celebratory functions during the uprising. Thomas played a leading role and referred to herself as a ""captain"" in the rebellion. Allegedly, during one the uprisings Thomas had called for those unwilling to participate to be decapitated.She was arrested and tried with other leaders of the labor uprising. During the trial of the labor leaders she gave witness testimony against another leader, Thomas Graydon, also known as ""Colonel Peter"", who was sentenced to death. Mary Thomas was also sentenced to death for arson and looting but had her sentence commuted to life imprisonment. She was transferred to Copenhagen and placed at Women's Prison, Christianshavn, in 1882, but in 1887 she was sent back to Christiansted, St. Croix, to serve the remainder of her sentence.

",https://en.wikipedia.org/wiki/Mary_Thomas_(labor_leader)
Argentina,101,Eva Perón,http://www.wikidata.org/entity/Q40933,wd:Q40933,51584,Argentinian actress and politician (1919-1952),"María Eva Duarte de Perón (Spanish pronunciation: [maˈɾi.a ˈeβa ˈðwaɾte ðe peˈɾon]; née María Eva Duarte; 7 May 1919 – 26 July 1952), better known as just Eva Perón or by the nickname Evita (Spanish: [eˈβita]), was an Argentine politician, activist, actress, and philanthropist who served as First Lady of Argentina from June 1946 until her death in July 1952, as the wife of Argentine President Juan Domingo Perón (1895–1974). She was born in poverty in the rural village of Los Toldos, in the Pampas, as the youngest of five children. In 1934, at the age of 15, she moved to the nation's capital of Buenos Aires to pursue a career as a stage, radio, and film actress.
She met Colonel Juan Perón on 22 January 1944 during a charity event at the Luna Park Stadium to benefit the victims of an earthquake in San Juan, Argentina. The two were married the following year. Juan Perón was elected President of Argentina in June 1946; during the next six years, Eva Perón became powerful within the pro-Peronist trade unions, primarily for speaking on behalf of labor rights. She also ran the Ministries of Labor and Health, founded and ran the charitable Eva Perón Foundation, championed women's suffrage in Argentina, and founded and ran the nation's first large-scale female political party, the Female Peronist Party.
In 1951, Eva Perón announced her candidacy for the Peronist nomination for the office of Vice President of Argentina, receiving great support from the Peronist political base, low-income and working-class Argentines who were referred to as descamisados or ""shirtless ones"". Opposition from the nation's military and bourgeoisie, coupled with her declining health, ultimately forced her to withdraw her candidacy. In 1952, shortly before her death from cancer at 33, Eva Perón was given the title of ""Spiritual Leader of the Nation"" by the Argentine Congress. She was given a state funeral upon her death, a prerogative generally reserved for heads of state.
Eva Perón has become a part of international popular culture, most famously as the subject of the musical Evita (1976).  Cristina Álvarez Rodríguez has said that Evita has never left the collective consciousness of Argentines. Cristina Fernández de Kirchner, the second woman elected president of Argentina (after Isabel Perón), claims that women of her generation owe a debt to Eva for ""her example of passion and combativeness"".",https://en.wikipedia.org/wiki/Eva_Per%C3%B3n
Armenia,26,Shushanik Kurghinian,http://www.wikidata.org/entity/Q3249844,wd:Q3249844,12843515,Armenian poet,"Shushanik Kurghinian (Armenian: Շուշանիկ Կուրղինյան; née  Popoljian; 18 August 1876 – 24 November 1927) was an Armenian writer who became a catalyst in the development of socialist and feminist poetry. She is described as having ""given a voice to the voiceless"" and herself saw her role as a poet as ""profoundly political"".Her first poem was published in 1899 in Taraz, and in 1900 her first short story appeared in the journal Aghbyur. After founding the first Hunchakian women's political group in Alexandropol, Kurghinian fled to Rostov on Don in order to escape arrests of the tsarist regime. Her first volume of poetry, Ringing of the Dawn, was published in 1907, and one of her poems from this volume, ""The Eagle's Love,"" was translated and included in Alice Stone Blackwell's second anthology Armenian Poems: Rendered into English Verse (1917).
After the Russian Revolution, in 1921 she returned to NEP-era Soviet Armenia where she lived until her death. Throughout her lifetime, Kurghinian cultivated significant relationships with famous members of the Armenian artistic and literary worlds of her time, including Vrtanes Papazian, Avetik Isahakian, Hovhannes Toumanian, Hrand Nazariantz and others.",https://en.wikipedia.org/wiki/Shushanik_Kurghinian
Australia,35,Nellie Melba,http://www.wikidata.org/entity/Q237607,wd:Q237607,254627,Australian opera singer,"Dame Nellie Melba  (born Helen Porter Mitchell; 19 May 1861 – 23 February 1931) was an Australian operatic lyric coloratura soprano. She became one of the most famous singers of the late Victorian era and the early 20th century, and was the first Australian to achieve international recognition as a classical musician. She took the pseudonym ""Melba"" from Melbourne, her home town.
Melba studied singing in Melbourne and made a modest success in performances there. After a brief and unsuccessful marriage, she moved to Europe in search of a singing career. Failing to find engagements in London in 1886, she studied in Paris and soon made a great success there and in Brussels. Returning to London she quickly established herself as the leading lyric soprano at Covent Garden from 1888. She soon achieved further success in Paris and elsewhere in Europe, and later at the Metropolitan Opera in New York, debuting there in 1893. Her repertoire was small; in her whole career she sang no more than 25 roles and was closely identified with only ten. She was known for her performances in French and Italian opera, but sang little German opera.
During the First World War, Melba raised large sums for war charities. She returned to Australia frequently during the 20th century, singing in opera and concerts, and had a house built for her near Melbourne. She was active in the teaching of singing at the Melbourne Conservatorium. Melba continued to sing until the last months of her life and made a large number of ""farewell"" appearances. Her death, in Australia, was news across the English-speaking world, and her funeral was a major national event. The Australian $100 note features her image.",https://en.wikipedia.org/wiki/Nellie_Melba
Austria,120,Marie Antoinette,http://www.wikidata.org/entity/Q47365,wd:Q47365,45109,last Queen of France prior to the French Revolution,"Marie Antoinette (; French: [maʁi ɑ̃twanɛt] (listen); Marie Antoinette Josèphe Jeanne; 2 November 1755 – 16 October 1793) was the last queen of France before the French Revolution. She was born an Archduchess of Austria, and was the penultimate child and youngest daughter of Empress Maria Theresa and Emperor Francis I. She became dauphine of France in May 1770 at age 14 upon her marriage to Louis-Auguste, heir apparent to the French throne. On 10 May 1774, her husband ascended the throne as Louis XVI and she became queen.
Marie Antoinette's position at court improved when, after eight years of marriage, she started having children. She became increasingly unpopular among the people, however, with the French libelles accusing her of being profligate, promiscuous, allegedly having illegitimate children, and harboring sympathies for France's perceived enemies—particularly her native Austria. The false accusations of the Affair of the Diamond Necklace damaged her reputation further. During the Revolution, she became known as Madame Déficit because the country's financial crisis was blamed on her lavish spending and her opposition to the social and financial reforms of Turgot and Necker.
Several events were linked to Marie Antoinette during the Revolution after the government had placed the royal family under house arrest in the Tuileries Palace in October 1789. The June 1791 attempted flight to Varennes and her role in the War of the First Coalition had disastrous effects on French popular opinion. On 10 August 1792, the attack on the Tuileries forced the royal family to take refuge at the Assembly, and they were imprisoned in the Temple Prison on 13 August. On 21 September 1792, the monarchy was abolished. Louis XVI was executed by guillotine on 21 January 1793. Marie Antoinette's trial began on 14 October 1793; she was convicted two days later by the Revolutionary Tribunal of high treason and executed, also by guillotine, at the Place de la Révolution.",https://en.wikipedia.org/wiki/Marie_Antoinette
