,,,
1,Indonesia,515,2002
2,Mexico,491,2002
3,Peru,460,2002
4,United States,428,2002
5,Cameroon,409,2002
6,China,394,2002
6,Brazil,394,2002
8,India,390,2002
9,Colombia,359,2002
9,Kenya,359,2002
11,Uganda,345,2002
12,Venezuela,323,2002
13,Argentina,320,2002
14,Bolivia,316,2002
15,Paraguay,305,2002
16,Malaysia,300,2002
16,Burma,300,2002
18,Ethiopia,277,2002
19,Angola,276,2002
20,Nigeria,274,2002
21,Zimbabwe,270,2002
22,Russia,269,2002
23,Sudan,267,2002
24,Thailand,265,2002
25,Guatemala,250,2002
25,Namibia,250,2002
27,South Africa,247,2002
,Former Spanish colonies average,238.61,2002
,Emerging markets average,237.24,2002
28,Zambia,233,2002
29,Cote d'Ivoire,230,2002
30,Ghana,222,2002
31,Panama,218,2002
32,Papua New Guinea,214,2002
33,Vietnam,213,2002
34,Central African Republic,209,2002
35,Costa Rica,205,2002
,Religious countries average,202.29,2002
36,Nicaragua,200,2002
36,Democratic Republic of the Congo,200,2002
,South Asia average,196.4,2002
38,Togo,196,2002
39,Malawi,195,2002
40,Canada,193,2002
40,Liberia,193,2002
40,Guyana,193,2002
43,Senegal,192,2002
44,Guinea,190,2002
44,Gabon,190,2002
46,Pakistan,188,2002
46,Benin,188,2002
46,Japan,188,2002
49,Equatorial Guinea,184,2002
50,Nepal,181,2002
51,Suriname,180,2002
52,Mozambique,179,2002
53,Kazakhstan,178,2002
54,Honduras,173,2002
55,Laos,172,2002
56,Somalia,171,2002
,failed states average,168.47,2002
57,Botswana,164,2002
58,Bhutan,160,2002
,Group of 7 countries (G7) average,159.71,2002
,Former French colonies average,156.26,2002
59,Philippines,153,2002
60,Rwanda,151,2002
,South and Central Asia average,149.67,2002
61,Burkina Faso,147,2002
61,Sierra Leone,147,2002
,Non-religious countries average,143.18,2002
63,Madagascar,141,2002
,OPEC countries average,138.33,2002
64,Mali,137,2002
65,El Salvador,135,2002
66,Chad,134,2002
67,Mongolia,133,2002
68,Niger,131,2002
,Muslim countries average,130.16,2002
69,Bangladesh,125,2002
69,Belize,125,2002
71,Cambodia,123,2002
72,Afghanistan,119,2002
73,The Gambia,117,2002
74,Turkey,116,2002
74,Israel,116,2002
76,Eritrea,112,2002
,Cold countries average,108.65,2002
77,Ukraine,108,2002
77,Guinea-Bissau,108,2002
,Former Soviet republics average,107.29,2002
79,Georgia,107,2002
79,Burundi,107,2002
81,Morocco,105,2002
82,Turkmenistan,103,2002
83,Trinidad and Tobago,100,2002
84,Azerbaijan,99,2002
85,Egypt,98,2002
86,Uzbekistan,97,2002
87,Serbia and Montenegro,96,2002
88,Greece,95,2002
89,France,93,2002
90,Algeria,92,2002
91,Chile,91,2002
92,Italy,90,2002
,High income OECD countries average,88.61,2002
93,Sri Lanka,88,2002
94,Slovakia,85,2002
94,Singapore,85,2002
96,Tajikistan,84,2002
96,Armenia,84,2002
96,Romania,84,2002
96,Poland,84,2002
100,Hungary,83,2002
100,Austria,83,2002
100,Latvia,83,2002
100,Kyrgyzstan,83,2002
104,Spain,82,2002
105,Czech Republic,81,2002
105,Bulgaria,81,2002
105,Iraq,81,2002
105,Uruguay,81,2002
109,Republic of Macedonia,78,2002
109,Tunisia,78,2002
,NATO countries average,77.38,2002
111,Saudi Arabia,77,2002
112,Libya,76,2002
112,Croatia,76,2002
112,Germany,76,2002
115,Slovenia,75,2002
115,Switzerland,75,2002
117,Belarus,74,2002
,Eurozone average,72.53,2002
118,Bosnia and Herzegovina,72,2002
,European Union average,71.92,2002
119,Jordan,71,2002
120,Lithuania,68,2002
120,Albania,68,2002
122,Yemen,66,2002
123,Estonia,65,2002
124,Portugal,63,2002
125,Mauritania,61,2002
126,Finland,60,2002
126,Sweden,60,2002
128,Belgium,58,2002
129,Lebanon,57,2002
130,Oman,56,2002
131,Netherlands,55,2002
132,Norway,54,2002
133,Solomon Islands,53,2002
134,United Kingdom,50,2002
135,Denmark,43,2002
136,Lesotho,33,2002
137,Cuba,31,2002
138,Ireland,25,2002
138,United Arab Emirates,25,2002
140,Jamaica,24,2002
141,Kuwait,21,2002
142,Haiti,20,2002
143,Iceland,11,2002
144,Fiji,4,2002
145,New Zealand,2,2002
