country,number,item,item_id,shortform,pageid,wikidata_description,wikipedia_summary,wikipedia_url
Afghanistan,25,Abu Zayd al-Balkhi,http://www.wikidata.org/entity/Q335516,wd:Q335516,1792709,Persian polymath,"Abu Zayd Ahmed ibn Sahl Balkhi (Persian: ابو زید احمد بن سهل بلخی) was a Persian Muslim polymath: a geographer, mathematician, physician, psychologist and scientist. Born in 850 CE in Shamistiyan, in the province of Balkh, Khorasan (in modern-day Afghanistan), he was a disciple of al-Kindi. He was also the founder the ""Balkhī school"" of terrestrial mapping in Baghdad. Al-Balkhi is believed to have been the first to diagnose that mental illness can have psychological and physiological causes and he was the first to typify four types of emotional disorders: 1) fear and anxiety, 2) anger and aggression, 3) sadness and depression, and 4) obsessions",https://en.wikipedia.org/wiki/Abu_Zayd_al-Balkhi
Albania,18,Sabiha Kasimati,http://www.wikidata.org/entity/Q9332564,wd:Q9332564,30611143,Sabiha Kasimati (15 September 1912 - 26 February 1951) was an Albanian biologist and dissident of the communist regime in Albania.She was one of the 23 victims of the regime's Massacre of 1951 in Albania.,"Sabiha Kasimati (15 September 1912 – 26 February 1951) was an Albanian professor of biology and ichthyologist, cited as one of the first women scientists in Albania. She was arrested  by the communist regime on 20 February 1951, after the bombing of the Soviet embassy, and a few days later was executed without trial along with 21 other intellectuals.",https://en.wikipedia.org/wiki/Sabiha_Kasimati
Algeria,64,Claude Cohen-Tannoudji,http://www.wikidata.org/entity/Q190697,wd:Q190697,630821,French physicist,"Claude Cohen-Tannoudji (French pronunciation: ​[klod kɔɛn tanudʒi]; born 1 April 1933) is a French physicist. He shared the 1997 Nobel Prize in Physics with Steven Chu and William Daniel Phillips for research in methods of laser cooling and trapping atoms. Currently he is still an active researcher, working at the École normale supérieure (Paris).

",https://en.wikipedia.org/wiki/Claude_Cohen-Tannoudji
Andorra,25,Albert Pintat,http://www.wikidata.org/entity/Q312785,wd:Q312785,1957658,Prime Minister of Andorra,"Albert Pintat Santolària (Catalan pronunciation: [əlˈβεɾt pinˈtat səntuˈlaɾiə], born 23 June 1943) is an Andorran citizen, who served as the fourth prime minister of Andorra from 27 February 2005 to 5 June 2009.
Pintat graduated from the University of Fribourg in Switzerland in 1967, majoring in economics.
He is a member of the Liberal Party of Andorra and was the foreign minister of Andorra from 1997 to 2001. He also served as Ambassador to the European Union (1995 to 1997) and to Switzerland and the United Kingdom (2001 to 2004).
He held the position of head of government since being appointed by the General Council on 20 February 2005 until 5 June 2009.",https://en.wikipedia.org/wiki/Albert_Pintat
Angola,8,Albina Africano,http://www.wikidata.org/entity/Q26980154,wd:Q26980154,51996688,Angola chemist and politician,"Albina Faria de Assis Pereira Africano best known as Albina Assis (born June 3, 1945 in Luanda, Portuguese Angola) is an Angolan chemist and politician. She has held many positions including Minister of Oil and Industry in the Angolan government, Special Advisor to the President for Regional Affairs, and Chairman of the Board of Directors of Sonangol.",https://en.wikipedia.org/wiki/Albina_Africano
Antigua and Barbuda,5,H. B. D. Woodcock,http://www.wikidata.org/entity/Q1633064,wd:Q1633064,26903127,British botanist (1867-1957),"Hubert Bayley Drysdale Woodcock (born 1867 in Antigua, West Indies; died 12 February 1957 at Jayne's Court, Bisley, Gloucestershire), known as Judge Woodcock, was a British jurist and amateur botanist. He wrote and illustrated standard books and articles on Liliaceae, which he studied and cultivated at his estate at Lypiatt Park in the Gloucestershire Cotswolds.
His two principal works are (with William Thomas Stearn) Lilies of the World: Their Cultivation and Classification (London: Country Life, 1950) and (with J. Coutts) Lilies: their culture and management: including a complete descriptive list of species (London and New York, 1935).
Professionally, he was a barrister of the Middle Temple; K.C. 1923; a judge of the County Courts on circuit; and a member of the Mauritius Royal Commission of 1909. A Liberal in politics, he contested a number of Parliamentary seats on behalf of the Party 1910-18 without success. 
He was the son of Thomas Woodcock, of Antigua, a British colonial administrator and Queen's Advocate of the Gold Coast colony. In 1891 he married Charlotte, daughter of George Boyce Gwyn, of Hampstead, by whom he had one son and two daughters.",https://en.wikipedia.org/wiki/H._B._D._Woodcock
Argentina,62,Bernardo Houssay,http://www.wikidata.org/entity/Q237160,wd:Q237160,252453,Argentine physician (1887-1971),"Bernardo Alberto Houssay (April 10, 1887 – September 21, 1971) was an Argentine physiologist who, in 1947, was a co-recipient of a Nobel Prize for Physiology or Medicine for his discovery of the role played by pituitary hormones in regulating the amount of blood sugar (glucose) in animals. He was the first Argentine Nobel laureate in the sciences. He shared the prize with Carl Ferdinand Cori and Gerty Cori, who won for their discoveries regarding the role of glucose in carbohydrate metabolism).",https://en.wikipedia.org/wiki/Bernardo_Houssay
Armenia,62,Victor Ambartsumian,http://www.wikidata.org/entity/Q164396,wd:Q164396,621989,Soviet Armenian astrophysicist,"Viktor Amazaspovich Ambartsumian (Russian: Виктор Амазаспович Амбарцумян; Armenian: Վիկտոր Համազասպի Համբարձումյան, Viktor Hamazaspi Hambardzumyan; 18 September [O.S. 5 September] 1908 – 12 August 1996) was a Soviet Armenian astrophysicist and science administrator. One of the 20th century's top astronomers, he is widely regarded as the founder of theoretical astrophysics in the Soviet Union.
Educated at Leningrad State University (LSU) and the Pulkovo Observatory, Ambartsumian taught at LSU and founded the Soviet Union's first department of astrophysics there in 1934. He subsequently moved to Soviet Armenia, where he founded the Byurakan Observatory in 1946. It became his institutional base for the decades to come and a major center of astronomical research. He also co-founded the Armenian Academy of Sciences and led it for almost half a century—the entire post-war period. One commentator noted that ""science in Armenia was synonymous with the name Ambartsumian."" In 1965 Ambartsumian founded the journal Astrofizika and served as its editor for over 20 years.
Ambartsumian began retiring from the various positions he held only from the age of 80. He died at his house in Byurakan and was buried on the grounds of the observatory. He was declared a National Hero of Armenia in 1994.",https://en.wikipedia.org/wiki/Viktor_Ambartsumian
Australia,82,Lawrence Bragg,http://www.wikidata.org/entity/Q131729,wd:Q131729,303544,Australian-born British physicist and X-ray crystallographer,"Sir William Lawrence Bragg,  (31 March 1890 – 1 July 1971) was an Australian-born British physicist and X-ray crystallographer, discoverer (1912) of Bragg's law of X-ray diffraction, which is basic for the determination of crystal structure. He was joint recipient (with his father, William Henry Bragg) of the Nobel Prize in Physics in 1915, ""For their services in the analysis of crystal structure by means of X-rays""; an important step in the development of X-ray crystallography.
Bragg was knighted in 1941. As of 2021, he is the youngest ever Nobel laureate in physics, having received the award at the age of 25 years. Bragg was the director of the Cavendish Laboratory, Cambridge, when the discovery of the structure of DNA was reported by James D. Watson and Francis Crick in February 1953.

",https://en.wikipedia.org/wiki/Lawrence_Bragg
Austria,140,Erwin Schrödinger,http://www.wikidata.org/entity/Q9130,wd:Q9130,9942,Austrian physicist (1887-1961),"Erwin Rudolf Josef Alexander Schrödinger (UK: , US: ; German: [ˈɛɐ̯viːn ˈʃʁøːdɪŋɐ]; 12 August 1887 – 4 January 1961), sometimes written as Erwin Schrodinger or Erwin Schroedinger, was a Nobel Prize-winning Austrian-Irish physicist who developed a number of fundamental results in quantum theory: the Schrödinger equation provides a way to calculate the wave function of a system and how it changes dynamically in time.
In addition, he wrote many works on various aspects of physics: statistical mechanics and thermodynamics, physics of dielectrics, colour theory, electrodynamics, general relativity, and cosmology, and he made several attempts to construct a unified field theory. In his book What Is Life? Schrödinger addressed the problems of genetics, looking at the phenomenon of life from the point of view of physics. He paid great attention to the philosophical aspects of science, ancient, and oriental philosophical concepts, ethics, and religion. He also wrote on philosophy and theoretical biology. In popular culture, he is most known for his ""Schrödinger's cat"" thought experiment. Schrödinger's personal life caused him some problems as he lived with both a wife and mistress. In his journal, he also documented sexual liaisons with other women and his self-described ""predilection for teenage girls"".
Spending most of his life as an academic with positions at various universities, Schrödinger along with Paul Dirac won the Nobel Prize in Physics in 1933 for his work on quantum mechanics, the same year he left Germany due to his opposition to Nazism. In his personal life, he lived with both his wife and his mistress which may have led to problems causing him to leave his position at Oxford. Subsequently, until 1938, he had a position in Graz, Austria until the Nazi takeover, when he fled finally finding a longterm arrangement in Dublin where he remained until retirement in 1955. He died in Vienna of tuberculosis at the age of 73.",https://en.wikipedia.org/wiki/Erwin_Schr%C3%B6dinger
