0,1,2,3,4
Republic of China,1,01-Jan,"Founding Day of the Republic of China, establishment of the Provisional Government in 1912",
Cuba,2,01-Jan,Liberation Day overthrow of the Batista regime in 1959,
Haiti,3,01-Jan,Declaration of independence from France in 1804,
Slovakia,4,01-Jan,"Day of the Establishment of the Slovak Republic, this day commemorates when Czechoslovakia split into the Czech Republic and Slovakia in 1993",
Sudan,5,01-Jan,Independence from the United Kingdom and the Republic of Egypt in 1956,
Myanmar,6,10th day of Tazaungmon,Commemorates the anniversary of the first university student strike at Rangoon University in 1920,
Northern Mariana Islands (United States),7,08-Jan,"Commonwealth Day, the constitutional government takes office in 1978",
Republika Srpska (Bosnia and Herzegovina),8,09-Jan,"Proclamation of the Republic, separate from Bosnia and Herzegovina and part of Yugoslavia, in 1992",
German Empire,9,18-Jan,Proclamation of the German Empire on 18 January 1871 in the Palace of Versailles.,
Ukraine,10,22-Jan,"Day of Unity, unification of the Ukrainian People's Republic and the West Ukrainian People's Republic.",
Australia,11,26-Jan,"Australia Day, date of the founding of Sydney, the first British settlement in Australia, 1788",
India,12,26-Jan,"Republic Day, adoption of the Constitution of India[5] in 1950",
Nauru,13,31-Jan,"Independence from the Australia, NZ, and UK-administered UN trusteeship 1968",
Sri Lanka,14,04-Feb,"Independence Day, independence from the United Kingdom in 1948 under the name of Ceylon",
New Zealand,15,06-Feb,"Waitangi Day, signing of the Treaty of Waitangi in 1840",
Grenada,16,07-Feb,Independence from United Kingdom in 1974,
Iran,17,11-Feb,Victory of the Islamic Revolution in 1979,
Japan,18,11-Feb,"National Foundation Day, Jimmu, the first emperor, is crowned in 660 BC",
Vatican City,19,11-Feb,"Foundation of Vatican City, signing of the Lateran Treaty in 1929",
Serbia,20,15-Feb,"Statehood Day, start of the Serbian Revolution against Ottoman Empire in 1804; Constitution Day, adoption of the first Constitution in 1835[9]",
Lithuania,21,16-Feb,"Lithuanian State Reestablishment Day, declaration of independence from the Russian and German Empires in 1918",
Kosovo (Disputed),22,17-Feb,Unilateral declaration of independence from Serbia in 2008,
The Gambia,23,18-Feb,Independence from the United Kingdom in 1965,
Saint Lucia,24,22-Feb,"Independence Day, independence from the United Kingdom in 1979",
Brunei,25,23-Feb,"National Day, celebrating independence from the United Kingdom in 1984, which actually occurred on 1 January",
Guyana,26,23-Feb,"Mashramani, declaration of the Republic in 1970",
Estonia,27,24-Feb,"Independence Day, declaration of independence from Russia in 1918",
Kuwait,28,25-Feb,"National Day, anniversary of the 1950 coronation of Abdullah Al-Salim Al-Sabah, who won Kuwait's independence from the British Empire eleven years later",
Dominican Republic,29,27-Feb,Independence from Haiti in 1844,
Federation of Bosnia and Herzegovina (Bosnia and Herzegovina),30,01-Mar,Dan nezavisnosti; Referendum on independence from Yugoslavia in 1992,
South Korea,31,01-Mar,Declaration of independence from the Empire of Japan in 1919,
Wales (United Kingdom),32,01-Mar,"Saint David's Day, feast day of patron saint of Wales",
Bulgaria,33,03-Mar,"Liberation Day, autonomy within Ottoman Empire in 1878",
Ghana,34,06-Mar,Independence from the United Kingdom in 1957,
Mauritius,35,12-Mar,Independence Day - Independence from the United Kingdom in 1968; formation of the Republic in 1992,
Hungary,36,15-Mar,1848 Revolution Memorial Day,
Ireland,37,17-Mar,"Saint Patrick's Day, the patron saint of Ireland",
Northern Ireland (United Kingdom),38,17-Mar,St. Patrick's Day; a public holiday sometimes associated with Irish nationalism,
Aruba (Kingdom of the Netherlands),39,18-Mar,Flag Day; adoption of the flag in 1976,
Tunisia,40,20-Mar,Declaration of independence from France in 1956,
Kurdistan (Iraq),41,21-Mar,"Nowruz, Persian New Year, celebrated on the spring equinox",
Namibia,42,21-Mar,Independence from South Africa in 1990,
Pakistan,43,23-Mar,"Pakistan Day, the Pakistan Resolution passed in Lahore in 1940. Pakistan became a Republic in 1956 with the 1956 Constitution of Pakistan.",
