0,1,2,3,4,5,6,7,8
Afghanistan,20,Roya Sadat,http://www.wikidata.org/entity/Q24524838,wd:Q24524838,50732706.0,Afghan film producer and director,"Roya Sadat (born 1983) is an Afghan film producer and director. She was the first woman director in the history of Afghan cinema in the post-Taliban era, and ventured into making feature films and documentaries on the theme of injustice and restrictions imposed on women. Following the fall of the Taliban regime in the country, she made her debut feature film Three Dots. For this film she received six of nine awards which included as best director and best film. In 2003,A Letter to the President her must famous film that received many international awards,  she and her sister Alka Sadat established the Roya Film House and under this banner produced more than 30 documentaries and feature films and TV series . She is now involved to direct opera of Thousand Splinded Sun to Seatel opera and she is during pre production of her 2nd feature film Forgotten History.",https://en.wikipedia.org/wiki/Roya_Sadat
Albania,12,Xhanfize Keko,http://www.wikidata.org/entity/Q834658,wd:Q834658,8811803.0,Albanian film director and film editor,"Xhanfise Keko (27 January 1928 – 22 December 2007), born in Gjirokastër, Albania, was an Albanian film director.
Keko was one of the seven founders of ""New Albania"" Film Studio (Albanian: Kinostudio ""Shqiperia e Re""), present day ""Albafilm-Tirana"". She was the first female director and directed some 25 different movies  between 1952 and 1984 including the 1975 film, Beni Walks by Himself and Tomka and His Friends, both awarded at the Giffoni International Film Festival. Her films were generally targeted toward younger audiences but contemporary critics praise her ""sensitive approach to her material, a technical facility outstripping her contemporaries and a highly original voice"".She was the mother of well-known Albanian writer Teodor Keko.",https://en.wikipedia.org/wiki/Xhanfise_Keko
Algeria,31,Tony Gatlif,http://www.wikidata.org/entity/Q127481,wd:Q127481,2256420.0,"French film director, actor and screenwriter","Tony Gatlif (born as Michel Dahmani on 10 September 1948 in Algiers) is a French film director of Romani ethnicity who also works as a screenwriter, composer, actor, and producer.",https://en.wikipedia.org/wiki/Tony_Gatlif
Andorra,2,Sylvia Steinbrecht,http://www.wikidata.org/entity/Q98112635,wd:Q98112635,,,--,--
Angola,10,Maria João Ganga,http://www.wikidata.org/entity/Q27062979,wd:Q27062979,57809020.0,film director,"Maria João Ganga is an Angolan film director and screenwriter, best known for being the first woman to make a full-length feature film in Angola. Her film Hollow City (Na Cidade Vazia), which she wrote and directed was released in 2004. The film won the Special Jury Prize at the 2004 Paris Film Festival.",https://en.wikipedia.org/wiki/Maria_Jo%C3%A3o_Ganga
Antigua and Barbuda,3,Shabier Kirchner,http://www.wikidata.org/entity/Q89672222,wd:Q89672222,70738581.0,Antiguan cinematographer and director,"Shabier Kirchner (born 1987/1988) is an Antiguan cinematographer and director based between London, New York, and the Caribbean. He won a BAFTA for his work on Steve McQueen's five-part anthology series Small Axe (2020).",https://en.wikipedia.org/wiki/Shabier_Kirchner
Argentina,36,Gaspar Noé,http://www.wikidata.org/entity/Q347950,wd:Q347950,668863.0,"Argentine director, screenwriter, cinematographer and film producer","Gaspar Noé (Spanish: [gasˈpaɾ noˈe], French: [ɡaspaʁ nɔ.e]; born 27 December 1963) is an Argentine filmmaker based in Paris, France. He is the son of Argentine painter, writer, and intellectual Luis Felipe Noé.In the early 1990s, Noé along with his wife Lucile Hadžihalilović were the co-founders of a production company Les Cinémas de la Zone. He has directed seven feature films: I Stand Alone (1998), Irréversible (2002), Enter the Void (2009), Love (2015), Climax (2018), Lux Æterna (2019), and Vortex (2021).",https://en.wikipedia.org/wiki/Gaspar_No%C3%A9
Armenia,19,Hamo Beknazarian,http://www.wikidata.org/entity/Q2664845,wd:Q2664845,11277513.0,Soviet film director,"Hamo Beknazarian (Armenian: Համո Բեկնազարյան; Russian: Амбарцум Бек-Назаров; 19 May 1891 – 27 April 1965), also known as Hamo Bek-Nazarov or Amo Bek-Nazarian, was a Soviet Armenian film director, actor and screenwriter.

",https://en.wikipedia.org/wiki/Hamo_Beknazarian
Australia,52,James Wan,http://www.wikidata.org/entity/Q108047434,wd:Q108047434,1880325.0,"Malaysian-Australian director, producer, screenwriter, and comic book writer","James Wan (born 26 February 1977) is an Australian director, producer, screenwriter and comic book writer. He has primarily worked in the horror genre as the co-creator of the Saw and Insidious franchises and the creator of The Conjuring Universe. The lattermost is the highest-grossing horror franchise, at over $2 billion. Wan is also the founder of  film and television production company Atomic Monster Productions.
Beginning his career with the Saw franchise, Wan made his feature directorial debut with its first film in 2004. The films became commercially successful and have grossed more than $1 billion globally. Following a period of setbacks, Wan returned with the Insidious series, where he directed the first film in 2010 and its 2013 sequel. The same year as the second Insidious, Wan directed the first Conjuring film to critical and commercial success. He served as the director of the second installment in 2016 while producing subsequent films in the franchise.
Outside of horror, Wan directed Furious 7 (2015), the seventh installment of the Fast & Furious franchise, and the DC Extended Universe superhero films Aquaman (2018) and Aquaman and the Lost Kingdom. Both grossed over $1 billion, making Wan the eighth director with two films to reach the milestone. He is the 19th highest-grossing director of all time as of 2021, with his films having grossed over $3.7 billion worldwide.",https://en.wikipedia.org/wiki/James_Wan
Austria,71,Billy Wilder,http://www.wikidata.org/entity/Q51547,wd:Q51547,45185.0,Austrian-born American film director and screenwriter (1906-2002),"Billy Wilder (; German: [ˈvɪldɐ]; born Samuel Wilder; June 22, 1906 – March 27, 2002) was an Austrian-American filmmaker. His career in Hollywood spanned five decades, and he is regarded as one of the most brilliant and versatile filmmakers of Classic Hollywood cinema. He was nominated for the Academy Award for Best Director eight times, winning twice, and for a screenplay Academy Award 13 times, winning three times.
Wilder became a screenwriter while living in Berlin. The rise of the Nazi Party and antisemitism in Germany saw him move to Paris. He then moved to Hollywood in 1933, and had a major hit when he, Charles Brackett and Walter Reisch wrote the screenplay for the Academy Award-nominated film Ninotchka (1939). Wilder established his directorial reputation and received his first nomination for the Academy Award for Best Director with the film noir adaptation of the novel  Double Indemnity (1944), for which he co-wrote the screenplay with Raymond Chandler. Wilder won the Best Director and Best Screenplay Academy Awards for the film adaptation of the novel The Lost Weekend (1945), which also won the Academy Award for Best Picture.
In the 1950s, Wilder directed and co-wrote a string of critically acclaimed films, including the Hollywood drama Sunset Boulevard (1950), for which he won his second screenplay Academy Award, Ace in the Hole (1951), Stalag 17 (1953) and Sabrina (1954). Wilder directed and co-wrote three films in 1957, including The Spirit of St. Louis, Love in the Afternoon and Witness for the Prosecution. Wilder directed Marilyn Monroe in two films, The Seven Year Itch (1955) and Some Like It Hot (1959). In 1960, Wilder co-wrote, directed and produced the critically acclaimed film The Apartment. It won Wilder Academy Awards for Best Picture, Best Director and Best Original Screenplay. Beginning with Some Like It Hot and The Apartment, he made seven films with Jack Lemmon, four of which co-starred Walter Matthau; the threesome's first collaboration was  The Fortune Cookie (1966). Other notable films Wilder directed include One, Two, Three (1961), Irma la Douce (1963),  Kiss Me, Stupid (1964) and Avanti! (1972). Wilder directed fourteen actors in Oscar-nominated performances.
Wilder received various honors over his distinguished career between the late 1980s and 1990s. He received the British Academy Film Award Fellowship Award, the Directors Guild of America's Lifetime Achievement Award, the Laurel Award for Screenwriting Achievement, and the Producers Guild of America's Lifetime Achievement Award. Double Indemnity, Sunset Boulevard, Some Like It Hot, and The Apartment are included in the AFI's greatest American films of all time. As of 2019, seven of his films are preserved in the United States National Film Registry of the Library of Congress as being ""culturally, historically or aesthetically significant"".",https://en.wikipedia.org/wiki/Billy_Wilder
