0,1
Afghanistan,20.0
Albania,15.0
Algeria,26.0
Samoa,34.0
Andorra,10.0
Angola,30.0
Anguilla,0.0
Argentina,30.0
Armenia,18.0
Aruba,25.0
Australia,30.0
Austria,25.0
Azerbaijan,20.0
Bahamas,0.0
Bahrain,0.0
Bangladesh,32.5
Barbados,5.5
Belarus,18.0
Belgium,25.0
Belize,-1.0
Benin,35.0
Bermuda,0.0
Bhutan,26.0
Bolivia,29.0
Bosnia and Herzegovina,10.0
Botswana,22.0
Brazil,15.0
Brunei,20.0
Bulgaria,10.0
Burkina Faso,27.5
Burundi,35.0
Cambodia,20.0
Cameroon,31.5
Canada,31.0
Cape Verde,25.0
Cayman Islands,0.0
Central African Republic,30.0
Chad,-1.0
Chile,27.0
China,25.0
Colombia,35.0
Comoros,-1.0
Cook Islands,30.0
Democratic Republic of the Congo,35.0
Republic of the Congo,30.0
Costa Rica,30.0
Croatia,18.0
Cuba,30.0
Curaçao,22.0
Cyprus,12.5
Czech Republic,19.0
Denmark,25.0
Djibouti,-1.0
Dominica,25.0
Dominican Republic,27.0
Ecuador,25.0
Egypt,22.5
El Salvador,30.0
Equatorial Guinea,-1.0
Eritrea,-1.0
Estonia,20.0
Eswatini,27.5
Ethiopia,-1.0
Falkland Islands,26.0
Micronesia,-1.0
Fiji,20.0
Finland,20.0
France,26.5
Gabon,35.0
Gambia,31.0
Germany,29.65
Georgia,0.0
Ghana,-1.0
Gibraltar,10.0
Greece,22.0
Grenada,-1.0
Guatemala,25.0
Guinea,-1.0
Guinea-Bissau,-1.0
Guyana,30.0
Guernsey,0.0
Haiti,30.0
Honduras,-1.0
Hong Kong,16.5
Hungary,9.0
Iceland,20.0
India,22.0
Indonesia,22.0
Iran,25.0
Iraq,15.0
Ireland,12.5
Isle of Man,0.0
Israel,23.0
Italy,27.9
Côte d’Ivoire,-1.0
Jamaica,33.3
Japan,29.74
Jersey,0.0
Jordan,20.0
Kazakhstan,20.0
Kenya,30.0
Kiribati,-1.0
Kuwait,0.0
North Korea,25.0
South Korea,24.2
Kyrgyzstan,10.0
Laos,-1.0
Latvia,0.0
Lebanon,17.0
Lesotho,-1.0
Liberia,25.0
Libya,-1.0
Liechtenstein,12.5
Lithuania,15.0
Luxembourg,28.69
Madagascar,-1.0
Malawi,-1.0
Malaysia,24.0
Maldives,15.0
Mali,-1.0
Malta,35.0
Marshall Islands,-1.0
Mauritania,-1.0
Mauritius,15.0
Mexico,30.0
Moldova,12.0
Monaco,28.0
Mongolia,10.0
Montenegro,9.0
Montserrat,-1.0
Morocco,31.0
Mozambique,-1.0
Myanmar,-1.0
Namibia,32.0
Nauru,-1.0
Nepal,-1.0
Netherlands,25.0
New Zealand,28.0
New Caledonia,30.0
Nicaragua,-1.0
Niger,30.0
Nigeria,30.0
Niue,-1.0
Norfolk Island,-1.0
North Macedonia,10.0
Norway,23.0
Oman,15.0
Pakistan,0.0
Palau,-1.0
Panama,25.0
Papua New Guinea,-1.0
Paraguay,10.0
Peru,30.0
Philippines,30.0
Pitcairn Islands,-1.0
Poland,19.0
Portugal,21.0
Puerto Rico,20.0
Qatar,10.0
Romania,16.0
Russia,20.0
Rwanda,30.0
San Marino,17.0
Saudi Arabia,15.0
Senegal,25.0
Serbia,15.0
Seychelles,33.0
Sierra Leone,-1.0
Singapore,17.0
Sint Maarten,-1.0
Slovakia,21.0
Slovenia,19.0
Solomon Islands,-1.0
Somalia,-1.0
South Africa,28.0
Sudan,-1.0
Spain,25.0
Sri Lanka,30.0
Suriname,36.0
Sweden,20.6
Switzerland,17.92
Syria,22.0
Taiwan,20.0
Tajikistan,13.0
Tanzania,30.0
Thailand,20.0
Togo,-1.0
Tokelau,-1.0
Tonga,-1.0
Tunisia,30.0
Turkey,25.0
Turkmenistan,-1.0
Tuvalu,-1.0
Uganda,30.0
Ukraine,18.0
United Arab Emirates,0.0
United Kingdom,19.0
United States,21.0
Uruguay,25.0
Uzbekistan,12.0
Vanuatu,-1.0
Venezuela,34.0
Vietnam,20.0
British Virgin Islands,0.0
U.S. Virgin Islands,10.0
Yemen,20.0
Zambia,35.0
Zimbabwe,25.0
