0,1,2,3,4
Afghanistan,47.0,2021 Taliban offensive,"A military offensive by the Taliban insurgent group and allied militants led to the fall of the Kabul-based Islamic Republic of Afghanistan and the end of the nearly 20-year War in Afghanistan that had begun following the United States invasion of the country. The Taliban victory had widespread domestic and international ramifications regarding human rights and proliferation of terrorism. The offensive included a continuation of the bottom-up succession of negotiated or paid surrenders to the Taliban from the village level upwards that started following the February 2020 US–Taliban deal.The offensive began on 1 May 2021, coinciding with the withdrawal of the United States's 2,500 troops in Afghanistan, and those belonging to other international allies. Large numbers of armed civilians, including women, volunteered with the Afghan Army in defense, while some former warlords, notably Ismail Khan, were also recruited. Despite this, the Taliban managed to make significant territorial gains in the countryside, increasing the number of districts it controlled from 73 to 223 in the first three months of the offensive. On 6 August, the Taliban launched an assault on the provincial capitals, with most of the towns surrendering without a fight, culminating with victories in weeks-long battles of major cities Herat, Kandahar and Lashkargah on 13 August. On 15 August, President Ashraf Ghani fled the country and the Taliban captured the Afghan capital Kabul without resistance; thus, the Islamic Republic of Afghanistan's government fell, resulting in the de facto takeover of the country and the reinstatement of the Islamic Emirate of Afghanistan. The speed of Taliban's takeover came as a surprise to many governments, including those of the United States and their allies, and Russia.Factors prior to May 2021 included the Taliban's effective use of online social media, its strategic choice of attacking northern provinces, and the Taliban's freedom of movement on the main Afghan highways that resulted from the Afghan National Security Forces (ANSF) following the US-recommended strategy of sacrificing rural areas in favour of defending key urban centres. Factors in the ANSF loss to the Taliban included the February 2020 and April 2021 drops in US support, in which technical, proprietary software and logistics support, in particular aerial support, that the ANSF had been trained to depend on, were suddenly removed. Errors in US coalition training of the ANSF were seen as a factor, along with Afghan police extorting locals, military officers funding themselves by inventing ghost soldiers and the months of unpaid ANSF salaries that followed the April 2021 switch in ANSF salary management to Afghan military administration. Cronyism in ANSF military appointments and president Ashraf Ghani's inability to create an effective national consensus and convince local warlords were also seen as key processes of the ANSF's defeat. Afghans are also more loyal towards their traditional ethnic, tribal and even familial ties than they are to a central government in Kabul, which the provincial Taliban commanders exploited to negotiate surrender of many troops. In the long-term, the American invasion of Iraq and its shifting in focus to that region has also been cited as a reason for the Taliban's resurgence in the mid to late 2000s.

",https://en.wikipedia.org/wiki/2021_Taliban_offensive
Albania,30.0,2019 Albania earthquake,"Northwestern Albania was struck by a magnitude 6.4 earthquake with an epicentre 16 kilometres (9.9 mi) west-southwest of Mamurras, at 03:54 CET (UTC+1) on 26 November 2019. The earthquake lasted at least 50 seconds and was felt in Albania's capital Tirana, and in places as far away as Bari, Taranto and Belgrade, 370 kilometres (230 mi) northeast of the epicentre. The maximum felt intensity was VIII (Severe) on the Modified Mercalli intensity scale. A total of 51 people were killed in the earthquake, with about 3,000 injured. It was the second earthquake to strike the region in the space of three months. It was the strongest earthquake to hit Albania in more than 40 years, its deadliest earthquake in 99 years and the world's deadliest earthquake in 2019.

",https://en.wikipedia.org/wiki/2019_Albania_earthquake
Algeria,23.0,2018 Algerian Air Force Il-76 crash,"On 11 April 2018, an Ilyushin Il-76 military transport aircraft of the Algerian Air Force crashed shortly after take-off from Boufarik Airport, Boufarik, Algeria, which is near Blida and south-west of the capital, Algiers. All 257 people on board were killed, making the accident the deadliest air crash on Algerian soil.",https://en.wikipedia.org/wiki/2018_Algerian_Air_Force_Ilyushin_Il-76_crash
Andorra,10.0,2005 Games of the Small States of Europe,"The 2005 Games of the Small States of Europe, or the XIth Games of the Small States of Europe, were held in Andorra la Vella, Andorra from May 30 to June 4, 2005. Andorra la Vella previously hosted the games in 1991. Administration of the games was done jointly by the Andorran government and the Andorran Olympic Committee. Joan Enric Vives Sicília, one of the Co-Princes of Andorra, declared the games open on May 30.",https://en.wikipedia.org/wiki/2005_Games_of_the_Small_States_of_Europe
Angola,14.0,Togo national football team attack,"The Togo national football team attack was a terrorist attack that occurred on 8 January 2010 as the Togo national football team traveled through the Angolan province of Cabinda on the way to the 2010 Africa Cup of Nations tournament, two days before it began in Angola. A little-known offshoot of the Front for the Liberation of the Enclave of Cabinda (FLEC), a group promoting independence for the province of Cabinda, known as the Front for the Liberation of the Enclave of Cabinda – Military Position (FLEC-PM), claimed responsibility for the attack. Bus driver Mário Adjoua, the team's assistant manager Améleté Abalo, and media officer Stanislas Ocloo were killed, with several others injured. Secretary General of the FLEC-PM Rodrigues Mingas, currently exiled in France, claimed the attack was not aimed at the Togolese players but at the Angolan forces at the head of the convoy. Authorities reported two suspects were detained in connection with the attacks.",https://en.wikipedia.org/wiki/Togo_national_football_team_attack
Antigua & Barbuda,8.0,2018 Antiguan general election,"General elections were held in Antigua and Barbuda on 21 March 2018 to elect members to House of Representatives of the 15th Antigua and Barbuda Parliament. Each of the 17 constituencies elected one Member of Parliament (MP).
The governing Antigua and Barbuda Labour Party led by Gaston Browne was returned to power, winning 15 of the 17 seats, increasing their majority by one seat. The United Progressive Party, the official opposition, led by Harold Lovell, was reduced to a single seat and Lovell failed to be elected.",https://en.wikipedia.org/wiki/2018_Antiguan_general_election
Argentina,28.0,Villa Castelli helicopter collision,"On 9 March 2015, two Eurocopter AS350 Écureuil helicopters collided mid-air near Villa Castelli, Argentina, killing all ten people on board both aircraft.
The helicopters had just departed together from the same spot and collided during the initial climb-out. They were transporting production staff and guests for the French reality TV series Dropped, and among the victims were French sailor Florence Arthaud, swimmer Camille Muffat and boxer Alexis Vastine.

",https://en.wikipedia.org/wiki/2015_Villa_Castelli_mid-air_collision
Armenia,41.0,Junior Eurovision Song Contest 2011,"The Junior Eurovision Song Contest 2011 was the ninth edition of the annual Junior Eurovision Song Contest, and took place in Yerevan, Armenia at the Karen Demirchyan Sports and Concerts Complex. It was the first time in history of the Junior Eurovision Song Contest that the contest was held in the previous year's winning country. Public Television of Armenia ARMTV was the main organizer of the show, being provided financial aid from the European Broadcasting Union made of entrance fees from the participating broadcasters, while Swedish company HD Resources assisted with the technical side of the production.Thirteen countries participated, with Malta and Serbia withdrawing and Bulgaria returning. The winner was the group Candy from Georgia with the song ""Candy Music"". Netherlands and Belarus finished in second and third place, respectively. This was Georgia's second victory in the Junior Eurovision Song Contest following a previous victory in 2008.",https://en.wikipedia.org/wiki/Junior_Eurovision_Song_Contest_2011
Australia,72.0,Malaysia Airlines Flight 370,"Malaysia Airlines Flight 370 (MH370/MAS370) was an international passenger flight operated by Malaysia Airlines that disappeared on 8 March 2014 while flying from Kuala Lumpur International Airport in Malaysia to its planned destination, Beijing Capital International Airport. The crew of the Boeing 777-200ER registered as 9M-MRO, last communicated with air traffic control (ATC) around 38 minutes after takeoff when the flight was over the South China Sea. The aircraft was lost from ATC radar screens minutes later, but was tracked by military radar for another hour, deviating westward from its planned flight path, crossing the Malay Peninsula and Andaman Sea. It left radar range 200 nautical miles (370 km; 230 mi) northwest of Penang Island in northwestern Peninsular Malaysia.
With all 227 passengers and 12 crew aboard presumed dead, the disappearance of Flight 370 was the deadliest incident involving a Boeing 777 and the deadliest in Malaysia Airlines' history until it was surpassed in both regards by Malaysia Airlines Flight 17, which was shot down while flying over conflict-stricken eastern Ukraine four months later on 17 July 2014. The combined loss caused significant financial problems for Malaysia Airlines, which was renationalised by the Malaysian government in August 2014.
The search for the missing airplane became the most expensive in the history of aviation. It focused initially on the South China Sea and Andaman Sea, before analysis of the aircraft's automated communications with an Inmarsat satellite indicated a possible crash site somewhere in the southern Indian Ocean. The lack of official information in the days immediately after the disappearance prompted fierce criticism from the Chinese public, particularly from relatives of the passengers, as most people on board Flight 370 were of Chinese origin. Several pieces of debris washed ashore in the western Indian Ocean during 2015 and 2016; many of these were confirmed to have originated from Flight 370. After a three-year search across 120,000 km2 (46,000 sq mi) of ocean failed to locate the aircraft, the Joint Agency Coordination Centre heading the operation suspended its activities in January 2017. A second search launched in January 2018 by private contractor Ocean Infinity also ended without success after six months.
Relying mostly on analysis of data from the Inmarsat satellite with which the aircraft last communicated, the Australian Transport Safety Bureau (ATSB) proposed initially that a hypoxia event was the most likely cause given the available evidence, although no consensus has been reached concerning this theory among investigators. At various stages of the investigation, possible hijacking scenarios were considered, including crew involvement, and suspicion of the airplane's cargo manifest; many disappearance theories regarding the flight have also been reported by the media. The Malaysian Ministry of Transport's final report from July 2018 was inconclusive, but highlighted Malaysian ATC's failures to attempt to communicate with the aircraft shortly after its disappearance. In the absence of a definitive cause of disappearance, air transport industry safety recommendations and regulations citing Flight 370 have been intended mostly to prevent a repetition of the circumstances associated with the loss. These include increased battery life on underwater locator beacons, lengthening of recording times on flight data recorders and cockpit voice recorders, and new standards for aircraft position reporting over the open ocean.

",https://en.wikipedia.org/wiki/Malaysia_Airlines_Flight_370
Austria,65.0,Eurovision Song Contest 2015,"The Eurovision Song Contest 2015 was the 60th edition of the Eurovision Song Contest. It took place in Vienna, Austria, following the country's victory at the 2014 contest with the song ""Rise Like a Phoenix"" by Conchita Wurst. Organised by the European Broadcasting Union (EBU) and host broadcaster Österreichischer Rundfunk (ORF), the contest was held at the Hall D of the Wiener Stadthalle and consisted of two semi-finals on 19 and 21 May, and a final on 23 May 2015. The three live shows were presented by Austrian television presenters Mirjam Weichselbraun, Alice Tumler and Arabella Kiesbauer, while the previous edition's winner Conchita Wurst acted as the green room host.
Forty countries participated in the contest, with Australia making a guest appearance.
Cyprus and Serbia returned, after their one-year absence, while the Czech Republic returned after their last participation in 2009. Meanwhile, Ukraine announced their non-participation due to financial and political crises related to the Russo-Ukrainian War.
The winner was Sweden with the song ""Heroes"", performed by Måns Zelmerlöw and written by Anton Malmberg Hård af Segerstad, Joy Deb and Linnea Deb. This was the country's second win in just three years, having also won the 2012 edition. It also marked the shortest gap between two wins for the same country since Ireland's 1994 and 1996 victories. Russia, Italy, Belgium and Australia rounded out the top five. This was the first time since the juries were reintroduced alongside the televoting in 2009 that the winner did not place first in the televoting; Italy was the televote winner, while Sweden was the jury winner. Further down the table, Montenegro achieved its best result since its independence, finishing thirteenth.
For the first time, the top four of the contest all scored 200 points or better. Russia's entry ""A Million Voices"" became the first non-winning Eurovision song to score over 300 points. Austria and Germany became the first countries since 2003 to score no points in the final, with Austria also becoming the first host country to score no points.
The EBU reported that over 197 million viewers worldwide watched the contest, beating the 2014 viewing figures by 2 million.

",https://en.wikipedia.org/wiki/Eurovision_Song_Contest_2015
Azerbaijan,39.0,2011 Van earthquake,"The 2011 Van earthquakes occurred in eastern Turkey near the city of Van. The first earthquake happened on 23 October at 13:41 local time. The shock had a Mww magnitude of 7.1 and a maximum Mercalli intensity of VIII (Severe). It occurred at a shallow depth, causing heavy shaking across much of eastern Turkey and lighter tremors across neighboring parts of the South Caucasus and Levant. According to Disaster and Emergency Management Presidency on 30 October, the earthquake killed 604 and injured 4,152. At least 11,232 buildings sustained damage in the region, 6,017 of which were found to be uninhabitable. The uninhabitable homes left as much as 8,321 households with an average household population of around 7.6 homeless in the province; this could mean that at least around 60,000 people were left homeless. The other 5,215 have been damaged but are habitable. A separate earthquake within the same earthquake system happened on 9 November at 21:23 local time (19:23 UTC). 40 people were killed and 260 people were injured in the 9 November earthquake.

",https://en.wikipedia.org/wiki/2011_Van_earthquakes
Bahamas,23.0,Miss Universe 2009,"Miss Universe 2009 was the 58th Miss Universe pageant, held at the Imperial Ballroom in Atlantis Paradise Island, Nassau, The Bahamas on August 23, 2009.At the end of the event, Dayana Mendoza of Venezuela crowned Stefanía Fernández of Venezuela as Miss Universe 2009. This marks the first and so far, the only time in Miss Universe history that a country has won for two consecutive years.Contestants from 83 countries and territories competed in this year's pageant. The competition was hosted by Billy Bush and Claudia Jordan; Bush last served as host during Miss Universe 2005. Heidi Montag, Flo Rida, Kelly Rowland, and David Guetta performed in this year's pageant.The competition also featured the debut of the new Diamond Nexus Crown. For the first time ever, fans are able to vote between three designs for the new crown. The fans voted for the Peace crown, which is set with 1,371 gemstones, weighing a total of 416.09 carats or 83.218 g. It is made with an alloy that contains 544.31 grams of 14k and 18k white gold as well as platinum. The crown also featured synthetic rubies to represent the main advocacy of Miss Universe which is HIV/AIDS education and awareness. It is considered to be an eco-friendly crown due to its synthetic stone materials.",https://en.wikipedia.org/wiki/Miss_Universe_2009
