0,1,2,3,4
Afghanistan,47.0,2021 Taliban offensive,"A military offensive by the Taliban insurgent group and allied militants led to the fall of the Kabul-based Islamic Republic of Afghanistan and the end of the nearly 20-year War in Afghanistan that had begun following the United States invasion of the country. The Taliban victory had widespread domestic and international ramifications regarding human rights and proliferation of terrorism. The offensive included a continuation of the bottom-up succession of negotiated or paid surrenders to the Taliban from the village level upwards that started following the February 2020 US–Taliban deal.The offensive began on 1 May 2021, coinciding with the withdrawal of the United States's 2,500 troops in Afghanistan, and those belonging to other international allies. Large numbers of armed civilians, including women, volunteered with the Afghan Army in defense, while some former warlords, notably Ismail Khan, were also recruited. Despite this, the Taliban managed to make significant territorial gains in the countryside, increasing the number of districts it controlled from 73 to 223 in the first three months of the offensive. On 6 August, the Taliban launched an assault on the provincial capitals, with most of the towns surrendering without a fight, culminating with victories in weeks-long battles of major cities Herat, Kandahar and Lashkargah on 13 August. On 15 August, President Ashraf Ghani fled the country and the Taliban captured the Afghan capital Kabul without resistance; thus, the Islamic Republic of Afghanistan's government fell, resulting in the de facto takeover of the country and the reinstatement of the Islamic Emirate of Afghanistan. The speed of Taliban's takeover came as a surprise to many governments, including those of the United States and their allies, and Russia.Factors prior to May 2021 included the Taliban's effective use of online social media, its strategic choice of attacking northern provinces, and the Taliban's freedom of movement on the main Afghan highways that resulted from the Afghan National Security Forces (ANSF) following the US-recommended strategy of sacrificing rural areas in favour of defending key urban centres. Factors in the ANSF loss to the Taliban included the February 2020 and April 2021 drops in US support, in which technical, proprietary software and logistics support, in particular aerial support, that the ANSF had been trained to depend on, were suddenly removed. Errors in US coalition training of the ANSF were seen as a factor, along with Afghan police extorting locals, military officers funding themselves by inventing ghost soldiers and the months of unpaid ANSF salaries that followed the April 2021 switch in ANSF salary management to Afghan military administration. Cronyism in ANSF military appointments and president Ashraf Ghani's inability to create an effective national consensus and convince local warlords were also seen as key processes of the ANSF's defeat. Afghans are also more loyal towards their traditional ethnic, tribal and even familial ties than they are to a central government in Kabul, which the provincial Taliban commanders exploited to negotiate surrender of many troops. In the long-term, the American invasion of Iraq and its shifting in focus to that region has also been cited as a reason for the Taliban's resurgence in the mid to late 2000s.

",https://en.wikipedia.org/wiki/2021_Taliban_offensive
Albania,65.0,Battle of Actium,"The Battle of Actium was a naval battle fought between a maritime fleet of Octavian led by Marcus Agrippa and the combined fleets of both Mark Antony and Cleopatra VII Philopator. The battle took place on 2 September 31 BC in the Ionian Sea, near the former Roman colony of Actium, Greece, and was the climax of over a decade of rivalry between Octavian and Antony. 
In early 31 BC, the year of the battle, Antony and Cleopatra were temporarily stationed in Greece. Mark Antony possessed 500 ships and 70,000 infantry, and made his camp at Actium, and Octavian, with 400 ships and 80,000 infantry, arrived from the north and occupied Patrae and Corinth, where he managed to cut Antony’s southward communications with Egypt (via the Peloponnese) with help from Marcus Agrippa. Octavian previously gained a preliminary victory in Greece, where his navy successfully ferried troops across the Adriatic Sea under the command of Marcus Agrippa. Octavian landed on mainland Greece, opposite of the island of Corcyra (modern Corfu) and proceeded south, on land. 
Trapped on both land and sea, portions of Antony's army deserted and fled to Octavian's side (daily), and Octavian's forces became comfortable enough to make preparations for battle. Antony's fleet sailed through the bay of Actium on the western coast of Greece, in a desperate attempt to break free of the naval blockade. It was there that Antony's fleet faced the much larger fleet of smaller, more manoeuvrable ships under commanders Gaius Sosius and Agrippa. Antony and his remaining forces were spared only due to a last-ditch effort by Cleopatra's fleet that had been waiting nearby. Octavian pursued them and defeated their forces in Alexandria on 1 August 30 BC—after which Antony and Cleopatra committed suicide. 
Octavian's victory enabled him to consolidate his power over Rome and its dominions. He adopted the title of Princeps (""first citizen""), and in 27 BC was awarded the title of Augustus (""revered"") by the Roman Senate. This became the name by which he was known in later times. As Augustus, he retained the trappings of a restored Republican leader, but historians generally view his consolidation of power and the adoption of these honorifics as the end of the Roman Republic and the beginning of the Roman Empire.",https://en.wikipedia.org/wiki/Battle_of_Actium
Algeria,30.0,Attack on Mers-El-Kebir,"The Attack on Mers-el-Kébir (Battle of Mers-el-Kébir) on 3 July 1940, during the Second World War, was a British naval attack on neutral French Navy ships at the naval base at Mers El Kébir, near Oran, on the coast of French Algeria. The attack was the main part of Operation Catapult, a British plan to neutralise or destroy neutral French ships to prevent them from falling into German hands after the Allied defeat in the Battle of France. The British bombardment of the base killed 1,297 French servicemen, sank a battleship and damaged five other ships, for a British loss of five aircraft shot down and two crewmen killed.The attack by air and sea was conducted by the Royal Navy, after France had signed armistices with Germany and Italy, coming into effect on 25 June. Of particular significance to the British were the five battleships of the  Bretagne and  Richelieu classes and the two fast battleships of the  Dunkerque class, the second largest force of capital ships in Europe after the Royal Navy. The British War Cabinet feared that the ships would fall into Axis hands. Admiral François Darlan, commander of the French Navy, assured the British, even after the French armistices with Germany and Italy, that the fleet would remain under French control, but Winston Churchill and the War Cabinet judged that the risk was too great. Darlan repeatedly refused British requests to place the fleet in British custody or move it to the French West Indies, out of German reach.
The British attack was condemned in France as an attack on a neutral nation and resentment festered for years over what was considered betrayal by a former ally. The French thought that their assurances were honourable and should have been sufficient. Marshal Philippe Pétain, who was appointed the Prime Minister of France on 16 June, severed diplomatic relations with the United Kingdom on 8 July. 
French aircraft retaliated by bombing Gibraltar and French ships exchanged fire several times with British ships, before a tacit truce was observed in the western Mediterranean. On 27 November 1942, after the beginning of Operation Torch, the Allied invasion of French North Africa, the French Navy foiled Case Anton, a German and Italian operation to capture its ships at Toulon, by scuttling them. In 1997, Martin Thomas wrote that the British attack at Mers-el Kébir remains controversial but that other historians have written that it demonstrated to the world that Britain would fight on.",https://en.wikipedia.org/wiki/Attack_on_Mers-el-K%C3%A9bir
Andorra,39.0,Battle of Guadalete,"The Battle of Guadalete was the first major battle of the Umayyad conquest of Hispania, fought in 711 at an unidentified location in what is now southern Spain between the Christian Visigoths under their king, Roderic, and the invading forces of the Muslim Umayyad Caliphate, composed mainly of Berbers and some Arabs under the commander Ṭāriq ibn Ziyad. The battle was significant as the culmination of a series of Berber attacks and the beginning of the Umayyad conquest of Hispania. Roderic was killed in the battle, along with many members of the Visigothic nobility, opening the way for the capture of the Visigothic capital of Toledo.",https://en.wikipedia.org/wiki/Battle_of_Guadalete
Angola,17.0,Cabinda Conflict,"The Cabinda War is an ongoing separatist insurgency, waged by the Front for the Liberation of the Enclave of Cabinda (FLEC) against the government of Angola. FLEC aims at the restoration of the self-proclaimed Republic of Cabinda, located within the borders of the Cabinda province of Angola.",https://en.wikipedia.org/wiki/Cabinda_War
Antigua & Barbuda,8.0,Antigua and Barbuda at the 2012 Summer Paralympics,"Antigua and Barbuda made its Paralympic Games debut at the 2012 Summer Paralympics in London, United Kingdom, from August 29 to September 9, 2012.
The Antigua and Barbuda Paralympic Committee (ABPC) was established on 15 March 2012. Its immediate purpose was to enable ""the nation’s only Paralympic athlete"", Jamol Pilgrim, to compete at the 2012 Games, as this required his country having a National Paralympic Committee. Pilgrim had been a sprinter with Olympic aspirations until a car crash in 2009 resulted in his right leg being amputated above the knee. Running with a prosthetic, he met the ‘A’ standard qualifying time in 2011 to compete in London. He took part in the men's 100m T42 sprint. Pilgrim was Antigua and Barbuda's only representative at the London Games, though the newly formed ABPC also took an interest in twelve-year-old equestrian rider and right leg amputee Spadicia Harris.Antigua and Barbuda did not win a medal at these Games.",https://en.wikipedia.org/wiki/Antigua_and_Barbuda_at_the_2012_Summer_Paralympics
Argentina,38.0,Battle of the Falkland Islands,"The Battle of the Falkland Islands was a First World War naval action between the British Royal Navy and Imperial German Navy on 8 December 1914 in the South Atlantic. The British, after their defeat at the Battle of Coronel on 1 November, sent a large force to track down and destroy the German cruiser squadron. The battle is commemorated every year on 8 December in the Falkland Islands as a public holiday.
Admiral Graf Maximilian von Spee commanding the German squadron of two armoured cruisers, SMS Scharnhorst and Gneisenau, the light cruisers SMS Nürnberg, Dresden and Leipzig, and the colliers SS Baden, SS Santa Isabel, and SS Seydlitz attempted to raid the British supply base at Stanley in the Falkland Islands. The British squadron consisting of the battlecruisers HMS Invincible and Inflexible, the armoured cruisers HMS Carnarvon, Cornwall and Kent, the armed merchant cruiser HMS Macedonia and the light cruisers HMS Bristol and Glasgow had arrived in the port the day before.
Visibility was at its maximum, the sea was placid with a gentle breeze, and the day was bright and sunny. The vanguard cruisers of the German squadron were detected early. By nine o'clock that morning, the British battlecruisers and cruisers were in hot pursuit of the German vessels. All except Dresden and Seydlitz were hunted down and sunk.

",https://en.wikipedia.org/wiki/Battle_of_the_Falkland_Islands
Armenia,44.0,1988 Spitak earthquake,"The 1988 Armenian earthquake, also known as the Spitak earthquake (Armenian: Սպիտակի երկրաշարժ, Spitaki yerkrasharj), occurred on December 7 at 11:41 local time with a surface wave magnitude of 6.8 and a maximum MSK intensity of X (Devastating). The shock occurred in the northern region of Armenia (then Armenian SSR, as part of the Soviet Union) which is vulnerable to large and destructive earthquakes and is part of a larger active seismic belt that stretches from the Alps to the Himalayas. Activity in the area is associated with tectonic plate boundary interaction and the source of the event was slip on a thrust fault just to the north of Spitak. The complex incident ruptured multiple faults, with a strike-slip event occurring shortly after the initiation of the mainshock. Between 25,000 and 50,000 were killed and up to 130,000 were injured.
Seismologists thoroughly studied the effects of the Spitak event, including the mainshock and aftershock fault rupture mechanisms, and were on site setting up temporary seismometers before the end of 1988. Earthquake engineering experts scrutinized building construction styles and found fault in the poorly constructed apartments and other buildings that were built during the Era of Stagnation under the rule of Leonid Brezhnev. The cities of Spitak, Leninakan (Gyumri) and Kirovakan (Vanadzor) were greatly affected with large losses of life and devastating effects to buildings and other structures. A number of the smaller outlying villages away from the larger population centers were also severely affected.
Despite the tensions of the Cold War, Soviet leader Mikhail Gorbachev formally asked the United States for humanitarian help within a few days of the earthquake, the first such request since the late 1940s. One hundred and thirteen countries sent substantial amounts of humanitarian aid to the Soviet Union in the form of rescue equipment, search teams and medical supplies. Private donations and assistance from non-governmental organizations also had a large part of the international effort. While transporting some of these supplies to the region, a Soviet aircraft carrying 9 crew members and 69 military personnel, and a transport plane from Yugoslavia, were both destroyed in separate incidents. In support of the relief effort, recording artists united to produce several music-related contributions for the victims of the quake. A song was produced by a duo of French composers (including Charles Aznavour) and a studio album that featured songs donated by mainstream rock bands was released from the Rock Aid Armenia effort by the British music industry.",https://en.wikipedia.org/wiki/1988_Armenian_earthquake
Australia,72.0,Malaysia Airlines Flight 370,"Malaysia Airlines Flight 370 (MH370/MAS370) was an international passenger flight operated by Malaysia Airlines that disappeared on 8 March 2014 while flying from Kuala Lumpur International Airport in Malaysia to its planned destination, Beijing Capital International Airport. The crew of the Boeing 777-200ER registered as 9M-MRO, last communicated with air traffic control (ATC) around 38 minutes after takeoff when the flight was over the South China Sea. The aircraft was lost from ATC radar screens minutes later, but was tracked by military radar for another hour, deviating westward from its planned flight path, crossing the Malay Peninsula and Andaman Sea. It left radar range 200 nautical miles (370 km; 230 mi) northwest of Penang Island in northwestern Peninsular Malaysia.
With all 227 passengers and 12 crew aboard presumed dead, the disappearance of Flight 370 was the deadliest incident involving a Boeing 777 and the deadliest in Malaysia Airlines' history until it was surpassed in both regards by Malaysia Airlines Flight 17, which was shot down while flying over conflict-stricken eastern Ukraine four months later on 17 July 2014. The combined loss caused significant financial problems for Malaysia Airlines, which was renationalised by the Malaysian government in August 2014.
The search for the missing airplane became the most expensive search in the history of aviation. It focused initially on the South China Sea and Andaman Sea, before analysis of the aircraft's automated communications with an Inmarsat satellite indicated a possible crash site somewhere in the southern Indian Ocean. The lack of official information in the days immediately after the disappearance prompted fierce criticism from the Chinese public, particularly from relatives of the passengers, as most people on board Flight 370 were of Chinese origin. Several pieces of debris washed ashore in the western Indian Ocean during 2015 and 2016; many of these were confirmed to have originated from Flight 370. After a three-year search across 120,000 km2 (46,000 sq mi) of ocean failed to locate the aircraft, the Joint Agency Coordination Centre heading the operation suspended its activities in January 2017. A second search launched in January 2018 by private contractor Ocean Infinity also ended without success after six months.
Relying mostly on analysis of data from the Inmarsat satellite with which the aircraft last communicated, the Australian Transport Safety Bureau (ATSB) proposed initially that a hypoxia event was the most likely cause given the available evidence, although no consensus has been reached concerning this theory among investigators. At various stages of the investigation, possible hijacking scenarios were considered, including crew involvement, and suspicion of the airplane's cargo manifest; many disappearance theories regarding the flight have also been reported by the media. The Malaysian Ministry of Transport's final report from July 2018 was inconclusive, but highlighted Malaysian ATC's failures to attempt to communicate with the aircraft shortly after its disappearance. In the absence of a definitive cause of disappearance, air transport industry safety recommendations and regulations citing Flight 370 have been intended mostly to prevent a repetition of the circumstances associated with the loss. These include increased battery life on underwater locator beacons, lengthening of recording times on flight data recorders and cockpit voice recorders, and new standards for aircraft position reporting over the open ocean.",https://en.wikipedia.org/wiki/Malaysia_Airlines_Flight_370
Austria,65.0,Eurovision Song Contest 2015,"The Eurovision Song Contest 2015 was the 60th edition of the Eurovision Song Contest. It took place in Vienna, Austria, following the country's victory at the 2014 contest with the song ""Rise Like a Phoenix"" by Conchita Wurst. Organised by the European Broadcasting Union (EBU) and host broadcaster Österreichischer Rundfunk (ORF), the contest was held at the Hall D of the Wiener Stadthalle and consisted of two semi-finals on 19 and 21 May, and a final on 23 May 2015. The three live shows were presented by Austrian television presenters Mirjam Weichselbraun, Alice Tumler and Arabella Kiesbauer, while the previous edition's winner Conchita Wurst acted as the green room host.
Forty countries participated in the contest, with Australia making a guest appearance.
Cyprus and Serbia returned, after their one-year absence, while the Czech Republic returned after their last participation in 2009. Meanwhile, Ukraine announced their non-participation due to financial and political crises related to the Russo-Ukrainian War.
The winner was Sweden with the song ""Heroes"", performed by Måns Zelmerlöw and written by Anton Malmberg Hård af Segerstad, Joy Deb and Linnea Deb. This was the country's second win in just three years, having also won the 2012 edition. It also marked the shortest gap between two wins for the same country since Ireland's 1994 and 1996 victories. Russia, Italy, Belgium and Australia rounded out the top five. This was the first time since the juries were reintroduced alongside the televoting in 2009 that the winner did not place first in the televoting; Italy was the televote winner, while Sweden was the jury winner. Further down the table, Montenegro achieved its best result since its independence, finishing thirteenth.
For the first time, the top four of the contest all scored 200 points or better. Russia's entry ""A Million Voices"" became the first non-winning Eurovision song to score over 300 points. Austria and Germany became the first countries since 2003 to score no points in the final, with Austria also becoming the first host country to score no points.
The EBU reported that over 197 million viewers worldwide watched the contest, beating the 2014 viewing figures by 2 million.",https://en.wikipedia.org/wiki/Eurovision_Song_Contest_2015
