0,1,2,3,4
Afghanistan,106.0,Kandahar,"Kandahar (English: ; Pashto: کندهار Kandahār, Dari: قندهار, Qandahār) is a city in Afghanistan, located in the south of the country on the Arghandab River, at an elevation of 1,010 m (3,310 ft). It is Afghanistan's second largest city after Kabul, with a population of about 614,118. It is the capital of Kandahar Province as well as the de facto capital of the Taliban, formally known as the Islamic Emirate of Afghanistan. It also happens to be the centre of the larger cultural region called Loy Kandahar. In 1709, Mirwais Hotak made the region an independent kingdom and turned Kandahar into the capital of the Hotak dynasty. In 1747, Ahmad Shah Durrani, founder of the Durrani dynasty, made Kandahar the capital of the Afghan Empire.Kandahar is one of the most culturally significant cities of the Pashtuns and has been their traditional seat of power for more than 300 years. It is a major trading centre for sheep, wool, cotton, silk, felt, food grains, fresh and dried fruit, and tobacco. The region produces fine fruits, especially pomegranates and grapes, and the city has plants for canning, drying, and packing fruit, and is a major source of marijuana and hashish.
The region around Kandahar is one of the oldest known human settlements. A major fortified city existed at the site of Kandahar, probably as early as c. 1000–750 BC, and it became an important outpost of the Achaemenid (Persian) Empire in the 6th century BC. Alexander the Great had laid-out the foundation of what is now Old Kandahar in the 4th century BC and gave it the Ancient Greek name Ἀλεξάνδρεια Ἀραχωσίας (Alexandria of Arachosia).
Many empires have long fought over the city due to its strategic location along the trade routes of southern, central and western Asia.",https://en.wikipedia.org/wiki/Kandahar
Albania,205.0,Tirana,"Tirana ( (listen) tih-RAH-nə, Albanian: ; Gheg Albanian: Tirona) is the capital and largest city of Albania. It is located in the centre of the country, enclosed by mountains and hills with Dajti rising to the east and a slight valley to the northwest overlooking the Adriatic Sea in the distance. Due to its location at the Plain of Tirana and the close proximity to the Mediterranean Sea, the city is particularly influenced by a Mediterranean seasonal climate. It is among the wettest and sunniest cities in Europe, with 2,544 hours of sun per year.Tirana was founded as a city in 1614 by the Ottoman Albanian general Sylejman Pasha Bargjini and flourished by then around the Old Mosque and the türbe. The area that today corresponds to the city's territory has been continuously inhabited since the Iron Age. It was inhabited by Illyrians, and was most likely the core of the Illyrian Kingdom of the Taulantii, which in Classical Antiquity was centred in the hinterland of Epidamnus. Following the Illyrian Wars it was annexed by Rome and became an integral part of the Roman Empire. The heritage of that period is still evident and represented by the Mosaics of Tirana. Later, in the 5th and 6th centuries, an Early Christian basilica was built around this site.
After the Roman Empire split into East and West in the 4th century, its successor the Byzantine Empire took control over most of Albania, and built the Petrelë Castle in the reign of Justinian I. The city was fairly unimportant until the 20th century, when the Congress of Lushnjë proclaimed it as Albania's capital, after the Albanian Declaration of Independence in 1912.
Classified as a gamma-world-city, Tirana is the most important economic, financial, political and trade centre in Albania due to its significant location in the centre of the country and its modern air, maritime, rail and road transportation. It is the seat of power of the Government of Albania, with the official residences of the President and Prime Minister of Albania, and the Parliament of Albania. The city was announced as the European Youth Capital for 2022.

",https://en.wikipedia.org/wiki/Tirana
Algeria,97.0,Oran,"Oran (Arabic: وَهران, romanized: Wahrān) is a major coastal city located in the north-west of Algeria. It is considered the second most important city of Algeria after the capital Algiers, due to its population, commercial, industrial, and cultural importance. It is 432 km (268 mi) west-south-west from Algiers. The total population of the city was 803,329 in 2008, while the metropolitan area has a population of approximately 1,500,000 making it the second-largest city in Algeria.",https://en.wikipedia.org/wiki/Oran
Andorra,178.0,Andorra la Vella,"Andorra la Vella is the capital of the Principality of Andorra. It is located high in the east Pyrenees, between France and Spain. It is also the name of the parish that surrounds the capital.
As of 2015, the city has a population of 22,886, and the urban area, which includes Escaldes-Engordany plus satellite villages, has over 40,000 inhabitants.
The principal industry is tourism, although the country also earns foreign income from being a tax haven. Furniture and brandies are local products. Being at an elevation of 1,023 m (3,356 ft), it is the highest capital city in Europe and a popular ski resort.",https://en.wikipedia.org/wiki/Andorra_la_Vella
Angola,65.0,Huambo,"Huambo, formerly Nova Lisboa (English: New Lisbon), is the third largest city in Angola, after the capital city Luanda and Lubango, with a population of 595,304 in the city and a population of 713,134 in the municipality of Huambo (Census 2014). The city is the capital of the province of Huambo and is located about 220 km E from Benguela and 600 km SE from Luanda. Huambo is a main hub on the Caminho de Ferro de Benguela (CFB) (the Benguela Railway), which runs from the port of Lobito to the Democratic Republic of the Congo's southernmost province, Katanga. Huambo is served by the Albano Machado Airport (formerly Nova Lisboa Airport).",https://en.wikipedia.org/wiki/Huambo
Antigua & Barbuda,122.0,Saint John's,"St. John's is the capital and largest city of Antigua and Barbuda, part of the West Indies in the Caribbean Sea. With a population of 22,219, St. John's is the commercial centre of the nation and the chief port of the island of Antigua.","https://en.wikipedia.org/wiki/St._John%27s,_Antigua_and_Barbuda"
Argentina,93.0,La Plata,"La Plata (Spanish pronunciation: ) is the capital city of Buenos Aires Province, Argentina. According to the 2010 census , it has a population of 654,324 and its metropolitan area, the Greater La Plata, has 787,294 inhabitants.
La Plata was planned and developed to serve as the provincial capital after the city of Buenos Aires was federalized in 1880. It was officially founded by Governor Dardo Rocha on 19 November 1882. Its construction is fully documented in photographs by Tomás Bradley Sutton. La Plata was briefly known as Ciudad Eva Perón (Eva Perón City) between 1952 and 1955.
The city is home to two important first division football teams: Estudiantes de La Plata and Gimnasia y Esgrima La Plata.",https://en.wikipedia.org/wiki/La_Plata
Armenia,92.0,Gyumri,"Gyumri (Armenian: Գյումրի, pronounced ) is an urban municipal community and the second-largest city in Armenia, serving as the administrative center of Shirak Province in the northwestern part of the country. By the end of the 19th century, when the city was known as Alexandropol, it was one of the largest cities of Russian-ruled Eastern Armenia with a population similar to that of Yerevan. It was renamed to Leninakan during the Soviet period. The city's population grew above 200,000 prior to the 1988 Spitak earthquake, when it was devastated. As of the 2011 census, the city had a population of 121,976, down from 150,917 reported at the 2001 census.
Gyumri is the seat of the Diocese of Shirak of the Armenian Apostolic Church.",https://en.wikipedia.org/wiki/Gyumri
Australia,191.0,Canberra,"Canberra ( (listen) KAN-bə-rə)
is the capital city of Australia. Founded following the federation of the colonies of Australia as the seat of government for the new nation, it is Australia's largest inland city and the eighth-largest city overall. Unusual among Australian cities, it is an entirely planned city. The city is located at the northern end of the Australian Capital Territory at the northern tip of the Australian Alps, the country's highest mountain range. As of June 2020, Canberra's estimated population was 431,380.The area chosen for the capital had been inhabited by Indigenous Australians for up to 21,000 years, with the principal group being the Ngunnawal people. European settlement commenced in the first half of the 19th century, as evidenced by surviving landmarks such as St John's Anglican Church and Blundells Cottage. On 1 January 1901, federation of the colonies of Australia was achieved. Following a long dispute over whether Sydney or Melbourne should be the national capital, a compromise was reached: the new capital would be built in New South Wales, so long as it was at least 100 miles (160 km) from Sydney. The capital city was founded and formally named as Canberra in 1913. A blueprint by American architects Walter Burley Griffin and Marion Mahony Griffin was selected after an international design contest, and construction commenced in 1913. The Griffins' plan featured geometric motifs and was centred on axes aligned with significant topographical landmarks such as Black Mountain, Mount Ainslie, Capital Hill and City Hill. Canberra's mountainous location makes it the only mainland Australian city where snow-capped mountains can be seen in winter; although snow in the city itself is rare.
As the seat of the Government of Australia, Canberra is home to many important institutions of the federal government, national monuments and museums. This includes Parliament House, Government House, the High Court and the headquarters of numerous government agencies. It is the location of many social and cultural institutions of national significance such as the Australian War Memorial, the Australian National University, the Royal Australian Mint, the Australian Institute of Sport, the National Gallery, the National Museum and the National Library. The city is home to many important institutions of the Australian Defence Force including the Royal Military College Duntroon and the Australian Defence Force Academy. It hosts all foreign embassies in Australia as well as regional headquarters of many international organisations, not-for-profit groups, lobbying groups and professional associations.
Canberra has been ranked among the world's best cities to live and visit. Although the Commonwealth Government remains the largest single employer in Canberra, it is no longer the majority employer. Other major industries have developed in the city, including in health care, professional services, education and training, retail, accommodation and food, and construction. Compared to the national averages, the unemployment rate is lower and the average income higher; tertiary education levels are higher, while the population is younger. At the 2016 Census, 32% of Canberra's inhabitants were reported as having been born overseas.Canberra's design is influenced by the garden city movement and incorporates significant areas of natural vegetation. Its design can be viewed from its highest point at the Telstra Tower and the summit of Mount Ainslie. Other notable features include the National Arboretum, born out of the 2003 Canberra bushfires, and Lake Burley Griffin, named for the city's architects. Highlights in the annual calendar of cultural events include Floriade, the largest flower festival in the Southern Hemisphere, the Enlighten Festival, Skyfire, the National Multicultural Festival and Summernats. Canberra's main sporting venues are Canberra Stadium and Manuka Oval. The city is served with domestic and international flights at Canberra Airport, while interstate train and coach services depart from Canberra Railway Station and the Jolimont Centre respectively. City Interchange is the main hub of Canberra's bus and light rail transport network.",https://en.wikipedia.org/wiki/Canberra
Austria,149.0,Salzburg,"Salzburg (Austrian German: , German:  (listen); literally ""Salt-Castle""; Austro-Bavarian: Soizbuag) is the fourth-largest city in Austria. In 2020, it had a population of 156,872.The town is on the site of the Roman settlement of Iuvavum. Salzburg was founded as an episcopal see in 696 and became a seat of the archbishop in 798. Its main sources of income were salt extraction, trade and gold-mining. The fortress of Hohensalzburg, one of the largest medieval fortresses in Europe, dates from the 11th century. In the 17th century, Salzburg became a center of the Counter-Reformation, with monasteries and numerous Baroque churches built.
Salzburg's historic center (German: Altstadt) is renowned for its Baroque architecture and is one of the best-preserved city-centers north of the Alps. The historic center was enlisted as a UNESCO World Heritage Site in 1996. The city has three universities and a large population of students. Tourists also visit Salzburg to tour the historic center and the scenic Alpine surroundings. Salzburg is also the birthplace of the 18th-century composer Wolfgang Amadeus Mozart, who is considered one of the greatest composers of all time.",https://en.wikipedia.org/wiki/Salzburg
