0,1,2
China,2980.0,National People's Congress
United Kingdom,650.0,Parliament of the United Kingdom
Italy,630.0,Italian Parliament
France,577.0,French Parliament
Egypt,596.0,Parliament of Egypt
India,543.0,Parliament of India
Germany,736.0,–
Thailand,500.0,National  Assembly of Thailand
Indonesia,575.0,People's Consultative Assembly
Japan,465.0,National Diet
North Korea,687.0,Supreme People's Assembly
Morocco,395.0,Parliament of Morocco
Myanmar,440.0,Assembly of the Union
Ethiopia,547.0,Federal Parliamentary Assembly
Mexico,500.0,Congress of the Union
Russia,450.0,Federal Assembly
Cuba,612.0,National Assembly of People's Power
Democratic Republic of the Congo,500.0,Parliament of the Democratic Republic of the Congo
Spain,350.0,Cortes Generales
Algeria,462.0,Parliament of Algeria
Turkey,600.0,Grand National Assembly of Turkey
Brazil,513.0,National Congress of Brazil
Poland,460.0,Parliament of Poland
United States,435.0,United States Congress
Sudan,450.0,National Legislature
Vietnam,500.0,National Assembly
South Africa,400.0,Parliament of South Africa
Nigeria,360.0,National Assembly
Romania,329.0,Parliament of Romania
Ukraine,450.0,Verkhovna Rada
Pakistan,342.0,Parliament of Pakistan
Canada,338.0,Parliament of Canada
Kenya,349.0,Parliament of Kenya
Yemen,301.0,Parliament of Yemen
South Sudan,332.0,National Legislature
Uganda,529.0,Parliament of Uganda
Tanzania,357.0,National Assembly
Côte d’Ivoire,255.0,Parliament of Ivory Coast
Afghanistan,250.0,National Assembly
Zimbabwe,270.0,Parliament of Zimbabwe
Sweden,349.0,Riksdag
Nepal,275.0,Federal Parliament of Nepal
Argentina,257.0,National Congress of Argentina
Somalia,275.0,Federal Parliament of Somalia
Philippines,304.0,Congress of the Philippines
Iraq,325.0,Council of Representatives of Iraq
Bangladesh,300.0,Jatiya Sangsad
Greece,300.0,Hellenic Parliament
South Korea,300.0,National Assembly
Malaysia,222.0,Parliament of Malaysia
Iran,290.0,Islamic Consultative Assembly
Czech Republic,200.0,Parliament of the Czech Republic
Cameroon,180.0,Parliament of Cameroon
Ghana,275.0,Parliament of Ghana
Colombia,166.0,Congress of Colombia
Mozambique,250.0,Assembly of the Republic
Serbia,250.0,National Assembly
Uzbekistan,150.0,Oliy Majlis
Syria,250.0,People's Assembly of Syria
Switzerland,200.0,Federal Assembly
Austria,183.0,Austrian Parliament
Bulgaria,240.0,National Assembly
Portugal,230.0,Assembly of the Republic
Australia,151.0,Parliament of Australia
Ireland,160.0,Oireachtas
Netherlands,150.0,States General of the Netherlands
Sri Lanka,225.0,Parliament of Sri Lanka
Gabon,120.0,Parliament of Gabon
Belgium,150.0,Belgian Federal Parliament
Angola,220.0,National Assembly
Tunisia,217.0,Assembly of the Representatives of the People
Dominican Republic,183.0,Congress of the Dominican Republic
Republic of the Congo,139.0,Parliament of the Republic of the Congo
Jordan,150.0,Parliament of Jordan
Finland,200.0,Parliament of Finland
Libya,200.0,House of Representatives
Hungary,199.0,National Assembly
Malawi,193.0,National Assembly
Chad,188.0,National Assembly
Cambodia,123.0,Parliament of Cambodia
Madagascar,151.0,Parliament of Madagascar
Denmark,179.0,Folketing
Belarus,110.0,National Assembly of Belarus
Equatorial Guinea,100.0,Parliament of Equatorial Guinea
Norway,169.0,Storting
Bolivia,130.0,Plurinational Legislative Assembly
Venezuela,165.0,National Assembly
Mali,160.0,National Assembly
Chile,155.0,National Congress of Chile
Guatemala,158.0,Congress of the Republic of Guatemala
Zambia,158.0,National Assembly of Zambia
Oman,84.0,Council of Oman
Burundi,120.0,Parliament of Burundi
Kazakhstan,107.0,Parliament of Kazakhstan
Lesotho,120.0,Parliament of Lesotho
Croatia,151.0,Croatian Parliament
Eritrea,150.0,National Assembly
Georgia,150.0,Parliament of Georgia
Saudi Arabia,150.0,Consultative Assembly of Saudi Arabia
Senegal,150.0,National Assembly
Slovakia,150.0,National Council
Mauritania,146.0,Mauritanian Parliament
Lithuania,141.0,Parliament of Lithuania
Albania,140.0,Parliament of Albania
Ecuador,137.0,National Assembly
Laos,149.0,National Assembly
Armenia,118.0,National Assembly
Palestinian Territories,132.0,Palestinian Legislative Council
Peru,130.0,Congress of the Republic of Peru
Slovenia,90.0,Slovenian Parliament
Haiti,99.0,Haitian Parliament
Uruguay,99.0,General Assembly of Uruguay
Honduras,128.0,National Congress of Honduras
Lebanon,128.0,Parliament of Lebanon
Burkina Faso,127.0,National Assembly of Burkina Faso
Azerbaijan,125.0,National Assembly
Paraguay,80.0,Congress of Paraguay
Turkmenistan,125.0,Assembly of Turkmenistan
Sierra Leone,124.0,Parliament of Sierra Leone
North Macedonia,123.0,Assembly of North Macedonia
Israel,120.0,Knesset
Kyrgyzstan,120.0,Supreme Council
New Zealand,120.0,Parliament of New Zealand
Guinea,114.0,National Assembly
Niger,113.0,National Assembly
Taiwan,113.0,Legislative Yuan
Papua New Guinea,111.0,National Parliament of Papua New Guinea
Rwanda,80.0,Parliament of Rwanda
Central African Republic,105.0,Parliament of the Central African Republic
Liberia,73.0,Legislature of Liberia
Guinea-Bissau,102.0,National People's Assembly
Estonia,101.0,Riigikogu
Moldova,101.0,Parliament of the Republic of Moldova
Latvia,100.0,Saeima
Namibia,72.0,Parliament of Namibia
Tajikistan,63.0,Supreme Assembly
Eswatini,65.0,Parliament of Eswatini
Nicaragua,92.0,National Assembly
Togo,91.0,National Assembly
Singapore,87.0,Parliament of Singapore
Maldives,85.0,People's Majlis
El Salvador,84.0,Legislative Assembly of El Salvador
Jamaica,63.0,Parliament of Jamaica
Benin,83.0,National Assembly
Montenegro,81.0,Parliament of Montenegro
Bahrain,40.0,National Assembly
Cyprus,80.0,House of Representatives
Puerto Rico,51.0,Legislative Assembly of Puerto Rico
Mongolia,76.0,State Great Khural
Bhutan,47.0,Parliament of Bhutan
Cape Verde,72.0,National Assembly
Trinidad & Tobago,41.0,Parliament of Trinidad and Tobago
Panama,71.0,Parliament of Panama
Hong Kong,70.0,Legislative Council of Hong Kong
Mauritius,70.0,National Assembly
Djibouti,65.0,National Assembly
Guyana,65.0,National Assembly
Kuwait,65.0,National Assembly
Malta,65.0,Parliament of Malta
Timor-Leste,65.0,National Parliament
Botswana,63.0,Parliament of Botswana
Iceland,63.0,Althing
Luxembourg,60.0,Chamber of Deputies
San Marino,60.0,Grand and General Council
Jersey,58.0,States Assembly
Bosnia and Herzegovina,42.0,Parliamentary Assembly of Bosnia and Herzegovina
Costa Rica,57.0,Legislative Assembly of Costa Rica
French Polynesia,57.0,Assembly of French Polynesia
São Tomé & Príncipe,55.0,National Assembly
Bahamas,38.0,Parliament of the Bahamas
New Caledonia,54.0,Congress of New Caledonia
Gambia,53.0,National  Assembly of the Gambia
Vanuatu,52.0,Parliament of Vanuatu
Barbados,30.0,Parliament of Barbados
Suriname,51.0,National Assembly
Fiji,50.0,Parliament of Fiji
Solomon Islands,50.0,National Parliament of Solomon Islands
Samoa,49.0,Legislative Assembly of Samoa
Bermuda,36.0,Parliament of Bermuda
Kiribati,46.0,House of Assembly
Guernsey,45.0,States of Guernsey
Qatar,45.0,Consultative Assembly of Qatar
Belize,31.0,Parliament of Belize
United Arab Emirates,40.0,Federal National Council
American Samoa,21.0,American Samoa Fono
Isle of Man,24.0,Tynwald
Antigua & Barbuda,17.0,Parliament of Antigua and Barbuda
Seychelles,34.0,National Assembly
Brunei,33.0,Legislative Council of Brunei
Comoros,33.0,Assembly of the Union of the Comoros
Faroe Islands,33.0,Løgting
