0,1,2
Kiribati,11.99,2001
Solomon Islands,9.86,2010
Botswana,9.63,2009
Norway,7.98,2016
Sweden,7.67,2016
Denmark,7.63,2014
Palau,7.58,2002
Iceland,7.46,2016
Costa Rica,7.4,2017
Guinea,7.39,1977
Belize,7.38,2017
Bolivia,7.29,2014
Eswatini,7.13,2014
Finland,6.9,2016
Venezuela,6.87,2009
Oman,6.85,2017
Moldova,6.68,2017
Bhutan,6.64,2018
Tunisia,6.6,2015
Belgium,6.54,2016
Lesotho,6.51,2018
Mozambique,6.48,2013
New Zealand,6.43,2016
Cyprus,6.38,2015
Guyana,6.34,2017
Uzbekistan,6.29,2017
Brazil,6.24,2015
South Africa,6.16,2018
Zimbabwe,6.14,2014
Kyrgyz Republic,6.14,2017
Puerto Rico,6.07,2014
Honduras,5.96,2017
Israel,5.85,2016
St. Vincent and the Grenadines,5.78,2017
Czech Republic,5.59,2016
Argentina,5.51,2017
Austria,5.5,2016
United Kingdom,5.49,2016
Netherlands,5.48,2016
France,5.43,2016
Chile,5.42,2017
Ukraine,5.41,2017
Jamaica,5.41,2018
Australia,5.28,2016
Malta,5.28,2015
Canada,5.27,2011
Morocco,5.26,2009
Kenya,5.24,2017
Tajikistan,5.23,2015
Cabo Verde,5.17,2017
Estonia,5.17,2016
Nepal,5.16,2018
Yemen,5.15,2008
Cﾃｴte d'Ivoire,5.14,2017
Saudi Arabia,5.14,2008
Syria,5.13,2009
Switzerland,5.11,2016
Ecuador,5.0,2015
Togo,4.98,2016
United States,4.96,2014
Nauru,4.91,2007
Mexico,4.91,2016
Portugal,4.88,2015
Uruguay,4.87,2017
Sao Tome and Principe,4.86,2017
Mauritius,4.83,2018
Belarus,4.82,2017
Senegal,4.81,2017
Germany,4.8,2016
Slovenia,4.8,2016
Burundi,4.76,2017
Malaysia,4.74,2017
Ethiopia,4.74,2015
Latvia,4.72,2016
Hungary,4.71,2016
Vanuatu,4.7,2017
Barbados,4.66,2017
Poland,4.64,2016
Sierra Leone,4.64,2017
Congo,4.56,2015
Croatia,4.56,2013
Colombia,4.5,2017
Djibouti,4.49,2010
Brunei,4.43,2016
Seychelles,4.42,2016
Nicaragua,4.35,2017
Vietnam,4.34,2016
Algeria,4.34,2008
Spain,4.21,2016
Burkina Faso,4.17,2015
Thailand,4.12,2013
Mongolia,4.09,2017
Samoa,4.08,2016
Bulgaria,4.08,2013
Afghanistan,4.06,2017
Malawi,4.03,2017
Lithuania,4.01,2016
Benin,3.99,2016
Greece,3.96,2005
Serbia,3.96,2017
Iran,3.96,2018
Luxembourg,3.96,2015
Albania,3.95,2016
Peru,3.92,2017
Tonga,3.91,2004
Slovak Republic,3.9,2016
Fiji,3.88,2013
Georgia,3.85,2017
Timor-Leste,3.85,2017
India,3.84,2013
St. Lucia,3.83,2018
Italy,3.83,2016
Egypt,3.76,2008
Kuwait,3.76,2006
El Salvador,3.75,2017
Russia,3.74,2016
Tuvalu,3.73,1997
Ireland,3.7,2016
Ghana,3.62,2017
Jordan,3.6,2017
Japan,3.59,2014
Indonesia,3.58,2015
Iraq,3.55,1989
Niger,3.54,2017
Korea,3.45,1999
Paraguay,3.44,2016
Angola,3.42,2010
Dominica,3.39,2015
Tanzania,3.38,2014
China,3.32,2018
North Macedonia,3.3,2002
Andorra,3.2,2017
Grenada,3.17,2017
Panama,3.16,2011
Trinidad and Tobago,3.14,2003
Rwanda,3.11,2018
Romania,3.11,2015
Mali,3.1,2016
Cameroon,3.07,2017
Niger,3.06,1975
Turkmenistan,3.05,2012
San Marino,3.04,2017
Lao PDR,2.94,2014
Pakistan,2.9,2017
Singapore,2.9,2013
Qatar,2.86,2017
Chad,2.85,2013
Kazakhstan,2.82,2017
Sri Lanka,2.8,2017
Guatemala,2.8,2017
Madagascar,2.79,2014
Turkey,2.75,2006
China,2.71,2017
Armenia,2.71,2017
Gabon,2.67,2014
Philippines,2.65,2009
Uganda,2.64,2017
Mauritania,2.63,2016
Cayman Islands,2.61,2006
St. Kitts and Nevis,2.61,2015
Liechtenstein,2.56,2011
Antigua and Barbuda,2.52,2009
Comoros,2.49,2015
Azerbaijan,2.48,2017
Lebanon,2.46,2013
Haiti,2.45,2016
Bahrain,2.33,2017
Liberia,2.28,2014
Libya,2.26,1999
Bahamas,2.23,2000
Sudan,2.22,2009
Guinea,2.22,2017
Guinea,2.19,1998
Myanmar,2.16,2017
Guinea,2.13,2013
Eritrea,2.13,2006
Gambia,2.06,2016
Dominica,2.05,2007
Bangladesh,1.99,2018
Cambodia,1.91,2014
China,1.89,1999
Dem. Rep. Congo,1.47,2017
Monaco,1.46,2017
Somalia,1.28,1973
Central African Republic,1.23,2011
Zambia,1.1,2008
