0,1,2,3,4,5,6,7,8
Afghanistan,49,Kabul International Airport,http://www.wikidata.org/entity/Q744802,wd:Q744802,487602.0,"international airport serving Kabul, Afghanistan","Kabul International Airport (known as Hamid Karzai International Airport from 2014 to 2021; IATA: KBL, ICAO: OAKB), is located about five kilometres (3 mi) from the center of Kabul in Afghanistan. It is owned by the Government of Afghanistan and operated by UAE-based GAAC Holding on behalf of the Ministry of Transport and Civil Aviation. It serves as one of the nation's main international airports, capable of housing over one hundred aircraft. It was locally named as Khwaja Rawash Airport. The airport was renamed in 2014 in honor of former President Hamid Karzai. The decision was made by the National Assembly of Afghanistan and the Cabinet of the then President Ashraf Ghani. It was given its current name in 2021 by the Taliban.Opened in 1960, the airport has been the primary gateway to Afghanistan and is located at high altitude, surrounded by the mountains of the Hindu Kush. For many years it has been the base of Ariana Afghan Airlines and Kam Air. A new international terminal was opened in the 2000s and at the time a number of military bases were also built around the airport, which were used by the United States Armed Forces and NATO's International Security Assistance Force (ISAF), and later the Resolute Support Mission (RS). The Afghan Air Force also had a base there, while the Afghan National Police provided security inside the passenger terminals. Prior to the withdrawal of NATO's military forces in mid-2021, the airport provided scheduled flights to and from Pakistan, India, Iran, China, Turkey, Russia, Uzbekistan, Tajikistan, and the Arab Gulf states. As of June 2016, the most frequently serviced destination from the airport was Dubai in the UAE, with no fewer than four passenger airlines flying the route, and some with multiple daily flights.After the evacuation of NATO's forces on August 31, 2021, all civilian flights were canceled and suspended until further notice. A week before that the airport's Abbey Gate had been attacked in a suicide bombing by Islamic State – Khorasan Province (ISIS-K). Following the Taliban takeover, the airport was closed to the public for about a week. On September 26, the Taliban announced that the resulting debris at the airport had been cleaned up, and asked international airlines to resume flights.",https://en.wikipedia.org/wiki/Kabul_International_Airport
Albania,43,Tirana International Airport Nënë Tereza,http://www.wikidata.org/entity/Q217226,wd:Q217226,322361.0,international airport serving Albania,"Tirana International Airport Nënë Tereza (Albanian: Aeroporti Ndërkombëtar i Tiranës Nënë Tereza, IATA: TIA, ICAO: LATI), often referred to as the Rinas International Airport, is one of the two main international airports of the Republic of Albania. It serves the city of Tirana, its metropolitan area, and surrounding region in the county of Tirana. The airport is named in honour of the Albanian Roman Catholic nun and missionary, Mother Teresa (1910–1997). It is located 6 nautical miles (11 kilometres; 6.9 miles) northwest of Tirana, in the municipality of Krujë, Durrës County. It offers international connections primarily within Europe, with the most frequent routes to Milan, Rome, London and Istanbul.
The airport serves as the main hub for the country's flag carrier, Air Albania, and also for both Albawings and Wizz Air. The airport offers regularly scheduled passenger services, it is the largest and busiest airport in Albania and the seventh busiest Balkan airport. Albania's other main airport is Kukës International Airport located in the northeast of the country.

",https://en.wikipedia.org/wiki/Tirana_International_Airport_N%C3%ABn%C3%AB_Tereza
Algeria,33,Algiers Houari Boumediene Airport,http://www.wikidata.org/entity/Q623452,wd:Q623452,727058.0,"international airport serving Algiers, Algeria","Houari Boumediene International Airport (Arabic: مطار هواري بومدين الدولي, romanized: Maṭār Hawwārī Būmadyan al-Duwaliyy) (IATA: ALG, ICAO: DAAG), also known as Algiers Airport or Algiers International Airport, is the main international airport serving Algiers, the capital of Algeria. It is located 9.1 NM (16.9 km; 10.5 mi) east southeast of the city.
The airport is named after Houari Boumediene (1932–1978), a former president of Algeria. Dar El Beïda, the area at which the airport is located, was known as Maison Blanche (White House), and the airport is called Maison Blanche Airport in much of the literature about the Algerian War of Independence. The Société de Gestion des Services et Infrastructures Aéroportuaires (SGSIA), more commonly known as ""Airport of Algiers"", is a Public Company established on 1 November 2006 to manage and operate the airport. The SGSIA has 2,100 employees.",https://en.wikipedia.org/wiki/Houari_Boumediene_Airport
Andorra,1,Q106912001,http://www.wikidata.org/entity/Q106912001,wd:Q106912001,,,--,--
Angola,31,Quatro de Fevereiro Airport,http://www.wikidata.org/entity/Q598002,wd:Q598002,727038.0,"international airport serving Luanda, Angola","Quatro de Fevereiro International Airport (Portuguese: Aeroporto Internacional 4 de Fevereiro, Swahili: Uwanja wa Ndege wa Kimataifa wa Quatro de Fevereiro), (IATA: LAD, ICAO: FNLU) is the main international airport of Angola. It is located in the southern part of the capital Luanda, situated in the Luanda Province. Quatro de Fevereiro means 4th of February, which is an important national holiday in Angola, marking the start of the armed struggle against the Portuguese colonial regime on 4 February 1961. In 2009, about 1.8 million passengers were counted.",https://en.wikipedia.org/wiki/Quatro_de_Fevereiro_Airport
Antigua and Barbuda,24,V. C. Bird International Airport,http://www.wikidata.org/entity/Q1433157,wd:Q1433157,736434.0,airport,"V. C. Bird International Airport (IATA: ANU, ICAO: TAPA) is an international airport located on the island of Antigua, 8 km (5.0 mi) northeast of St. John's, the capital of Antigua and Barbuda.",https://en.wikipedia.org/wiki/V._C._Bird_International_Airport
Argentina,47,Ministro Pistarini International Airport,http://www.wikidata.org/entity/Q384788,wd:Q384788,248418.0,international airport in Argentina,"Ministro Pistarini International Airport (Spanish: Aeropuerto Internacional Ministro Pistarini) (IATA: EZE, ICAO: SAEZ), also known as Ezeiza International Airport owing to its location in Ezeiza in Greater Buenos Aires, is an international airport 22 kilometres (14 mi) south-southwest of the autonomous city of Buenos Aires, the capital city of Argentina. Covering 3,475 hectares (13.42 sq mi; 8,590 acres) it is one of two commercial airports serving Buenos Aires and its metropolitan area, along with Aeroparque Jorge Newbery. Pistarini Airport is the country's largest international airport by number of passengers handled—85% of international traffic—and is a hub for international flights of Aerolíneas Argentinas, which operates domestic services from the airport as well. It has been operated by Aeropuertos Argentina 2000 S.A. since 1998.

",https://en.wikipedia.org/wiki/Ministro_Pistarini_International_Airport
Armenia,43,Zvartnots International Airport,http://www.wikidata.org/entity/Q1124922,wd:Q1124922,736493.0,"airport near Yerevan, Armenia","Zvartnots International Airport (Armenian: Զվարթնոց միջազգային օդանավակայան, romanized: Zvart'nots' mijazgayin ōdanavakayan) (IATA: EVN, ICAO: UDYZ) is located near Zvartnots, 15 km (9.3 mi) west of Yerevan, the capital city of Armenia. It acts as the main international airport of Armenia and is Yerevan's main international transport hub. It is the busiest airport in the country.

",https://en.wikipedia.org/wiki/Zvartnots_International_Airport
Australia,54,Sydney Airport,http://www.wikidata.org/entity/Q17581,wd:Q17581,266313.0,"international airport serving Sydney, Australia","Sydney Kingsford Smith Airport (colloquially Mascot Airport, Kingsford Smith Airport, or Sydney Airport; IATA: SYD, ICAO: YSSY; ASX: SYD) is an international airport in Sydney, Australia, located 8 km (5 mi) south of the Sydney central business district, in the suburb of Mascot. The airport is owned by Sydney Airport Holdings. It is the primary airport serving Sydney and is a primary hub for Qantas, as well as a secondary hub for Virgin Australia and Jetstar, and a focus city for Air New Zealand. Situated next to Botany Bay, the airport has three runways.
Sydney Airport is one of the world's longest continuously operated commercial airports and is the busiest airport in Australia, handling 42.6 million passengers and 348,904 aircraft movements in 2016–17. It was the 38th busiest airport in the world in 2016. Currently, 46 domestic and 43 international destinations are served to Sydney directly.

In 2018, the airport was rated in the top five worldwide for airports handling 40–50 million passengers annually and was overall voted the 20th best airport in the world at the Skytrax World Airport Awards.",https://en.wikipedia.org/wiki/Sydney_Airport
Austria,67,Wien-Schwechat Airport,http://www.wikidata.org/entity/Q32999,wd:Q32999,159864.0,"international airport serving Vienna, Austria","Vienna International Airport (German: Flughafen Wien-Schwechat; IATA: VIE, ICAO: LOWW) is the international airport of Vienna, the capital of Austria, located in Schwechat, 18 km (11 mi) southeast of central Vienna and 57 kilometres (35 mi) west of Bratislava, the capital of Slovakia. It is the country's largest airport and serves as the hub for Austrian Airlines as well as a base for low-cost carriers Wizz Air and Ryanair. It is capable of handling wide-body aircraft up to the Airbus A380. The airport features a dense network of European destinations as well as long-haul flights to Asia, North America and Africa.

",https://en.wikipedia.org/wiki/Vienna_International_Airport
