0,1,2,3,4,5,6,7,8
Afghanistan,28,Registan Desert,http://www.wikidata.org/entity/Q2088454,wd:Q2088454,13475139.0,desert in Afghanistan,"The Registan Desert (Persian: ریگستان), also known as Sistan Desert, is an extremely arid plateau region located between Helmand and Kandahar provinces in southeastern Afghanistan. It is a sandy desert consisting of small, red sand hills about 50–100 feet (15–30 m) high, sand-covered plains, and open rocky and clay-covered areas. The underlying base of the hills consists of partly stabilized ancient transverse dunes, reflecting a west-to-east wind and nearly unlimited sand supply. The desert is very sparsely populated by Baluchi and Pashtun nomads. The desert is gradually encroaching on surrounding agricultural areas.A severe drought in 1998 caused the displacement of approximately 100,000 nomadic people from the Registan desert region. Most of them are now living in temporary settlements between the Arghandab and Helmand Rivers and Registan. A large number are also being supported by the UN in camps for internally displaced persons (IDPs) in Kandahar Province. The UN is currently seeking strategies to return the nomads to their traditional livelihood of raising livestock in Registan. The Registan Desert is migrating westward, encroaching on former agricultural areas. The United Nations Environment Programme team reports that ""up to 100 villages have been submerged by windblown dust and sand"". In the country's northwest, sand dunes are moving onto agricultural land, their path cleared by the loss of stabilizing vegetation from firewood gathering and overgrazing. The UNEP team observed sand dunes nearly 50 feet (15 meters) high blocking roads, forcing residents to establish new routes.",https://en.wikipedia.org/wiki/Registan_Desert
Algeria,207,Sahara,http://www.wikidata.org/entity/Q6583,wd:Q6583,325363.0,desert on the African continent,"The Sahara (, ) is a desert on the African continent. With an area of 9,200,000 square kilometres (3,600,000 sq mi), it is the largest hot desert in the world and the third-largest desert overall, smaller only than the deserts of Antarctica and the northern Arctic.The name ""Sahara"" is derived from the Arabic word for ""desert"" in the feminine irregular form, the singular ṣaḥra' (صحراء /ˈsˤaħra/), plural ṣaḥārā (صَحَارَى /ˈsˤaħaːraː/), ṣaḥār (صَحَار), ṣaḥrāwāt (صَحْرَاوَات), ṣaḥāriy (صَحَارِي).
The desert comprises much of North Africa, excluding the fertile region on the Mediterranean Sea coast, the Atlas Mountains of the Maghreb, and the Nile Valley in Egypt and the Sudan. It stretches from the Red Sea in the east and the Mediterranean in the north to the Atlantic Ocean in the west, where the landscape gradually changes from desert to coastal plains. To the south it is bounded by the Sahel, a belt of semi-arid tropical savanna around the Niger River valley and the Sudan region of sub-Saharan Africa. The Sahara can be divided into several regions, including the western Sahara, the central Ahaggar Mountains, the Tibesti Mountains, the Aïr Mountains, the Ténéré desert, and the Libyan Desert.
For several hundred thousand years, the Sahara has alternated between desert and savanna grassland in a 20,000-year cycle caused by the precession of Earth's axis as it rotates around the Sun, which changes the location of the North African monsoon.",https://en.wikipedia.org/wiki/Sahara
Angola,98,Kalahari Desert,http://www.wikidata.org/entity/Q47700,wd:Q47700,17165.0,desert in southern Africa,"The Kalahari Desert is a large semi-arid sandy savanna in Southern Africa extending for 900,000 square kilometres (350,000 sq mi), covering much of Botswana, and parts of Namibia and South Africa.
It is not to be confused with the Angolan, Namibian, and South African Namib coastal desert, whose name is of Khoekhoegowab origin and means ""vast place"".",https://en.wikipedia.org/wiki/Kalahari_Desert
Argentina,45,Patagonian Desert,http://www.wikidata.org/entity/Q1061324,wd:Q1061324,10603479.0,desert in Argentina,"The Patagonian Desert, also known as the Patagonian Steppe, is the largest desert in Argentina and is the 8th largest desert in the world by area, occupying 673,000 square kilometers (260,000 mi2). It is located primarily in Argentina and is bounded by the Andes, to its west, and the Atlantic Ocean to its east, in the region of Patagonia, southern Argentina. To the north the desert grades into the Cuyo Region and the Monte. The central parts of the steppe are dominated by shrubby and herbaceous plant species albeit to the west, where precipitation is higher, bushes are replaced by grasses. Topographically the deserts consist of alternating tablelands and massifs dissected by river valleys and canyons. The more western parts of the steppe host lakes of glacial origin and grades into barren mountains or cold temperate forests along valleys.
Inhabited by hunter-gatherers since Pre-Hispanic times, the desert faced migration in the 19th century of Argentines, Welsh, and other European peoples, transforming it from a conflictive borderland zone to an integral part of Argentina, with cattle, sheep and horse husbandry being the primary land uses.
The Patagonian Desert has existed since the Middle Miocene (14–12 million years ago) and came into existence as the Andes rose to the west.",https://en.wikipedia.org/wiki/Patagonian_Desert
Armenia,6,Goravan State Nature Reservation,http://www.wikidata.org/entity/Q4143453,wd:Q4143453,,,--,--
Australia,71,Great Victoria Desert,http://www.wikidata.org/entity/Q145165,wd:Q145165,13072.0,desert in Western Australia and South Australia,The Great Victoria Desert is a sparsely populated desert ecoregion and interim Australian bioregion in Western Australia and South Australia.,https://en.wikipedia.org/wiki/Great_Victoria_Desert
Bahrain,28,Sakhir,http://www.wikidata.org/entity/Q633504,wd:Q633504,476427.0,desert area in Bahrain,"Sakhir (Arabic: الصخير) is a desert area located in the Southern Governorate of Bahrain, near Zallaq. It contains the Al-Sakhir Palace, built in 1870.
Camping in Sakhir during the winter months is a popular activity in the country.

",https://en.wikipedia.org/wiki/Sakhir
Bolivia,16,Salvador Dalí Desert,http://www.wikidata.org/entity/Q1382079,wd:Q1382079,35702705.0,desert in Bolivia,"Salvador Dalí Desert (Spanish: Desierto Salvador Dalí), also known as Dalí Valley (Valle de Dalí), is an extremely barren valley of southwestern Bolivia, in the Potosí Department. It is entirely contained within the borders of Eduardo Avaroa Andean Fauna National Reserve and is characterized by landscapes that resemble surrealist paintings by Salvador Dalí.",https://en.wikipedia.org/wiki/Salvador_Dal%C3%AD_Desert
Botswana,98,Kalahari Desert,http://www.wikidata.org/entity/Q47700,wd:Q47700,17165.0,desert in southern Africa,"The Kalahari Desert is a large semi-arid sandy savanna in Southern Africa extending for 900,000 square kilometres (350,000 sq mi), covering much of Botswana, and parts of Namibia and South Africa.
It is not to be confused with the Angolan, Namibian, and South African Namib coastal desert, whose name is of Khoekhoegowab origin and means ""vast place"".",https://en.wikipedia.org/wiki/Kalahari_Desert
Canada,14,Carcross Desert,http://www.wikidata.org/entity/Q3297566,wd:Q3297566,12939286.0,"small desert in the Yukon, Canada","Carcross Desert, located outside Carcross, Yukon, Canada, is often considered one of the smallest deserts in the world. The Carcross Desert measures approximately 2.6 km2 (1.0 sq mi), or 259 ha (640 acres).",https://en.wikipedia.org/wiki/Carcross_Desert
