0,1,2,3,4
Afghanistan,76.0,Khaled Hosseini,"Khaled Hosseini (; Persian: خالد حسینی ; born 4 March 1965) is an Afghan-American novelist, UNHCR goodwill ambassador, and former physician. His debut novel The Kite Runner (2003) was a critical and commercial success; the book and his subsequent novels have all been at least partially set in Afghanistan and have featured an Afghan as the protagonist.
Born in Kabul, Afghanistan, to a diplomat father, Hosseini spent some time living in Iran and France. When Hosseini was 15, his family applied for asylum in the United States, where he later became a naturalized citizen. Hosseini did not return to Afghanistan until 2003 when he was 38, an experience similar to that of the protagonist in The Kite Runner. In later interviews, Hosseini admitted to feeling survivor's guilt for having been able to leave the country prior to the Soviet invasion and subsequent wars. 
After graduating from college, Hosseini worked as a physician in California, a situation he likened to ""an arranged marriage"". The success of The Kite Runner meant he was able to retire from medicine in order to write full-time. His three novels have all reached various levels of critical and commercial success. The Kite Runner spent 101 weeks on The New York Times Best Seller list, including three weeks at number one. His second novel, A Thousand Splendid Suns (2007), spent 103 weeks on the chart, including 15 at number one while his third novel, And the Mountains Echoed (2013), remained on the chart for 33 weeks. In addition to writing, Hosseini has advocated for refugees, including establishing with the UNHCR the Khaled Hosseini Foundation to support Afghan refugees returning to Afghanistan.",https://en.wikipedia.org/wiki/Khaled_Hosseini
Albania,70.0,Ismail Kadare,"Ismail Kadare (Albanian pronunciation: ; spelled Ismaïl Kadaré in French; born on 28 January 1936) is an Albanian novelist, poet, essayist, screenwriter, and playwright. He is a leading international literary figure and intellectual. He focused on poetry until the publication of his first novel, The General of the Dead Army, which made him famous internationally.In 1992 Kadare was awarded the Prix mondial Cino Del Duca; in 1998, the Herder Prize; in 2005, the inaugural Man Booker International Prize; in 2009, the Prince of Asturias Award of Arts; and in 2015, the Jerusalem Prize. He was awarded the Park Kyong-ni Prize in 2019, and the Neustadt International Prize for Literature in 2020. In 1996, France made him a foreign associate of the Académie des Sciences Morales et Politiques of France, and in 2016, he was a Commandeur de la Légion d'Honneur recipient. He has been nominated for the Nobel Prize in Literature 15 times. Since the 1990s, Kadare has been asked  by both major political parties in Albania to become a consensual President of Albania, but has declined.
His nominating juror for the Neustadt Prize wrote: ""Kadare is the successor of Franz Kafka. No one since Kafka has delved into the infernal mechanism of totalitarian power and its impact on the human soul in as much hypnotic depth as Kadare."" His writing has also been compared to that of Nikolai Gogol, George Orwell, Gabriel García Márquez, Milan Kundera, and Balzac. Living in Albania during a time of strict censorship, Kadare devised cunning stratagems to outwit Communist censors who had banned three of his books, using devices such as parable, myth, fable, folk-tale, allegory, and legend, sprinkled with double-entendre, allusion, insinuation, satire, and coded messages. In 1990, to escape the Communist regime and its Sigurimi secret police he defected to Paris. His works have been published in 45 languages. The New York Times wrote that he was a national figure in Albania comparable in popularity perhaps to Mark Twain in the United States, and that ""there is hardly an Albanian household without a Kadare book.""
Kadare is regarded by some as one of the greatest writers and intellectuals of the 20th and 21st centuries, and as a universal voice against totalitarianism. He is the husband of author Helena Kadare, and the father of United Nations Ambassador, and UN General Assembly Vice President,  Besiana Kadare.",https://en.wikipedia.org/wiki/Ismail_Kadare
Algeria,186.0,Albert Camus,"Albert Camus ( kam-OO, US also  kə-MOO; French:  (listen); 7 November 1913 – 4 January 1960) was a French philosopher, author, and journalist. He was awarded the 1957 Nobel Prize in Literature at the age of 44, the second-youngest recipient in history. His works include The Stranger, The Plague, The Myth of Sisyphus, The Fall, and The Rebel.
Camus was born in French Algeria to Pieds Noirs parents. He spent his childhood in a poor neighbourhood and later studied philosophy at the University of Algiers. He was in Paris when the Germans invaded France during World War II in 1940. Camus tried to flee but finally joined the French Resistance where he served as editor-in-chief at Combat, an outlawed newspaper. After the war, he was a celebrity figure and gave many lectures around the world. He married twice but had many extramarital affairs. Camus was politically active; he was part of the left that opposed the Soviet Union because of its totalitarianism. Camus was a moralist and leaned towards anarcho-syndicalism. He was part of many organisations seeking European integration. During the Algerian War (1954–1962), he kept a neutral stance, advocating for a multicultural and pluralistic Algeria, a position that caused controversy and was rejected by most parties.
Philosophically, Camus's views contributed to the rise of the philosophy known as absurdism. He is also considered to be an existentialist, even though he firmly rejected the term throughout his lifetime.",https://en.wikipedia.org/wiki/Albert_Camus
Andorra,15.0,Albert Salvadó,"Albert Salvadó i Miras (1 February 1951 – 3 December 2020) was an Andorran writer and industrial engineer. He wrote in both Catalan and Spanish.
Salvadó wrote children's stories, essays and novels, often focusing on historical fiction. He had been described as having breathed new life into the historical novel in the Catalan language.
In the crime fiction genre, he has written El rapte, el mort i el Marsellès (Serie Negra Prize 2000), and Una vida en joc, dedicated to the former Casino de la Rabassada (1910).
In the suspense novel genre, he has written Un vot per l'esperança, a novel that won the title of ""Selected Work"" in the Plaza & Janés International Novel Prize in 1985 and L'informe Phaeton, which has received unanimous acclaim from the public, who say this is his most impressive novel.
In historical fiction he has written books set in different eras: The Teacher of Cheops (Néstor Luján Prize Historical Novel 1998); L'anell d'Àtila (Fiter i Rossell Prize 1999); Els ulls d'Anníbal (Charlemagne Prize 2002); La Gran Concubina d'Egipte (Nestor Lujan Prize 2005); the trilogy dedicated to James I the Conqueror (2000s) comprising: El punyal del sarraí, La reina hongaresa and Parleu o mateu-me; the trilogy dedicated to Ali Bey comprising: Maleït català, Maleït musulmà and Maleït cristià; and  Obre els ulls i desperta, set in 17th-century Prague.",https://en.wikipedia.org/wiki/Albert_Salvad%C3%B3
Angola,20.0,Pepetela,"Artur Carlos Maurício Pestana dos Santos (born 1941) is a major Angolan writer of fiction. He writes under the name Pepetela.
A Portuguese Angolan, Pepetela was born in Benguela, Portuguese Angola, and fought as a member of the MPLA in the long guerrilla war for Angola's independence. Much of his writing deals with Angola's political history in the 20th century. Mayombe, for example, is a novel that portrays the lives of a group of MPLA guerrillas who are involved in the anti-colonial struggle in Cabinda, Yaka follows the lives of members of a white settler family in the coastal town of Benguela, and A Geração da Utopia reveals the disillusionment of young Angolans during the post-independence period. 
Pepetela has also written about Angola's earlier history in A Gloriosa Família and Lueji, and has expanded into satire with his series of Jaime Bunda novels. His most recent works include Predadores, a scathing critique of Angola's ruling classes, O Quase Fim do Mundo, a post-apocalyptic allegory, and O Planalto e a Estepe, a look at Angola's history and connections with other former communist nations. Pepetela won the Camões Prize, the world's highest honour for Lusophone literature, in 1997. 
""Pepetela"" is a Kimbundu word that means ""eyelash,"" which is a translation of his Portuguese surname, ""Pestana"". The author received this nom de guerre during his time as an MPLA combatant.",https://en.wikipedia.org/wiki/Pepetela
Antigua & Barbuda,27.0,Jamaica Kincaid,"Jamaica Kincaid (; born May 25, 1949) is an Antiguan-American novelist, essayist, gardener, and gardening writer. She was born in St. John's, Antigua (part of the twin-island nation of Antigua and Barbuda). She lives in North Bennington, Vermont (in the United States), during the summers, and is Professor of African and African American Studies in Residence at Harvard University during the academic year.",https://en.wikipedia.org/wiki/Jamaica_Kincaid
Argentina,175.0,Jorge Luis Borges,"Jorge Francisco Isidoro Luis Borges Acevedo (; Spanish:  (listen); 24 August 1899 – 14 June 1986) was an Argentine short-story writer, essayist, poet and translator, and a key figure in Spanish-language and international literature. His best-known books, Ficciones (Fictions) and El Aleph (The Aleph), published in the 1940s, are compilations of short stories interconnected by common themes, including dreams, labyrinths, philosophers, libraries, mirrors, fictional writers, and mythology. Borges's works have contributed to philosophical literature and the fantasy genre, and influenced the magic realist movement in 20th century Latin American literature. His late poems converse with such cultural figures as Spinoza, Camões, and Virgil.
Born in Buenos Aires, Borges later moved with his family to Switzerland in 1914, where he studied at the Collège de Genève. The family travelled widely in Europe, including Spain. On his return to Argentina in 1921, Borges began publishing his poems and essays in surrealist literary journals. He also worked as a librarian and public lecturer. In 1955, he was appointed director of the National Public Library and professor of English Literature at the University of Buenos Aires. He became completely blind by the age of 55. Scholars have suggested that his progressive blindness helped him to create innovative literary symbols through imagination. By the 1960s, his work was translated and published widely in the United States and Europe. Borges himself was fluent in several languages.
In 1961, he came to international attention when he received the first Formentor Prize, which he shared with Samuel Beckett. In 1971, he won the Jerusalem Prize. His international reputation was consolidated in the 1960s, aided by his works being available in English, by the Latin American Boom and by the success of García Márquez's One Hundred Years of Solitude. He dedicated his final work, The Conspirators, to the city of Geneva, Switzerland. Writer and essayist J. M. Coetzee said of him: ""He, more than anyone, renovated the language of fiction and thus opened the way to a remarkable generation of Spanish-American novelists.""

",https://en.wikipedia.org/wiki/Jorge_Luis_Borges
Armenia,53.0,George Gurdjieff,"George Ivanovich Gurdjieff (; 1866-1877 – 29 October 1949) was a Russian philosopher, mystic, spiritual teacher, and composer of Armenian and Greek descent, born in Alexandropol, Russian Empire (now Gyumri, Armenia). Gurdjieff taught that most humans do not possess a unified consciousness and thus live their lives in a state of hypnotic ""waking sleep"", but that it is possible to awaken to a higher state of consciousness and achieve full human potential. Gurdjieff described a method attempting to do so, calling the discipline ""The Work"" (connoting ""work on oneself"") or ""the System"". According to his principles and instructions, Gurdjieff's method for awakening one's consciousness unites the methods of the fakir, monk and yogi, and thus he referred to it as the ""Fourth Way"".",https://en.wikipedia.org/wiki/George_Gurdjieff
Australia,109.0,J. M. Coetzee,"John Maxwell Coetzee (born 9 February 1940) is a South African-Australian novelist, essayist, linguist, translator and recipient of the 2003 Nobel Prize in Literature.  He is one of the most critically acclaimed and decorated authors in the English language. He has won the Booker Prize (twice), the CNA Prize (thrice), the Jerusalem Prize, the Prix Femina étranger, and The Irish Times International Fiction Prize, and holds a number of other awards and honorary doctorates.Coetzee moved to Australia in 2002 and became an Australian citizen in 2006. He lives in Adelaide.",https://en.wikipedia.org/wiki/J._M._Coetzee
Austria,144.0,Bertolt Brecht,"Eugen Berthold Friedrich Brecht (10 February 1898 – 14 August 1956), known professionally as Bertolt Brecht, was a German theatre practitioner, playwright, and poet. Coming of age during the Weimar Republic, he had his first successes as a playwright in Munich and moved to Berlin in 1924, where he wrote The Threepenny Opera with Kurt Weill and began a lifelong collaboration with the composer Hanns Eisler. Immersed in Marxist thought during this period, he wrote didactic Lehrstücke and became a leading theoretician of epic theatre (which he later preferred to call ""dialectical theatre"") and the Verfremdungseffekt.
During the Nazi Germany period, Bertolt Brecht fled his home country, first to Scandinavia, and during World War II to the United States, where he was surveilled by the FBI. After the war he was subpoenaed by the House Un-American Activities Committee. Returning to East Berlin after the war, he established the theatre company Berliner Ensemble with his wife and long-time collaborator, actress Helene Weigel.",https://en.wikipedia.org/wiki/Bertolt_Brecht
