0,1,2
Martinique,31,0.26%
Cape Verde,31,0.26%
Trinidad and Tobago,30,0.25%
Mauritius,30,0.25%
Tonga,30,0.25%
Guam,28,0.23%
Serbia,27,0.23%
Romania,27,0.23%
Cayman Islands,27,0.23%
Ukraine,25,0.21%
Slovenia,24,0.20%
South Korea,24,0.20%
Samoa,22,0.18%
Cook Islands,22,0.18%
Ireland,21,0.18%
Mayotte,21,0.18%
Netherlands,19,0.16%
Lesotho,19,0.16%
Aruba,19,0.16%
Anguilla,19,0.16%
Switzerland,18,0.15%
Austria,18,0.15%
North Korea,18,0.15%
Germany,18,0.15%
Reunion,18,0.15%
São Tomé and Príncipe,17,0.14%
Hungary,16,0.13%
Northern Mariana Islands,16,0.13%
Moldova,15,0.13%
Montserrat,15,0.13%
Slovakia,14,0.12%
Malta,14,0.12%
Gibraltar,14,0.12%
North Macedonia,13,0.11%
Czech Republic,13,0.11%
Cocos (Keeling) Island,13,0.11%
Marshall Islands,12,0.10%
Turks and Caicos Islands,12,0.10%
Maldives,11,0.09%
Belgium,11,0.09%
Poland,11,0.09%
Bahrain,11,0.09%
Barbados,11,0.09%
Bermuda,10,0.08%
Antigua and Barbuda,10,0.08%
Andorra,10,0.08%
Nauru,10,0.08%
East Timor (Timor-Leste),9,0.08%
Bosnia and Herzegovina,9,0.08%
Norway,9,0.08%
French Polynesia,9,0.08%
Comoros,9,0.08%
Lithuania,8,0.07%
Liechtenstein,8,0.07%
Christmas Island,8,0.07%
Sweden,7,0.06%
Latvia,7,0.06%
Belarus,7,0.06%
Wallis and Futuna,7,0.06%
Netherlands Antilles,7,0.06%
Denmark,6,0.05%
Finland,6,0.05%
Saint Kitts and Nevis,6,0.05%
Estonia,6,0.05%
Tuvalu,6,0.05%
United Kingdom,5,0.04%
Saint Vincent and the Grenadines,5,0.04%
American Samoa,4,0.03%
Saint Helena,4,0.03%
Niue,4,0.03%
Monaco,4,0.03%
Tokelau,4,0.03%
British Indian Ocean Territory,4,0.03%
Saint Pierre and Miquelon,3,0.03%
Kiribati,3,0.03%
Norfolk Island,3,0.03%
Russia,2,0.02%
Pitcairn,2,0.02%
Macau,2,0.02%
