0,1,2,3,4,5,6,7,8
Afghanistan,54,Jamal al-Din al-Afghani,http://www.wikidata.org/entity/Q298434,wd:Q298434,946750.0,Political activist and Islamic ideologist,"Sayyid Jamāl al-Dīn al-Afghānī (Pashto/Persian: سید جمال‌‌‌الدین افغانی), also known as Sayyid Jamāl ad-Dīn Asadābādī (Persian: سید جمال‌‌‌الدین اسد‌آبادی) and commonly known as Al-Afghani (1838/1839 – 9 March 1897), was a political activist and Islamic ideologist who travelled throughout the Muslim world during the late 19th century. He is one of the founders of Islamic Modernism as well as an advocate of Pan-Islamic unity in Europe and Hindu–Muslim unity in India against the British, he has been described as having been less interested in minor differences in Islamic jurisprudence than he was in organizing a united response to Western pressure. He is also known for his involvement with his follower Mirza Reza Kermani in the successful plot to assassinate Shah Naser-al-Din, whom Afghani considered to be making too many concessions to foreign powers, especially the British Empire.",https://en.wikipedia.org/wiki/Jamal_al-Din_al-Afghani
Albania,26,Muhammad Nasiruddin al-Albani,http://www.wikidata.org/entity/Q560078,wd:Q560078,2983366.0,Syrian-Albanian Islamic scholar (1914-1999),"Muhammad b. al-Haj Nuh b. Nijati b. Adam al-Ishqudri al-Albani al-Arnauti (Arabic: مُحَمَّد نَاصِر ٱلدِّيْن ٱلْأَلْبَانِي الأرنؤوط), better known simply as Al-Albani (August 16, 1914 – October 2, 1999), was an Albanian-born Islamic scholar and watchmaker, who in particular was a famous Salafi hadith scholar. A major figure of the Salafi methodology of Islam, he established his reputation in Syria, where his family had moved and where he was educated as a child.Al-Albani did not advocate violence, preferring quietism and obedience to established governments. A watchmaker by trade, Al-Albani was active as a writer, publishing chiefly on ahadith and its sciences. He also lectured widely in the Middle East, Spain and the United Kingdom on the Salafist movement.",https://en.wikipedia.org/wiki/Al-Albani
Algeria,207,Augustine of Hippo,http://www.wikidata.org/entity/Q8018,wd:Q8018,2030.0,"early Christian theologian, philosopher and Church Father","Augustine of Hippo ( aw-GUST-in, US also  AW-gə-steen; Latin: Aurelius Augustinus Hipponensis; 13 November 354 – 28 August 430), also known as Saint Augustine, was a theologian and philosopher of Berber origin and the bishop of Hippo Regius in Numidia, Roman North Africa. His writings influenced the development of Western philosophy and Western Christianity, and he is viewed as one of the most important Church Fathers of the Latin Church in the Patristic Period. His many important works include The City of God, On Christian Doctrine, and Confessions.
According to his contemporary, Jerome, Augustine ""established anew the ancient Faith"". In his youth he was drawn to the eclectic Manichaean faith, and later to the Hellenistic philosophy of Neoplatonism. After his conversion to Christianity and baptism in 386, Augustine developed his own approach to philosophy and theology, accommodating a variety of methods and perspectives. Believing the grace of Christ was indispensable to human freedom, he helped formulate the doctrine of original sin and made significant contributions to the development of just war theory. When the Western Roman Empire began to disintegrate, Augustine imagined the Church as a spiritual City of God, distinct from the material Earthly City. The segment of the Church that adhered to the concept of the Trinity as defined by the Council of Nicaea and the Council of Constantinople closely identified with Augustine's On the Trinity.
Augustine is recognized as a saint in the Catholic Church, the Eastern Orthodox Church, and the Anglican Communion. He is also a preeminent Catholic Doctor of the Church and the patron of the Augustinians. His memorial is celebrated on 28 August, the day of his death. Augustine is the patron saint of brewers, printers, theologians, and a number of cities and dioceses. His thoughts profoundly influenced the medieval worldview. Many Protestants, especially Calvinists and Lutherans, consider him one of the theological fathers of the Protestant Reformation due to his teachings on salvation and divine grace. Protestant Reformers generally, and Martin Luther in particular, held Augustine in preeminence among early Church Fathers. From 1505 to 1521, Luther was a member of the Order of the Augustinian Eremites.
In the East, his teachings are more disputed, and were notably attacked by John Romanides, but other theologians and figures of the Eastern Orthodox Church have shown significant approbation of his writings, chiefly Georges Florovsky. The most controversial doctrine associated with him, the filioque, was rejected by the Eastern Orthodox Church. Other disputed teachings include his views on original sin, the doctrine of grace, and predestination. Though considered to be mistaken on some points, he is still considered a saint and has influenced some Eastern Church Fathers, most notably Gregory Palamas. In the Greek and Russian Orthodox Churches, his feast day is celebrated on 15 June. The historian Diarmaid MacCulloch has written: ""Augustine's impact on Western Christian thought can hardly be overstated; only his beloved example, Paul of Tarsus, has been more influential, and Westerners have generally seen Paul through Augustine's eyes.""

",https://en.wikipedia.org/wiki/Augustine_of_Hippo
Angola,12,Ana Paula Tavares,http://www.wikidata.org/entity/Q460121,wd:Q460121,7887206.0,Angolan writer,"Ana Paula Ribeiro Tavares (born 30 October 1952, Lubango, Huíla Province, Angola) is an Angolan poet.",https://en.wikipedia.org/wiki/Ana_Paula_Ribeiro_Tavares
Argentina,36,Ernesto Laclau,http://www.wikidata.org/entity/Q454802,wd:Q454802,622304.0,Argentine philosopher and political theorist (1935-2014),"Ernesto Laclau (Spanish: [laˈklaw]; 6 October 1935 – 13 April 2014) was an Argentine political theorist and philosopher. He is often described as an 'inventor' of post-Marxist political theory. He is well known for his collaborations with his long-term partner, Chantal Mouffe.
He studied history at the University of Buenos Aires Faculty of Philosophy and Letters, graduating with a licenciatura in 1964, and received a PhD from the University of Essex in 1977.
Since 1986 he served as Professor of Political Theory at the University of Essex, where he founded and directed for many years the graduate programme in Ideology and Discourse Analysis, as well as the Centre for Theoretical Studies in the Humanities and the Social Sciences. Under his directorship, the Ideology and Discourse Analysis programme has provided a research framework for the development of a distinct type of discourse analysis that draws on post-structuralist theory (especially the work of Saussure, and Derrida), post analytic thought (Wittgenstein, and Richard Rorty) and psychoanalysis (primarily the work of Lacan) to provide innovative analysis of concrete political phenomena, such as identities, discourses and hegemonies. This theoretical and analytical orientation is known today as the 'Essex School of discourse analysis'.Over his career Laclau lectured extensively in many universities in North America, South America, Western Europe, Australia, and South Africa. He also held positions at SUNY Buffalo and Northwestern University, both in the US.
Laclau died of a heart attack in Seville in 2014.",https://en.wikipedia.org/wiki/Ernesto_Laclau
Armenia,21,Nicholas Adontz,http://www.wikidata.org/entity/Q967052,wd:Q967052,7567422.0,historian,"Nicholas Adontz (Armenian: Նիկողայոս Ադոնց, Nikoghayos Adonts’, also spelled Adonts; Russian: Николай Адонц; January 10, 1871 – January 27, 1942) was an Armenian historian, specialist of Byzantine and Armenian studies, and philologist. Adontz was the author of Armenia in the Period of Justinian, a highly influential work and landmark study on the social and political structures of early Medieval Armenia.",https://en.wikipedia.org/wiki/Nicholas_Adontz
Australia,62,Peter Singer,http://www.wikidata.org/entity/Q211539,wd:Q211539,23721.0,Australian philosopher,"Peter Albert David Singer  (born 6 July 1946) is an Australian moral philosopher and the Ira W. DeCamp Professor of Bioethics at Princeton University. He specialises in applied ethics, approaching the subject from a secular, utilitarian perspective. He wrote the book Animal Liberation (1975), in which he argues for veganism, and the essay ""Famine, Affluence, and Morality"", which favours donating to help the global poor. For most of his career, he was a preference utilitarian, but he revealed in The Point of View of the Universe (2014), coauthored with Katarzyna de Lazari-Radek, that he had become a hedonistic utilitarian.
On two occasions, Singer served as chair of the philosophy department at Monash University, where he founded its Centre for Human Bioethics. In 1996 he stood unsuccessfully as a Greens candidate for the Australian Senate. In 2004 Singer was recognised as the Australian Humanist of the Year by the Council of Australian Humanist Societies. In 2005, The Sydney Morning Herald placed him among Australia's ten most influential public intellectuals. Singer is a cofounder of Animals Australia and the founder of The Life You Can Save.

",https://en.wikipedia.org/wiki/Peter_Singer
Austria,155,Ludwig Wittgenstein,http://www.wikidata.org/entity/Q9391,wd:Q9391,17741.0,Austrian-British philosopher (1889–1951),"Ludwig Josef Johann Wittgenstein ( VIT-gən-s(h)tyne; German: [ˈluːtvɪç ˈjoːzɛf 'joːhan ˈvɪtɡn̩ʃtaɪn]; 26 April 1889 – 29 April 1951) was an Austrian-British philosopher who worked primarily in logic, the philosophy of mathematics, the philosophy of mind, and the philosophy of language. He is considered by some to be the greatest philosopher of the 20th century.From 1929 to 1947, Wittgenstein taught at the University of Cambridge. In spite of his position, during his entire life only one book of his philosophy was published, the 75-page Logisch-Philosophische Abhandlung (Logical-Philosophical Treatise, 1921), which appeared, together with an English translation, in 1922 under the Latin title Tractatus Logico-Philosophicus. His only other published works were an article, ""Some Remarks on Logical Form"" (1929); a book review; and a children's dictionary. His voluminous manuscripts were edited and published posthumously. The first and best-known of this posthumous series is the 1953 book Philosophical Investigations. A survey among American university and college teachers ranked the Investigations as the most important book of 20th-century philosophy, standing out as ""the one crossover masterpiece in twentieth-century philosophy, appealing across diverse specializations and philosophical orientations"".His philosophy is often divided into an early period, exemplified by the Tractatus, and a later period, articulated primarily in the Philosophical Investigations. The ""early Wittgenstein"" was concerned with the logical relationship between propositions and the world, and he believed that by providing an account of the logic underlying this relationship, he had solved all philosophical problems. The ""later Wittgenstein"", however, rejected many of the assumptions of the Tractatus, arguing that the meaning of words is best understood as their use within a given language game.Born in Vienna into one of Europe's richest families, he inherited a fortune from his father in 1913. Before World War I, he ""made a very generous financial bequest to a group of poets and artists chosen by Ludwig von Ficker, the editor of Der Brenner, from artists in need. These included Georg Trakl as well as Rainer Maria Rilke and the architect Adolf Loos."" Later, in a period of severe personal depression after World War I, he gave away his remaining fortune to his brothers and sisters. Three of his four older brothers died by separate acts of suicide. Wittgenstein left academia several times: serving as an officer on the front line during World War I, where he was decorated a number of times for his courage; teaching in schools in remote Austrian villages, where he encountered controversy for using sometimes violent corporal punishment on girls and a boy (the Haidbauer incident) especially during mathematics classes; working during World War II as a hospital porter in London, notably telling patients not to take the drugs they were prescribed; and working as a hospital laboratory technician at the Royal Victoria Infirmary in Newcastle upon Tyne. He later expressed remorse for these incidents, and spent the remainder of his life lecturing and attempting to prepare a second manuscript for publication, which was published posthumously as the hugely influential Philosophical Investigations.

In the words of a friend and literary executor, Georg Henrik von Wright, he believed that — His ideas were generally misunderstood and distorted even by those who professed to be his disciples. He doubted he would be better understood in the future. He once said he felt as though he was writing for people who would think in a different way, breathe a different air of life, from that of present-day men.

",https://en.wikipedia.org/wiki/Ludwig_Wittgenstein
Azerbaijan,43,Pavel Florensky,http://www.wikidata.org/entity/Q336769,wd:Q336769,2848919.0,"Russian Orthodox theologian, priest, philosopher, mathematician, physicist, electrical engineer, inventor and Neomartyr","Pavel Alexandrovich Florensky (also P. A. Florenskiĭ, Florenskii, Florenskij; Russian: Па́вел Алекса́ндрович Флоре́нский; Armenian: Պավել Ֆլորենսկի, romanized: Pavel Florenski; 21 January [O.S. 9 January] 1882 – December 8, 1937) was a Russian Orthodox theologian, priest, philosopher, mathematician, physicist, electrical engineer, inventor, polymath and neomartyr.

",https://en.wikipedia.org/wiki/Pavel_Florensky
Bahrain,3,Al-Bahrani,http://www.wikidata.org/entity/Q6575496,wd:Q6575496,15806499.0,"A leading 13th Century Bahraini theologian, author and philosopher.","Kamal al-Deen Maitham bin Ali bin Maitham al-Bahrani (Arabic: الشيخ ميثم البحراني, 1238 – 1299), commonly known as Sheikh Maitham Al Bahrani (also spelt Maytham al-Bahrani) was a leading 13th Century Twelver Eastern Arabian theologian, author and philosopher. Al Bahrani wrote on Twelver doctrine, affirmed free will, the infallibility of prophets and imams, the appointed imamate of `Ali, and the occultation of the Twelfth Imam. Along with Kamal al-Din Ibn Sa’adah al Bahrani, Jamal al-Din ‘Ali ibn Sulayman al-Bahrani, Maytham Al Bahrani was part of a 13th-century Bahrain school of theology that emphasised rationalism.At the same time, Maytham Al Bahrani was profoundly influenced by the disciplines of philosophy and mysticism. He wrote widely on such theology related philosophical issues as epistemology and ontology.
Al Bahrani's scholarship took in both Imami and Sunni sources; according to University of Bahrain academic, Ali Al Oraibi:

Maytham expresses admiration for certain Sunni theologians and quotes Sunni traditions, to the extent that it is said in Shi’i circles that while the Sunni ibn Abi al Hadid can be mistaken for an Imami, the Imami Maytham can be mistaken for a Sunni.
In the 13th Century, Twelvers - particularly mystics. - were a growing influence in Bahrain, which had previously been dominated by the Ismaili Qarmatian sect.The Bahrain school of thought's integration of philosophy and mysticism into Imami Shi'ism had an enduring legacy, influencing fourteenth century theologians such as Ibn Abi Jumhur al-Ahsai'i. Politically, the intellectual vitality of al-Bahrani and his contemporaries is credited with converting the Ilkhanid monarch, Mohammed Khudabandeh, to convert to Shi'ism and announce a Shia state.He is buried in Mahooz, Bahrain, where a shrine and mosque have been constructed.",https://en.wikipedia.org/wiki/Al-Bahrani
