0,1,2,3,4
Afghanistan,75.0,Jami,"Nūr ad-Dīn 'Abd ar-Rahmān Jāmī (Persian: نورالدین عبدالرحمن جامی; 7 November 1414 – 9 November 1492), also known as Mawlanā Nūr al-Dīn 'Abd al-Rahmān or Abd-Al-Rahmān Nur-Al-Din Muhammad Dashti, or simply as Jami or Djāmī and in Turkey as Molla Cami, was a Persian Sunni poet who is known for his achievements as a prolific scholar and writer of mystical Sufi literature. He was primarily a prominent poet-theologian of the school of Ibn Arabi and a Khwājagānī Sũfī, recognized for his eloquence and for his analysis of the metaphysics of mercy. His most famous poetic works are Haft Awrang, Tuhfat al-Ahrar, Layla wa Majnun, Fatihat al-Shabab, Lawa'ih, Al-Durrah al-Fakhirah. Jami belonged to the Naqshbandi Sufi order.

",https://en.wikipedia.org/wiki/Jami
Albania,74.0,Skanderbeg,"Gjergj Kastrioti (Medieval Albanian: Gjergj Castrioti; Latin: Georgius Castriota; Italian: Giorgio Castriota; 1405 – 17 January 1468), known as Skanderbeg (Albanian: Skënderbeu or Skënderbej, from Ottoman Turkish: اسکندر بگ, romanized: İskender Bey; Latin: Scanderbegus; Italian: Scanderbeg), was an Albanian feudal lord and military commander who led a rebellion against the Ottoman Empire in what is today Albania, North Macedonia, Greece, Kosovo, Montenegro and Serbia.
A member of the noble Kastrioti family, he was sent as a hostage to the Ottoman court. He was educated there and entered the service of the Ottoman sultan for the next twenty years. His rise through the ranks culminated in his appointment as sanjakbey (governor) of the Sanjak of Dibra in 1440. In 1443, during the Battle of Niš, he deserted the Ottomans and became the ruler of Krujë, Sfetigrad, and Modrič. In 1444, the council of feudal lords that historians would later call the League of Lezhë named Skanderbeg its chief military commander (first among equals). The league consolidated nobility throughout what is today Northern Albania, under the protection of the King of Naples, Alfonso V, with Skanderbeg as captain general. Thus, for the first time Albania was united under a single leader. Skanderbeg's rebellion was not a general uprising of Albanians, because he did not gain support in the Venetian-controlled cities of the north or in the Ottoman-controlled south. In addition to Albanians his followers included Slavs, Vlachs, and Greeks; he also had at his service Venetian and Neapolitan mercenaries. The resistance led by him nevertheless brought Albanians of different regions and dialects together in a common cause against foreign aggression, helping define Albanian ethnic identity.Despite his military valor he was only able to hold his own possessions within the very small area in today's northern Albania where almost all of his victories against the Ottomans took place. Skanderbeg's military skills presented a major obstacle to Ottoman expansion, and many in western Europe considered him to be a model of Christian resistance against Muslims. For 25 years, from 1443 to 1468, Skanderbeg's 10,000-man army marched through Ottoman territory, winning against consistently larger and better-supplied Ottoman forces. He was greatly admired for this.Skanderbeg always signed himself in Latin: Dominus Albaniae (""Lord of Albania""), and claimed no other titles but that in surviving documents. In 1451, through the Treaty of Gaeta, he recognized de jure the sovereignty of the Kingdom of Naples over Albania, ensuring a protective alliance, although he remained a de facto independent ruler. In 1460–61, he supported Ferdinand I of Naples in his wars against John of Anjou and the barons who supported John's claim to the throne of Naples.
In 1463, he became the chief commander of the crusading forces of Pope Pius II, but the Pope died while the armies were still gathering. Together with Venetians, he fought against the Ottomans during the Ottoman–Venetian War (1463–1479) until his death in January 1468. He ranks high in the military history of that time as the most persistent—and ever-victorious—opponent of the Ottoman Empire in its heyday. He became a central figure in the Albanian National Awakening in the 19th century. He is much loved in modern Albania by both Christians and Muslims, and is commemorated with many monuments and cultural works.",https://en.wikipedia.org/wiki/Skanderbeg
Algeria,202.0,Augustine of Hippo,"Augustine of Hippo (, also US: ; Latin: Aurelius Augustinus Hipponensis; 13 November 354 – 28 August 430), also known as Saint Augustine, was a theologian and philosopher of Berber origin and the bishop of Hippo Regius in Numidia, Roman North Africa. His writings influenced the development of Western philosophy and Western Christianity, and he is viewed as one of the most important Church Fathers of the Latin Church in the Patristic Period. His many important works include The City of God, On Christian Doctrine, and Confessions.
According to his contemporary, Jerome, Augustine ""established anew the ancient Faith"". In his youth he was drawn to the eclectic (and now extinct) Manichaean faith, and later to the Hellenistic philosophy/religion of Neoplatonism. After his conversion to Christianity and baptism in 386, Augustine developed his own approach to philosophy and theology, accommodating a variety of methods and perspectives. Believing the grace of Christ was indispensable to human freedom, he helped formulate the doctrine of original sin and made significant contributions to the development of just war theory. When the Western Roman Empire began to disintegrate, Augustine imagined the Church as a spiritual City of God, distinct from the material Earthly City. His thoughts profoundly influenced the medieval worldview. The segment of the Church that adhered to the concept of the Trinity as defined by the Council of Nicaea and the Council of Constantinople closely identified with Augustine's On the Trinity.
Augustine is recognized as a saint in the Catholic Church, the Eastern Orthodox Church, and the Anglican Communion. He is also a preeminent Catholic Doctor of the Church and the patron of the Augustinians. His memorial is celebrated on 28 August, the day of his death. Augustine is the patron saint of brewers, printers, theologians, and a number of cities and dioceses. Many Protestants, especially Calvinists and Lutherans, consider him one of the theological fathers of the Protestant Reformation due to his teachings on salvation and divine grace. Protestant Reformers generally, and Martin Luther in particular, held Augustine in preeminence among early Church Fathers. Luther was, from 1505 to 1521, a member of the Order of the Augustinian Eremites.
In the East his teachings are more disputed, and were notably attacked by John Romanides, but other theologians and figures of the Eastern Orthodox Church have shown significant approbation of his writings, chiefly Georges Florovsky. The most controversial doctrine associated with him, the filioque, was rejected by the Orthodox Church. Other disputed teachings include his views on original sin, the doctrine of grace, and predestination. Nevertheless, though considered to be mistaken on some points, he is still considered a saint and has influenced some Eastern Church Fathers, most notably Gregory Palamas. In the Orthodox Church his feast day is celebrated on 15 June. The historian Diarmaid MacCulloch has written: ""Augustine's impact on Western Christian thought can hardly be overstated; only his beloved example, Paul of Tarsus, has been more influential, and Westerners have generally seen Paul through Augustine's eyes.""",https://en.wikipedia.org/wiki/Augustine_of_Hippo
Andorra,29.0,Chindasuinth,"Chindasuinth (also spelled Chindaswinth, Chindaswind, Chindasuinto, Chindasvindo, or Khindaswinth (Latin: Chintasvintus, Cindasvintus; c. 563 – 30 September 653) was Visigothic King of Hispania, from 642 until his death in 653. He succeeded Tulga, from whom he took the throne in a coup. He was elected by the nobles and anointed by the bishops on April 30, 642.",https://en.wikipedia.org/wiki/Chindasuinth
Angola,36.0,Nzingha Mbande,"Nzingha Mbande (c. 1583 – 1663) was Queen of the Ambundu Kingdoms of Ndongo (1624–1663) and Matamba (1631–1663), located in present-day northern Angola. Born into the ruling family of Ndongo, Nzinga received military and political training as a child, and she demonstrated an aptitude for defusing political crises as an ambassador to the Portuguese Empire. She later assumed power over Ndongo after the death of her father and brother, who both served as kings, and would go on to conquer Matamba. She ruled during a period of rapid growth in the African slave trade and encroachment of the Portuguese Empire into South West Africa, in attempts to control the slave trade. Nzinga fought for the independence and stature of her kingdoms against the Portuguese in a reign that lasted 37 years. 
In the years following her death, Nzinga has become a historical figure in Angola and in the wider Atlantic Creole culture. She is remembered for her intelligence, her political and diplomatic wisdom, and her brilliant military tactics.",https://en.wikipedia.org/wiki/Nzinga_of_Ndongo_and_Matamba
Antigua & Barbuda,3.0,"Sir William Young, 1st Baronet","Sir William Young, 1st Baronet (1724/5–1788) was a British politician and sugar plantation and slave owner. He served as President of the Commission for the Sale of Lands in the Ceded Islands, and was appointed the first non-military Governor of Dominica in 1768.","https://en.wikipedia.org/wiki/Sir_William_Young,_1st_Baronet,_of_North_Dean"
Argentina,44.0,Manuel Belgrano,"Manuel José Joaquín del Corazón de Jesús Belgrano y González (3 June 1770 – 20 June 1820), usually referred to as Manuel Belgrano (Spanish pronunciation: ), was an Argentine economist, lawyer, politician, journalist, and military leader. He took part in the Argentine Wars of Independence and created the Flag of Argentina. He is regarded as one of the main Libertadores of the country.
Belgrano was born in Buenos Aires, the fourth child of Italian businessman Domingo Belgrano y Peri and María Josefa González Casero. He came into contact with the ideas of the Age of Enlightenment while at university in Spain around the time of the French Revolution. Upon his return to the Viceroyalty of the Río de la Plata, where he became a notable member of the criollo population of Buenos Aires, he tried to promote some of the new political and economic ideals, but found severe resistance from local peninsulars. This rejection led him to work towards a greater autonomy for his country from the Spanish colonial regime. At first, he unsuccessfully promoted the aspirations of Carlota Joaquina to become a regent ruler for the Viceroyalty during the period the Spanish King Ferdinand VII was imprisoned during the Peninsular War (1807–1814). He favoured the May Revolution, which removed the viceroy Baltasar Hidalgo de Cisneros from power on 25 May 1810. He was elected as a voting member of the Primera Junta that took power after the ouster.
As a delegate for the Junta, he led the ill-fated Paraguay campaign. His troops were defeated by Bernardo de Velasco at the battles of Campichuelo and Paraguarí. Though he was defeated, the campaign initiated the chain of events that led to the Independence of Paraguay in May 1811. He retreated to the vicinity of Rosario, to fortify it against a possible royalist attack from the Eastern Band of the Uruguay River. While there, he created the flag of Argentina. The First Triumvirate did not approve the flag, but because of slow communications, Belgrano would only learn of that many weeks later, while reinforcing the Army of the North at Jujuy. There, knowing he was at a strategic disadvantage against the royalist armies coming from Upper Peru, Belgrano ordered the Jujuy Exodus, which evacuated the entire population of Jujuy Province to San Miguel de Tucumán. His counter-offensive at the Battle of Tucumán resulted in a key strategic victory, and it was soon followed by a complete victory over the royalist army of Pío Tristán at the Battle of Salta. However, his deeper incursions into Upper Perú led to defeats at Vilcapugio and Ayohuma, leading the Second Triumvirate to order his replacement as Commander of the Army of the North by the newly arrived José de San Martín. By then, the Asamblea del Año XIII had approved the use of Belgrano's flag as the national war flag.
Belgrano then went on a diplomatic mission to Europe along with Bernardino Rivadavia to seek support for the revolutionary government. He returned in time to take part in the Congress of Tucumán, which declared Argentine Independence (1816). He promoted the Inca plan to create a constitutional monarchy with an Inca descendant as Head of State. This proposal had the support of San Martín, Martín Miguel de Güemes, and many provincial delegates, but was strongly rejected by the delegates from Buenos Aires. The Congress of Tucumán approved the use of his flag as the national flag. After this, Belgrano again took command of the Army of the North, but his mission was limited to protecting San Miguel de Tucumán from royalist advances while San Martín prepared the Army of the Andes for an alternative offensive across the Andes. When Buenos Aires was about to be invaded by José Gervasio Artigas and Estanislao López, he moved the Army southwards, but his troops mutinied in January 1820. Belgrano died of dropsy on 20 June 1820. His last words reportedly were: ""¡Ay, Patria mía!"" (Oh, my country!).",https://en.wikipedia.org/wiki/Manuel_Belgrano
Armenia,71.0,Tigranes the Great,"Tigranes II, more commonly known as Tigranes the Great (Armenian: Տիգրան Մեծ, Tigran Mets; Ancient Greek: Τιγράνης ὁ Μέγας Tigránes ho Mégas; Latin: Tigranes Magnus) (140 – 55 BC) was King of Armenia under whom the country became, for a short time, the strongest state to Rome's east. He was a member of the Artaxiad Royal House. Under his reign, the Armenian kingdom expanded beyond its traditional boundaries, allowing Tigranes to claim the title Great King, and involving Armenia in many battles against opponents such as the Parthian and Seleucid empires, and the Roman Republic.",https://en.wikipedia.org/wiki/Tigranes_the_Great
Australia,16.0,George Prideaux Robert Harris,"George Prideaux Robert Harris (1775–1810) was the deputy surveyor in the early days of Van Diemen's Land (now Tasmania), Australia, from settlement in 1803 until his death in Hobart Town in 1810.
He was also an explorer, artist and naturalist who described many of the plants and marsupials native to the Island, including the Tasmanian devil and the thylacine.",https://en.wikipedia.org/wiki/George_Prideaux_Robert_Harris
Austria,250.0,Wolfgang Amadeus Mozart,"Wolfgang Amadeus Mozart (27 January 1756 – 5 December 1791), baptised as Joannes Chrysostomus Wolfgangus Theophilus Mozart, was a prolific and influential composer of the Classical period. Despite his short life, his rapid pace of composition resulted in more than 800 works of virtually every genre of his time. Many of these compositions are acknowledged as pinnacles of the symphonic, concertante, chamber, operatic, and choral repertoire. Mozart is among the greatest composers in the history of Western music, and his elder colleague Joseph Haydn wrote: ""posterity will not see such a talent again in 100 years"".Born in Salzburg, in the Holy Roman Empire, Mozart showed prodigious ability from his earliest childhood. Already competent on keyboard and violin, he composed from the age of five and performed before European royalty. His father took him on a grand tour of Europe and then three trips to Italy. At 17, Mozart was engaged as a musician at the Salzburg court but grew restless and travelled in search of a better position.
While visiting Vienna in 1781, he was dismissed from his Salzburg position. He chose to stay in Vienna, where he achieved fame but little financial security. During his final years in Vienna, he composed many of his best-known symphonies, concertos, and operas, and portions of the Requiem, which was largely unfinished at the time of his early death at the age of 35. The circumstances of his death are largely uncertain and have thus been much mythologized.",https://en.wikipedia.org/wiki/Wolfgang_Amadeus_Mozart
