0,1,2,3,4
-,-1,-,"The tilde () ˜ or ~, is a grapheme with several uses. The name of the character came into English from Spanish, which in turn came from the Latin titulus, meaning ""title"" or ""superscription"". Its primary use is as a diacritic (accent) in combination with a base letter; but for historical reasons, it is also used in standalone form within a variety of contexts.

",https://en.wikipedia.org/wiki/Tilde
France,211,Francois Hollande,"François Gérard Georges Nicolas Hollande (French: [fʁɑ̃swa ʒeʁaʁ ʒɔʁʒ nikɔla ɔlɑ̃d] (listen); born 12 August 1954) is a French politician who served as President of France and Co-Prince of Andorra from 2012 to 2017. He previously was First Secretary of the Socialist Party (PS) from 1997 to 2008, Mayor of Tulle from 2001 to 2008, and President of the General Council of Corrèze from 2008 to 2012. Hollande also served in the National Assembly twice for the 1st constituency of Corrèze from 1988 to 1993, and again from 1997 until 2012.
Born in Rouen and raised in Neuilly-sur-Seine, Hollande began his political career as a special advisor to newly elected President François Mitterrand, before serving as a staffer for Max Gallo, the government's spokesman. He became a member of the National Assembly in 1988 and was elected First Secretary of the PS in 1997. Following the 2004 regional elections won by the PS, Hollande was cited as a potential presidential candidate, but he resigned as First Secretary and was immediately elected to replace Jean-Pierre Dupont as President of the General Council of Corrèze in 2008. In 2011, Hollande announced that he would be a candidate in the primary election to select the PS presidential nominee; he won the nomination against Martine Aubry, and was elected to the presidency on 6 May 2012 during the second round with 51.6% of the vote, defeating incumbent Nicolas Sarkozy.
During his tenure, Hollande legalised same-sex marriage by passing Bill no. 344, reformed labour laws and credit training programmes, withdrew combat troops present in the Afghanistan military intervention, and concluded an EU directive on the protection of animals in laboratory research through a Franco-German contract. Hollande led the country through the January and November 2015 Paris attacks, as well as the 2016 Nice truck attack. He was a leading proponent of EU mandatory migrant quotas and NATO's 2011 military intervention in Libya. He also sent troops to Mali and the Central African Republic with the approval of the UN Security Council in order to stabilise those countries, two operations largely seen as failures. Hollande drew controversy among his left-wing electoral base for his support of the Saudi Arabian-led intervention in Yemen.Paris hosted the 2015 United Nations Climate Change Conference and Hollande's efforts to attract the 2024 Summer Olympics to the city were successful. Notwithstanding, with unemployment up to 10% and domestic troubles, in particular over his tenure due to terrorism, he faced spikes and downturns in approval rates, ultimately making him the most unpopular head of state under the Fifth Republic. On 1 December 2016, he announced he would not seek reelection in the 2017 presidential election, for which polls suggested his defeat in the first round.",https://en.wikipedia.org/wiki/Fran%C3%A7ois_Hollande
South Africa,143,Elon Musk,"Elon Reeve Musk  ( EE-lon; born June 28, 1971) is a business magnate and investor. He is the founder, CEO and chief engineer of SpaceX; angel investor, CEO and product architect of Tesla, Inc.; owner and CEO of Twitter, Inc.; founder of The Boring Company; co-founder of Neuralink and OpenAI; and president of the philanthropic Musk Foundation. With an estimated net worth of around $175 billion as of February 3, 2023, primarily from his ownership stakes in Tesla and SpaceX, Musk is the second-wealthiest person in the world, according to both the Bloomberg Billionaires Index and Forbes's real-time billionaires list.Musk was born in Pretoria, South Africa, and briefly attended at the University of Pretoria before moving to Canada at age 18, acquiring citizenship through his Canadian-born mother. Two years later, he matriculated at Queen's University and transferred to the University of Pennsylvania, where he received bachelor's degrees in economics and physics. He moved to California in 1995 to attend Stanford University. After two days, he dropped out and with his brother Kimbal, co-founded the online city guide software company Zip2. In 1999, Zip2 was acquired by Compaq for $307 million and Musk co-founded X.com, a direct bank. X.com merged with Confinity in 2000 to form PayPal, which eBay acquired for $1.5 billion in 2002.
With $175.8 million, Musk founded SpaceX in 2002, a spaceflight services company. In 2004, he was an early investor in the electric vehicle manufacturer Tesla Motors, Inc. (now Tesla, Inc.). He became its chairman and product architect, assuming the position of CEO in 2008. In 2006, he helped create SolarCity, a solar energy company that was later acquired by Tesla and became Tesla Energy. In 2015, he co-founded OpenAI, a nonprofit artificial intelligence research company. The following year, he co-founded Neuralink—a neurotechnology company developing brain–computer interfaces—and The Boring Company, a tunnel construction company. Musk has also proposed a hyperloop high-speed vactrain transportation system. In 2022, his acquisition of Twitter for $44 billion was completed. 
Musk has made controversial statements on politics and technology, particularly on Twitter, and is a polarizing figure. He has been criticized for making unscientific and misleading statements, including spreading COVID-19 misinformation. In 2018, the U.S. Securities and Exchange Commission (SEC) sued Musk for falsely tweeting that he had secured funding for a private takeover of Tesla. Musk stepped down as chairman of Tesla and paid a $20 million fine as part of a settlement agreement with the SEC.",https://en.wikipedia.org/wiki/Elon_Musk
Algeria,130,Zinedine Zidane,"Zinedine Yazid Zidane (French: Zinédine Yazid Zidane; born 23 June 1972), popularly known as Zizou, is a French professional football manager and former player who played as an attacking midfielder. He most recently coached Spanish club Real Madrid and is one of the most successful coaches in the world. Widely regarded as one of the greatest players of all time, Zidane was a playmaker renowned for his elegance, vision, passing, ball control, and technique. He received many individual accolades as a player, including being named FIFA World Player of the Year in 1998, 2000 and 2003, and winning the 1998 Ballon d'Or.
Zidane started his career at Cannes before establishing himself as one of the best players in the French Ligue 1 at Bordeaux. In 1996, he moved to Italian team Juventus, where he won several trophies including two Serie A titles. He moved to Real Madrid for a world record fee at the time of €77.5 million in 2001, which remained unmatched for the next eight years. In Spain, Zidane won several trophies, including a La Liga title and the UEFA Champions League. In the 2002 Champions League final, he scored a left-foot volleyed winner that is considered one of the greatest goals in the competition's history.
Capped 108 times by France, Zidane won the 1998 FIFA World Cup, scoring twice in the final, and was named to the All-Star team. This triumph made him a national hero in France and he received the Legion of Honour in 1998. He won UEFA Euro 2000 and was named Player of the Tournament. He also received the Golden Ball as Player of the Tournament at the 2006 World Cup, despite his infamous sending off in the final against Italy for headbutting Marco Materazzi in the chest. He retired as the fourth-most capped player in French history.
In 2004, he was named in the FIFA 100, a list of the world's greatest living players compiled by Pelé, and in the same year was named the best European footballer of the past 50 years in the UEFA Golden Jubilee Poll. Zidane is one of eight players to have won the World Cup, the Champions League, and the Ballon d'Or. He was the ambassador for Qatar's successful bid to stage the 2022 World Cup, the first Arab country to host the tournament.
After retiring as a player, Zidane began his coaching career at Real Madrid Castilla. He remained in the position for two years before taking the helm of the first team in 2016. In his initial two and a half seasons, Zidane became the first coach to win the Champions League three times in a row, won the UEFA Super Cup and FIFA Club World Cup twice each, as well as a La Liga title and a Supercopa de España. This success led to Zidane being named Best FIFA Men's Coach in 2017. He resigned in 2018, but returned to the club in 2019 and won another La Liga and a Supercopa de España title before leaving again in 2021.",https://en.wikipedia.org/wiki/Zinedine_Zidane
Liberia,105,Ellen Johnson Sirleaf,"Ellen Johnson Sirleaf (born Ellen Eugenia Johnson, 29 October 1938) is a Liberian politician who served as the 24th president of Liberia from 2006 to 2018. Sirleaf was the first elected female head of state in Africa.Sirleaf was born in Monrovia to a Gola father and Kru-German mother. She was educated at the College of West Africa. She completed her education in the United States, where she studied at Madison Business College and Harvard University. She returned to Liberia to work in William Tolbert's government as Deputy Minister of Finance from 1971 to 1974. Later, she worked again in the West, for the World Bank in the Caribbean and Latin America. In 1979, she received a cabinet appointment as Minister of Finance, serving to 1980.
After Samuel Doe seized power in 1980 in a coup d'état and executed Tolbert, Sirleaf fled to the United States. She worked for Citibank and then the Equator Bank. She returned to Liberia to contest a senatorial seat for Montserrado County in 1985, an election that was disputed. She was arrested as a result of her open criticism of the military government in 1985 and was sentenced to ten years imprisonment, although she was later released. Sirleaf continued to be involved in politics. She finished in second place at the 1997 presidential election, which was won by Charles Taylor.
She won the 2005 presidential election and took office on 16 January 2006. She was re-elected in 2011. She was the first woman in Africa elected as president of her country.  She won the Nobel Peace Prize in 2011, in recognition of her efforts to bring women into the peacekeeping process. She has received numerous other awards for her leadership. In June 2016, Sirleaf was elected as the Chair of the Economic Community of West African States, making her the first woman to hold the position since it was created.",https://en.wikipedia.org/wiki/Ellen_Johnson_Sirleaf
Egypt,99,Abdel Fattah el-Sisi,"Abdel Fattah Saeed Hussein Khalil el-Sisi (born 19 November 1954) is an Egyptian politician and retired military officer who has served as the sixth and current president of Egypt since 2014. Before retiring as a general in the Egyptian military in 2014, Sisi served as Egypt’s deputy prime minister from 2013 to 2014, as its minister of defense from 2012 to 2013, and as its director of military intelligence from 2010 to 2012. He was promoted to the rank of Field Marshal in January 2014.
Sisi was born in Cairo in 1954. As a young man, he joined the Egyptian Army and held a post in Saudi Arabia before enrolling in the Egyptian Army's Command and Staff College. Sisi received additional training at the Joint Services Command and Staff College in the United Kingdom in 1992, and at the United States Army War College in Carlisle, Pennsylvania, in 2006. Before becoming director of military intelligence in 2010, he served as a mechanized infantry commander.
After the Egyptian revolution of 2011 and election of Mohamed Morsi to the Egyptian presidency, Sisi was appointed Minister of Defense by Morsi on 12 August 2012, replacing the Hosni Mubarak-era Hussein Tantawi. As the minister of defense, and ultimately commander in chief of the Egyptian Armed Forces, Sisi was involved in the military coup that removed then-president Morsi from office on 3 July 2013, in response to the June 2013 Egyptian protests. Morsi was replaced by an interim president, Adly Mansour, who appointed a new cabinet. Demonstrations, sit-ins, and violent clashes between supporters of Morsi and security forces followed, culminating in the Rabaa massacre.
On 26 March 2014, in response to calls from supporters to run for the presidency, Field Marshal el-Sisi retired from his military career and announced that he would run as a candidate in the 2014 presidential election. The election, held between 26 and 28 May, featured one opponent, Hamdeen Sabahi, saw 47% participation by eligible voters, and resulted in Sisi winning in a landslide victory with 97% of the vote. Sisi was sworn into office as President of Egypt on 8 June 2014.
Sisi rules an authoritarian regime in Egypt, and some elements of his rule have been described as even more strict than that of prior authoritarian leader Mubarak. In the 2018 presidential election, Sisi faced only nominal opposition (a pro-government supporter, Moussa Mostafa Moussa) after the military arrest of Sami Anan, threats made to Ahmed Shafik with old corruption charges and an alleged sex tape, and the withdrawal of Khaled Ali and Mohamed Anwar El-Sadat due to the overwhelming obstacles presented, and violations committed, by the elections committee.",https://en.wikipedia.org/wiki/Abdel_Fattah_el-Sisi
Mauritius,97,Jean-Marie Gustave Le Clezio,"Jean-Marie Gustave Le Clézio (French: [ʒɑ̃ maʁi ɡystav lə klezjo]; 13 April 1940), usually identified as J. M. G. Le Clézio, of French and Mauritian nationality, is a writer and professor. The author of over forty works, he was awarded the 1963 Prix Renaudot for his novel Le Procès-Verbal and the 2008 Nobel Prize in Literature for his life's work, as an ""author of new departures, poetic adventure and sensual ecstasy, explorer of a humanity beyond and below the reigning civilization"".",https://en.wikipedia.org/wiki/J._M._G._Le_Cl%C3%A9zio
Nigeria,96,Wole Soyinka,"Akinwande Oluwole Babatunde Soyinka (Yoruba: Akínwándé Olúwọlé Babátúndé Ṣóyíinká; born 13 July 1934), known as Wole Soyinka (pronounced [wɔlé ʃójĩnká]), is a Nigerian playwright, novelist, poet, and essayist in the English language. He was awarded the 1986 Nobel Prize in Literature, for ""in a wide cultural perspective and with poetic overtones fashioning the drama of existence"", the first sub-Saharan African to be honoured in that category.
Soyinka was born into a Yoruba family in Abeokuta. In 1954, he attended Government College in Ibadan, and subsequently University College Ibadan and the University of Leeds in England. After studying in Nigeria and the UK, he worked with the Royal Court Theatre in London. He went on to write plays that were produced in both countries, in theatres and on radio. He took an active role in Nigeria's political history and its campaign for independence from British colonial rule. In 1965, he seized the Western Nigeria Broadcasting Service studio and broadcast a demand for the cancellation of the Western Nigeria Regional Elections. In 1967, during the Nigerian Civil War, he was arrested by the federal government of General Yakubu Gowon and put in solitary confinement for two years, for volunteering to be a non-government mediating actor.Soyinka has been a strong critic of successive Nigerian (and African at large) governments, especially the country's many military dictators, as well as other political tyrannies, including the Mugabe regime in Zimbabwe. Much of his writing has been concerned with ""the oppressive boot and the irrelevance of the colour of the foot that wears it"". During the regime of General Sani Abacha (1993–98), Soyinka escaped from Nigeria on a motorcycle via the ""NADECO Route."" Abacha later proclaimed a death sentence against him ""in absentia."" With civilian rule restored to Nigeria in 1999, Soyinka returned to his nation.  In December 2020, Soyinka described 2020 as the most challenging year in the nation's history. He said: ""With the turbulence that characterised year 2020, and as activities wind down, the mood has been repugnant and very negative. I don’t want to sound pessimistic but this is one of the most pessimistic years I have known in this nation and it wasn’t just because of COVID-19. Natural disasters had happened elsewhere, but how have you managed to take such in their strides?""In Nigeria, Soyinka was a Professor of Comparative literature (1975 to 1999) at the Obafemi Awolowo University, then called the University of Ifẹ̀. With civilian rule restored to Nigeria in 1999, he was made professor emeritus. While in the United States, he first taught at Cornell University as Goldwin Smith professor for African Studies and Theatre Arts from 1988 to 1991 and then at Emory University, where in 1996 he was appointed Robert W. Woodruff Professor of the Arts. Soyinka has been a Professor of Creative Writing at the University of Nevada, Las Vegas, and has served as scholar-in-residence at NYU's Institute of African American Affairs and at Loyola Marymount University in Los Angeles, California. He has also taught at the universities of Cambridge, Oxford, Harvard and Yale. Soyinka was also a Distinguished Scholar in Residence at Duke University in 2008.In December 2017, Soyinka was awarded the Europe Theatre Prize in the ""Special Prize"" category awarded to someone who has ""contributed to the realization of cultural events that promote understanding and the exchange of knowledge between peoples"".",https://en.wikipedia.org/wiki/Wole_Soyinka
Morocco,93,Mohammed VI,"Mohammed VI (Arabic: محمد السادس; born 21 August 1963) is the King of Morocco. He belongs to the 'Alawi dynasty and acceded to the throne on 23 July 1999, upon the death of his father, King Hassan II.Upon ascending to the throne, Mohammed initially introduced a number of reforms and changed the family code, Mudawana, granting women more power. Leaked diplomatic cables from WikiLeaks in 2010 led to allegations of corruption in the court of Mohammed, implicating him and his closest advisors. Widespread disturbances in 2011, a Moroccan element of the Arab Spring, protested against corruption and urged political reform. In response, Mohammed put into effect a program of reforms and introduced a new constitution. These reforms were passed by a public referendum on 1 July 2011.Mohammed has vast business holdings across several economic sectors in Morocco. His net worth has been estimated at between US$2.1 billion and over US$8.2 billion, and, according to the American business magazine Forbes, he was the richest king in Africa and the fifth wealthiest monarch in the world.Mohammed is regarded by the Royal Islamic Strategic Studies Centre as the seventh most influential Muslim in the world in 2023.",https://en.wikipedia.org/wiki/Mohammed_VI_of_Morocco
Gabon,88,Samuel L. Jackson,"Samuel Leroy Jackson (born December 21, 1948) is an American actor and producer. One of the most widely recognized actors of his generation, the films in which he has appeared have collectively grossed over $27 billion worldwide, making him the second highest-grossing actor of all time. The Academy of Motion Picture Arts and Sciences gave him an Academy Honorary Award in 2022 as ""A cultural icon whose dynamic work has resonated across genres and generations and audiences worldwide"".Jackson started his career on stage making his professional theatre debut in Mother Courage and her Children in 1980 at The Public Theatre. From 1981 to 1983 he originated the role of Private Louis Henderson in A Soldier's Play Off-Broadway. He also originated the role of Boy Willie in August Wilson's The Piano Lesson in 1987 at the Yale Repertory Theatre. He returned to the play in the 2022 Broadway revival playing Doaker Charles. Jackson early film roles include Coming to America (1988), Goodfellas (1990), Patriot Games (1992), Juice (1992), True Romance (1993), and Jurassic Park (1993), Menace II Society (1993), and Fresh (1994). His collaborations with Spike Lee lead to greater prominence with films such as School Daze (1988), Do the Right Thing (1989), Mo' Better Blues (1990), Jungle Fever (1991), Oldboy (2013), and Chi-Raq (2015).
Jackson's breakout role was in Quentin Tarantino's Pulp Fiction (1994) which earned him a BAFTA Award win and a nomination for the Academy Award for Best Supporting Actor. He further collaborated with Tarantino, acting in Jackie Brown (1997), Django Unchained (2012), and The Hateful Eight (2015). He's known for having appeared in a number of big-budget films, including Die Hard with a Vengeance (1995), A Time to Kill (1996), The Long Kiss Goodnight (1996), The Negotiator (1997),  Deep Blue Sea (1999), Unbreakable (2000), Shaft (2000) and its reboot (2019), XXX (2002), S.W.A.T. (2003), Coach Carter (2005), Snakes on a Plane (2006), Kingsman: The Secret Service (2014), Kong: Skull Island (2017), and Glass (2019).
He also gained widespread recognition as the Jedi Mace Windu in the Star Wars prequel trilogy (1999–2005), later voicing the role in the animated film Star Wars: The Clone Wars (2008) and the video game Lego Star Wars: The Clone Wars (2011). With his permission, his likeness was used for the Ultimate version of the Marvel Comics character Nick Fury; he subsequently played Fury in 11 Marvel Cinematic Universe films, beginning with a cameo appearance in Iron Man (2008), as well as guest-starring in the television series Agents of S.H.I.E.L.D. He will reprise this role in the upcoming Disney+ series Secret Invasion, which is set to premiere in early 2023. Jackson has provided his voice for several animated films, documentaries, television series, and video games, including Lucius Best / Frozone in the Pixar films The Incredibles (2004) and Incredibles 2 (2018).",https://en.wikipedia.org/wiki/Samuel_L._Jackson
