0,1
Oman,7.34
Kuwait,6.69
Saudi Arabia,6.59
Algeria,5.59
Azerbaijan,5.27
Israel,5.17
Jordan,5.02
Qatar,4.81
Armenia,4.44
Morocco,4.18
Russia,4.08
Greece,3.87
Pakistan,3.83
Bahrain,3.56
USA,3.48
Colombia,3.4
Burma,3.33
Brunei,3.26
Ukraine,3.23
Namibia,3
Singapore,2.98
R. of Congo,2.91
Burkina Faso,2.89
Botswana,2.86
Tunisia,2.83
Mali,2.82
Chad,2.79
South Korea,2.78
Croatia,2.74
India,2.66
Ecuador,2.46
Uganda,2.42
Mauritania,2.38
Cambodia,2.32
Iran,2.3
Iraq,2.28
Latvia,2.28
Uruguay,2.26
UK,2.22
Estonia,2.16
Poland,2.12
Serbia,2.09
Portugal,2.07
Turkey,2.06
Finland,2.03
Lithuania,2.02
Cyprus,1.99
Australia,1.98
Chile,1.96
France,1.95
Romania,1.95
Burundi,1.92
Sri Lanka,1.88
C.A. Republic,1.86
Niger,1.84
Norway,1.84
G.-Bissau,1.78
Togo,1.78
Senegal,1.76
China,1.74
Montenegro,1.74
Gabon,1.71
Slovakia,1.71
Swaziland,1.7
Georgia,1.67
Kyrgyzstan,1.67
Fiji,1.65
Hungary,1.64
Honduras,1.61
Bulgaria,1.59
Rwanda,1.55
Bolivia,1.54
North Macedonia,1.54
Italy,1.52
Mozambique,1.51
Guinea,1.48
Seychelles,1.47
Czechia,1.43
Albania,1.42
Netherlands,1.42
Jamaica,1.41
Denmark,1.37
El Salvador,1.37
New Zealand,1.37
Spain,1.37
Germany,1.34
Nepal,1.34
Canada,1.32
Thailand,1.32
Eq. Guinea,1.31
Egypt,1.3
Zambia,1.3
Lesotho,1.29
Sweden,1.28
Bangladesh,1.27
Belize,1.25
Ivory Coast,1.25
Slovenia,1.22
Brazil,1.19
Belarus,1.16
Angola,1.13
Kenya,1.12
Peru,1.12
Belgium,1.08
Japan,1.07
Tanzania,1.07
Malaysia,1.06
Philippines,1.04
Cameroon,1.02
Sudan,1.02
Tajikistan,1.01
Nigeria,0.97
Paraguay,0.97
Guyana,0.96
Liberia,0.95
Malawi,0.95
South Africa,0.9
Bosnia & Herz.,0.89
Tr.&Tobago,0.89
Kazakhstan,0.87
Austria,0.8
Madagascar,0.77
Gambia,0.75
Switzerland,0.71
Indonesia,0.7
Mexico,0.68
Mongolia,0.66
Domin. Rep.,0.65
Luxembourg,0.63
Sierra Leone,0.61
Nicaragua,0.6
Argentina,0.57
Benin,0.56
DR Congo,0.56
Cape Verde,0.54
Ethiopia,0.53
Malta,0.51
Ghana,0.49
Guatemala,0.44
Moldova,0.41
Papua N.G.,0.38
Ireland,0.26
Haiti,0.19
Mauritius,0.17
Zimbabwe,0.01
