0,1,2,3,4
Afghanistan,75.0,Jami,"Nūr ad-Dīn 'Abd ar-Rahmān Jāmī (Persian: نورالدین عبدالرحمن جامی; 7 November 1414 – 9 November 1492), also known as Mawlanā Nūr al-Dīn 'Abd al-Rahmān or Abd-Al-Rahmān Nur-Al-Din Muhammad Dashti, or simply as Jami or Djāmī and in Turkey as Molla Cami, was a Persian Sunni poet who is known for his achievements as a prolific scholar and writer of mystical Sufi literature. He was primarily a prominent poet-theologian of the school of Ibn Arabi and a Khwājagānī Sũfī, recognized for his eloquence and for his analysis of the metaphysics of mercy. His most famous poetic works are Haft Awrang, Tuhfat al-Ahrar, Layla wa Majnun, Fatihat al-Shabab, Lawa'ih, Al-Durrah al-Fakhirah. Jami belonged to the Naqshbandi Sufi order.

",https://en.wikipedia.org/wiki/Jami
Albania,74.0,Skanderbeg,"Gjergj Kastrioti (Medieval Albanian: Gjergj Castrioti; Latin: Georgius Castriota; Italian: Giorgio Castriota; 1405 – 17 January 1468), known as Skanderbeg (Albanian: Skënderbeu or Skënderbej, from Ottoman Turkish: اسکندر بگ, romanized: İskender Bey; Latin: Scanderbegus; Italian: Scanderbeg), was an Albanian feudal lord and military commander who led a rebellion against the Ottoman Empire in what is today Albania, North Macedonia, Greece, Kosovo, Montenegro and Serbia.
A member of the noble Kastrioti family, he was sent as a hostage to the Ottoman court. He was educated there and entered the service of the Ottoman sultan for the next twenty years. His rise through the ranks culminated in his appointment as sanjakbey (governor) of the Sanjak of Dibra in 1440. In 1443, during the Battle of Niš, he deserted the Ottomans and became the ruler of Krujë, Sfetigrad, and Modrič. In 1444, the council of feudal lords that historians would later call the League of Lezhë named Skanderbeg its chief military commander (first among equals). The league consolidated nobility throughout what is today Northern Albania, under the protection of the King of Naples, Alfonso V, with Skanderbeg as captain general. Thus, for the first time Albania was united under a single leader. Skanderbeg's rebellion was not a general uprising of Albanians, because he did not gain support in the Venetian-controlled cities of the north or in the Ottoman-controlled south. In addition to Albanians his followers included Slavs, Vlachs, and Greeks; he also had at his service Venetian and Neapolitan mercenaries. The resistance led by him nevertheless brought Albanians of different regions and dialects together in a common cause against foreign aggression, helping define Albanian ethnic identity.Despite his military valor he was only able to hold his own possessions within the very small area in today's northern Albania where almost all of his victories against the Ottomans took place. Skanderbeg's military skills presented a major obstacle to Ottoman expansion, and many in western Europe considered him to be a model of Christian resistance against Muslims. For 25 years, from 1443 to 1468, Skanderbeg's 10,000-man army marched through Ottoman territory, winning against consistently larger and better-supplied Ottoman forces. He was greatly admired for this.Skanderbeg always signed himself in Latin: Dominus Albaniae (""Lord of Albania""), and claimed no other titles but that in surviving documents. In 1451, through the Treaty of Gaeta, he recognized de jure the sovereignty of the Kingdom of Naples over Albania, ensuring a protective alliance, although he remained a de facto independent ruler. In 1460–61, he supported Ferdinand I of Naples in his wars against John of Anjou and the barons who supported John's claim to the throne of Naples.
In 1463, he became the chief commander of the crusading forces of Pope Pius II, but the Pope died while the armies were still gathering. Together with Venetians, he fought against the Ottomans during the Ottoman–Venetian War (1463–1479) until his death in January 1468. He ranks high in the military history of that time as the most persistent—and ever-victorious—opponent of the Ottoman Empire in its heyday. He became a central figure in the Albanian National Awakening in the 19th century. He is much loved in modern Albania by both Christians and Muslims, and is commemorated with many monuments and cultural works.",https://en.wikipedia.org/wiki/Skanderbeg
Algeria,202.0,Augustine of Hippo,"Augustine of Hippo (, also US: ; Latin: Aurelius Augustinus Hipponensis; 13 November 354 – 28 August 430), also known as Saint Augustine, was a theologian and philosopher of Berber origin and the bishop of Hippo Regius in Numidia, Roman North Africa. His writings influenced the development of Western philosophy and Western Christianity, and he is viewed as one of the most important Church Fathers of the Latin Church in the Patristic Period. His many important works include The City of God, On Christian Doctrine, and Confessions.
According to his contemporary, Jerome, Augustine ""established anew the ancient Faith"". In his youth he was drawn to the eclectic (and now extinct) Manichaean faith, and later to the Hellenistic philosophy/religion of Neoplatonism. After his conversion to Christianity and baptism in 386, Augustine developed his own approach to philosophy and theology, accommodating a variety of methods and perspectives. Believing the grace of Christ was indispensable to human freedom, he helped formulate the doctrine of original sin and made significant contributions to the development of just war theory. When the Western Roman Empire began to disintegrate, Augustine imagined the Church as a spiritual City of God, distinct from the material Earthly City. His thoughts profoundly influenced the medieval worldview. The segment of the Church that adhered to the concept of the Trinity as defined by the Council of Nicaea and the Council of Constantinople closely identified with Augustine's On the Trinity.
Augustine is recognized as a saint in the Catholic Church, the Eastern Orthodox Church, and the Anglican Communion. He is also a preeminent Catholic Doctor of the Church and the patron of the Augustinians. His memorial is celebrated on 28 August, the day of his death. Augustine is the patron saint of brewers, printers, theologians, and a number of cities and dioceses. Many Protestants, especially Calvinists and Lutherans, consider him one of the theological fathers of the Protestant Reformation due to his teachings on salvation and divine grace. Protestant Reformers generally, and Martin Luther in particular, held Augustine in preeminence among early Church Fathers. Luther was, from 1505 to 1521, a member of the Order of the Augustinian Eremites.
In the East his teachings are more disputed, and were notably attacked by John Romanides, but other theologians and figures of the Eastern Orthodox Church have shown significant approbation of his writings, chiefly Georges Florovsky. The most controversial doctrine associated with him, the filioque, was rejected by the Orthodox Church. Other disputed teachings include his views on original sin, the doctrine of grace, and predestination. Nevertheless, though considered to be mistaken on some points, he is still considered a saint and has influenced some Eastern Church Fathers, most notably Gregory Palamas. In the Orthodox Church his feast day is celebrated on 15 June. The historian Diarmaid MacCulloch has written: ""Augustine's impact on Western Christian thought can hardly be overstated; only his beloved example, Paul of Tarsus, has been more influential, and Westerners have generally seen Paul through Augustine's eyes.""",https://en.wikipedia.org/wiki/Augustine_of_Hippo
Andorra,29.0,Chindasuinth,"Chindasuinth (also spelled Chindaswinth, Chindaswind, Chindasuinto, Chindasvindo, or Khindaswinth (Latin: Chintasvintus, Cindasvintus; c. 563 – 30 September 653) was Visigothic King of Hispania, from 642 until his death in 653. He succeeded Tulga, from whom he took the throne in a coup. He was elected by the nobles and anointed by the bishops on April 30, 642.",https://en.wikipedia.org/wiki/Chindasuinth
Angola,36.0,Nzingha Mbande,"Nzingha Mbande (c. 1583 – 1663) was Queen of the Ambundu Kingdoms of Ndongo (1624–1663) and Matamba (1631–1663), located in present-day northern Angola. Born into the ruling family of Ndongo, Nzinga received military and political training as a child, and she demonstrated an aptitude for defusing political crises as an ambassador to the Portuguese Empire. She later assumed power over Ndongo after the death of her father and brother, who both served as kings, and would go on to conquer Matamba. She ruled during a period of rapid growth in the African slave trade and encroachment of the Portuguese Empire into South West Africa, in attempts to control the slave trade. Nzinga fought for the independence and stature of her kingdoms against the Portuguese in a reign that lasted 37 years. 
In the years following her death, Nzinga has become a historical figure in Angola and in the wider Atlantic Creole culture. She is remembered for her intelligence, her political and diplomatic wisdom, and her brilliant military tactics.",https://en.wikipedia.org/wiki/Nzinga_of_Ndongo_and_Matamba
Antigua & Barbuda,8.0,Mary Thomas,"Mary Thomas, known as Queen Mary, (ca. 1848–1905) was one of the leaders of the 1878 ""Fireburn"" labor riot, or uprising, on the island of St. Croix in the Danish West Indies.
Mary Thomas was from Antigua and arrived in St. Croix in the 1860s to take work on the plantations in the island. In 1878 she resided at the Sprat Hall plantation. She had three children but never married. Before the uprising, she had been sentenced for theft and for mistreating her children. Historians have suggested that such sentences were used by the authorities to discredit people who opposed the authorities.After the 1848 emancipation of enslaved Africans in the Danish West Indies, an 1849 labor law fixed salaries and labor conditions for all plantation workers and prohibited bargaining for better wages or work conditions. This made plantation work unattractive, and many workers opted to leave the plantations and the islands to seek better conditions elsewhere. The government reacted to the labor shortage by making it harder to for workers to leave the islands, demanding health certificates and charging fees for passports. When wages were to be negotiated in the fall of 1878, the workers' demands were denied, and new harsh conditions for traveling were imposed. This sparked the so-called Fireburn riots, which have been called the largest labor riot in Danish history, during which more than 50 plantations were burned.
Because of her role as a leader during the uprising, Mary Thomas came to be known as ""Queen Mary"". The workers chose her and two other women, ""Queen Agnes"" and ""Queen Matilda"", as queens to perform ritual and celebratory functions during the uprising. Thomas played a leading role and referred to herself as a ""captain"" in the rebellion. Allegedly, during one the uprisings Thomas had called for those unwilling to participate to be decapitated.She was arrested and tried with other leaders of the labor uprising. During the trial of the labor leaders she gave witness testimony against another leader, Thomas Graydon, also known as ""Colonel Peter"", who was sentenced to death. Mary Thomas was also sentenced to death for arson and looting but had her sentence commuted to life imprisonment. She was transferred to Copenhagen and placed at Women's Prison, Christianshavn, in 1882, but in 1887 she was sent back to Christiansted, St. Croix, to serve the remainder of her sentence.",https://en.wikipedia.org/wiki/Mary_Thomas_(labor_leader)
Argentina,207.0,Che Guevara,"Ernesto ""Che"" Guevara (Spanish: ; 14 June 1928 – 9 October 1967) was an Argentine Marxist revolutionary, physician, author, guerrilla leader, diplomat, and military theorist. A major figure of the Cuban Revolution, his stylized visage has become a ubiquitous countercultural symbol of rebellion and global insignia in popular culture.As a young medical student, Guevara traveled throughout South America and was radicalized by the poverty, hunger, and disease he witnessed. His burgeoning desire to help overturn what he saw as the capitalist exploitation of Latin America by the United States prompted his involvement in Guatemala's social reforms under President Jacobo Árbenz, whose eventual CIA-assisted overthrow at the behest of the United Fruit Company solidified Guevara's political ideology. Later in Mexico City, Guevara met Raúl and Fidel Castro, joined their 26th of July Movement, and sailed to Cuba aboard the yacht Granma with the intention of overthrowing U.S.-backed Cuban dictator Fulgencio Batista. Guevara soon rose to prominence among the insurgents, was promoted to second-in-command, and played a pivotal role in the two-year guerrilla campaign that deposed the Batista regime.Following the Cuban Revolution, Guevara performed a number of key roles in the new government. These included reviewing the appeals and firing squads for those convicted as traitors, informants or war criminals during the revolutionary tribunals, instituting agrarian land reform as minister of industries, helping spearhead a successful nationwide literacy campaign, serving as both national bank president and instructional director for Cuba's armed forces, and traversing the globe as a diplomat on behalf of Cuban socialism. Such positions also allowed him to play a central role in training the militia forces who repelled the Bay of Pigs Invasion, and bringing Soviet nuclear-armed ballistic missiles to Cuba, which preceded the 1962 Cuban Missile Crisis. Additionally, Guevara was a prolific writer and diarist, composing a seminal guerrilla warfare manual, along with a best-selling memoir about his youthful continental motorcycle journey. His experiences and studying of Marxism–Leninism led him to posit that the Third World's underdevelopment and dependence was an intrinsic result of imperialism, neocolonialism, and monopoly capitalism, with the only remedy being proletarian internationalism and world revolution. Guevara left Cuba in 1965 to foment continental revolutions across both Africa and South America, first unsuccessfully in Congo-Kinshasa and later in Bolivia, where he was captured by CIA-assisted Bolivian forces and summarily executed.Guevara remains both a revered and reviled historical figure, polarized in the collective imagination in a multitude of biographies, memoirs, essays, documentaries, songs, and films. As a result of his perceived martyrdom, poetic invocations for class struggle, and desire to create the consciousness of a ""new man"" driven by moral rather than material incentives, Guevara has evolved into a quintessential icon of various leftist movements. In contrast, his ideological critics on the right accuse him of promoting authoritarianism and endorsing violence against his political opponents. Despite disagreements on his legacy, Time magazine named him one of the 100 most influential people of the 20th century, while an Alberto Korda photograph of him, titled Guerrillero Heroico, was cited by the Maryland Institute College of Art as ""the most famous photograph in the world"".",https://en.wikipedia.org/wiki/Che_Guevara
Armenia,71.0,Tigranes the Great,"Tigranes II, more commonly known as Tigranes the Great (Armenian: Տիգրան Մեծ, Tigran Mets; Ancient Greek: Τιγράνης ὁ Μέγας Tigránes ho Mégas; Latin: Tigranes Magnus) (140 – 55 BC) was King of Armenia under whom the country became, for a short time, the strongest state to Rome's east. He was a member of the Artaxiad Royal House. Under his reign, the Armenian kingdom expanded beyond its traditional boundaries, allowing Tigranes to claim the title Great King, and involving Armenia in many battles against opponents such as the Parthian and Seleucid empires, and the Roman Republic.",https://en.wikipedia.org/wiki/Tigranes_the_Great
Australia,82.0,Lawrence Bragg,"Sir William Lawrence Bragg,  (31 March 1890 – 1 July 1971) was an Australian-born British physicist and X-ray crystallographer, discoverer (1912) of Bragg's law of X-ray diffraction, which is basic for the determination of crystal structure. He was joint recipient (with his father, William Henry Bragg) of the Nobel Prize in Physics in 1915, ""For their services in the analysis of crystal structure by means of X-rays""; an important step in the development of X-ray crystallography.
Bragg was knighted in 1941. As of 2021, he is the youngest ever Nobel laureate in physics, having received the award at the age of 25 years. Bragg was the director of the Cavendish Laboratory, Cambridge, when the discovery of the structure of DNA was reported by James D. Watson and Francis Crick in February 1953.

",https://en.wikipedia.org/wiki/Lawrence_Bragg
Austria,287.0,Adolf Hitler,"Adolf Hitler (German:  (listen); 20 April 1889 – 30 April 1945) was an Austrian-born German politician who was the dictator of Germany from 1933 until his death in 1945. He rose to power as the leader of the Nazi Party, becoming the chancellor in 1933 and then assuming the title of Führer und Reichskanzler in 1934. During his dictatorship, he initiated World War II in Europe by invading Poland on 1 September 1939. He was closely involved in military operations throughout the war and was central to the perpetration of the Holocaust, the genocide of about six million Jews and millions of other victims.
Hitler was born in Austria-Hungary and was raised near Linz. He lived in Vienna later in the first decade of the 1900s and moved to Germany in 1913. He was decorated during his service in the German Army in World War I. In 1919, he joined the German Workers' Party (DAP), the precursor of the Nazi Party, and was appointed leader of the Nazi Party in 1921. In 1923, he attempted to seize governmental power in a failed coup in Munich and was imprisoned with a sentence of five years. In jail, he dictated the first volume of his autobiography and political manifesto Mein Kampf (""My Struggle""). After his early release in 1924, Hitler gained popular support by attacking the Treaty of Versailles and promoting pan-Germanism, anti-Semitism and anti-communism with charismatic oratory and Nazi propaganda. He frequently denounced international capitalism and communism as part of a Jewish conspiracy.
By November 1932, the Nazi Party held the most seats in the German Reichstag, but did not have a majority. As a result, no party was able to form a majority parliamentary coalition in support of a candidate for chancellor. Former chancellor Franz von Papen and other conservative leaders persuaded President Paul von Hindenburg to appoint Hitler as chancellor on 30 January 1933. Shortly after, the Reichstag passed the Enabling Act of 1933 which began the process of transforming the Weimar Republic into Nazi Germany, a one-party dictatorship based on the totalitarian and autocratic ideology of Nazism. Hitler aimed to eliminate Jews from Germany and establish a New Order to counter what he saw as the injustice of the post-World War I international order dominated by Britain and France. His first six years in power resulted in rapid economic recovery from the Great Depression, the abrogation of restrictions imposed on Germany after World War I, and the annexation of territories inhabited by millions of ethnic Germans, which gave him significant popular support.
Hitler sought Lebensraum (lit. 'living space') for the German people in Eastern Europe, and his aggressive foreign policy is considered the primary cause of World War II in Europe. He directed large-scale rearmament and, on 1 September 1939, invaded Poland, resulting in Britain and France declaring war on Germany. In June 1941, Hitler ordered an invasion of the Soviet Union. By the end of 1941, German forces and the European Axis powers occupied most of Europe and North Africa. These gains were gradually reversed after 1941, and in 1945 the Allied armies defeated the German army. On 29 April 1945, he married his longtime lover, Eva Braun, in the Führerbunker in Berlin. Less than two days later, the couple committed suicide to avoid capture by the Soviet Red Army. Their corpses were burned.
Historian and biographer Ian Kershaw describes Hitler as ""the embodiment of modern political evil"". Under Hitler's leadership and racially motivated ideology, the Nazi regime was responsible for the genocide of about six million Jews and millions of other victims whom he and his followers deemed Untermenschen (subhumans) or socially undesirable. Hitler and the Nazi regime were also responsible for the killing of an estimated 19.3 million civilians and prisoners of war. In addition, 28.7 million soldiers and civilians died as a result of military action in the European theatre. The number of civilians killed during World War II was unprecedented in warfare, and the casualties constitute the deadliest conflict in history.",https://en.wikipedia.org/wiki/Adolf_Hitler
