0,1,2,3,4
Afghanistan,556205.0,Herat,"Herāt (; Dari/Pashto: هرات) is an oasis city and the third-largest city of Afghanistan. In 2020, it had an estimated population of 574,276, and serves as the capital of Herat Province, situated south of the Paropamisus Mountains (Selseleh-ye Safēd Kōh) in the fertile valley of the Hari River in the western part of the country. An ancient civilization on the Silk Road between the Middle East, Central and South Asia, it serves as a regional hub in the country's west, and its historic Persian influences has given it the nickname as Afghanistan's Little Iran.Herat dates back to Avestan times and was traditionally known for its wine. The city has a number of historic sites, including the Herat Citadel and the Musalla Complex. During the Middle Ages Herat became one of the important cities of Khorasan, as it was known as the Pearl of Khorasan. After the conquest of Tamerlane, the city became an important center of intellectual and artistic life in the Islamic world. Under the rule of Shah Rukh the city served as the focal point of the Timurid Renaissance, whose glory matched Florence of the Italian Renaissance as the center of a cultural rebirth. After the fall of the Timurid Empire, Herat has been governed by various Afghan rulers since the early 18th century. In 1716, the Abdali Afghans inhabiting the city revolted and formed their own Sultanate, the Sadozai Sultanate of Herat. They were conquered by the Afsharids in 1732. After Nader Shah's death and Ahmad Shah Durrani's rise to power in 1747, Herat became part of Afghanistan. It became an independent city-state in the first half of the 19th century, facing several Iranian invasions until being incorporated into Afghanistan in 1863. The roads from Herat to Iran (through the border town of Islam Qala) and Turkmenistan (through the border town of Torghundi) are still strategically important. As the gateway to Iran, it collects high amount of customs revenue for Afghanistan. It also has an international airport. Following the 2001 war the city had been relatively safe from Taliban insurgent attacks. In 2021, it was announced that Herat would be listed as a UNESCO World Heritage Site. On 12 August 2021, the city was seized by Taliban fighters as part of the Taliban's summer offensive.",https://en.wikipedia.org/wiki/Herat
Albania,126777.0,Kamëz,"Kamëz (definite Albanian form: Kamza) is a municipality in Tirana County, Albania. It was formed at the 2015 local government reform by the merger of the former municipalities Kamëz and Paskuqan, that became municipal units. The seat of the municipality is the town Kamëz. The total population is 104,190 (2011 census), in a total area of 37.20 km2. The population of the former municipality at the 2011 census was 66,841.Kamëz was one of the applicants for the 2019 European Green Capital Awards, which was won by Oslo.",https://en.wikipedia.org/wiki/Kam%C3%ABz
Algeria,852000.0,Oran,"Oran (Arabic: وَهران, romanized: Wahrān) is a major coastal city located in the north-west of Algeria. It is considered the second most important city of Algeria after the capital Algiers, due to its population, commercial, industrial, and cultural importance. It is 432 km (268 mi) west-south-west from Algiers. The total population of the city was 803,329 in 2008, while the metropolitan area has a population of approximately 1,500,000 making it the second-largest city in Algeria.",https://en.wikipedia.org/wiki/Oran
Angola,665564.0,Huambo,"Huambo, formerly Nova Lisboa (English: New Lisbon), is the third largest city in Angola, after the capital city Luanda and Lubango, with a population of 595,304 in the city and a population of 713,134 in the municipality of Huambo (Census 2014). The city is the capital of the province of Huambo and is located about 220 km E from Benguela and 600 km SE from Luanda. Huambo is a main hub on the Caminho de Ferro de Benguela (CFB) (the Benguela Railway), which runs from the port of Lobito to the Democratic Republic of the Congo's southernmost province, Katanga. Huambo is served by the Albano Machado Airport (formerly Nova Lisboa Airport).

",https://en.wikipedia.org/wiki/Huambo
Argentina,1193605.0,Rosario,"Rosario (Spanish pronunciation: ) is the largest city in the central Argentina province of Santa Fe. The city is located 300 km (186 mi) northwest of Buenos Aires, on the west bank of the Paraná River. Rosario is the third-most populous city in the country, and is also the most populous city in Argentina that is not a capital (provincial or national). With a growing and important metropolitan area, Greater Rosario has an estimated population of 1,750,000 as of 2020. One of its main attractions includes the neoclassical, Art Nouveau, and Art Deco architecture that has been retained over the centuries in hundreds of residences, houses and public buildings.
Rosario is the head city of the Rosario Department and is located at the heart of the major industrial corridor in Argentina. The city is a major railroad terminal and the shipping center for north-eastern Argentina. Ships reach the city via the Paraná River, which allows the existence of a 10-metre-deep (34 ft) port. The Port of Rosario is subject to silting and must be dredged periodically. Exports include wheat, flour, hay, linseed and other vegetable oils, corn, sugar, lumber, meat, hides, and wool. Manufactured goods include flour, sugar, meat products, and other foodstuffs. The Rosario-Victoria Bridge, opened in 2004, spans the Paraná River, connecting Rosario with the city of Victoria, across the Paraná Delta. The city plays a critical role in agricultural commerce, and thus finds itself at the center of a continuing debate over taxes levied on big-ticket agricultural goods such as soy.
Along with Paraná, Rosario is one of the few Argentine cities that cannot point to a particular individual as its founder. The city's patron is the ""Virgin of the Rosary"", whose feast day is October 7.","https://en.wikipedia.org/wiki/Rosario,_Santa_Fe"
Armenia,1190.0,Dvin,"Dvin (Classical Armenian: Դուին, reformed: Դվին; Greek: Δούβιος, Doύbios or Τίβιον, Tίbion; Arabic: دبيل, romanized: Dabīl or Doubil; also Duin or Dwin in ancient sources) was a large commercial city and the capital of early medieval Armenia. It was situated north of the previous ancient capital of Armenia, the city of Artaxata, along the banks of the Metsamor River, 35 km to the south of modern Yerevan.  The site of the ancient city is currently not much more than a large hill located between modern Hnaberd (just off the main road through Hnaberd) and Verin Dvin, Armenia.  Systematic excavations at Dvin that have proceeded since 1937 have produced an abundance of materials, which have shed light into the Armenian culture of the 5th to the 13th centuries.

",https://en.wikipedia.org/wiki/Dvin_(ancient_city)
Australia,2360241.0,Brisbane,"Brisbane ( (listen) BRIZ-bən) is the capital and most populous city of the Australian state of Queensland, and the third-most populous city in Australia (and Oceania). Brisbane has a metropolitan population of approximately 2.6 million, and it lies at the centre of the South East Queensland metropolitan region, which encompasses a population of around 3.8 million. The Brisbane central business district is situated within a peninsula of the Brisbane River about 15 km (9 mi) from its mouth at Moreton Bay, a bay of the Coral Sea. Geographically Australia's largest metropolitan area, Brisbane extends in all directions along the hilly floodplain of the Brisbane River Valley between Moreton Bay and the Taylor and D'Aguilar mountain ranges. It sprawls across several of Australia's most populous local government areas, most centrally the City of Brisbane, Australia's most populous local government area. The demonym of Brisbane is ""Brisbanite"".The city and the river are named after Sir Thomas Brisbane who was the governor of New South Wales when the city was founded. The Moreton Bay penal settlement was founded in 1824 at Redcliffe as a place for secondary offenders from the Sydney colony, and soon moved to North Quay in 1825. Brisbane was chosen as Queensland's capital when Queensland separated from New South Wales in 1859. By the late 19th century, the city had grown into a major port and centre of immigration. During World War II,  the Allied command in the South West Pacific was based in the city, along with the headquarters for General Douglas MacArthur of the United States Army.Brisbane is classified as a global city, and is an advanced centre of research and innovation in the Asia-Pacific. The city has strengths in technology, including mining research and green energy, medicine and biotechnology, cryptocurrency and digital industries,  and robotics. A transport hub, Brisbane is served by large rail, bus and ferry networks, as well as Australia's largest airport and third-largest seaport.
A diverse city with over 32% of its metropolitan population being foreign-born, Brisbane is consistently ranked among the world's most livable cities. The culture of Brisbane is noted in particular for Queenslander architecture, spring Jacaranda blossoms, and its outdoor dining culture. Brisbane has hosted major events including the 1982 Commonwealth Games, World Expo 88, the 2014 G20 summit, and will host the 2032 Summer Olympics and Paralympics.Brisbane is a popular tourist destination. Major landmarks and attractions include South Bank Parklands, the Queensland Art Gallery and Gallery of Modern Art, the City Botanic Gardens, King George Square and City Hall, the Story Bridge, the Mount Coot-tha Botanic Gardens and Lookout, Tangalooma's wild dolphin feeding, Lone Pine Koala Sanctuary, Howard Smith Wharves, New Farm Park, D'Aguilar National Park, and Moreton Bay and its islands, including Moreton, North Stradbroke and St Helena.",https://en.wikipedia.org/wiki/Brisbane
Austria,204846.0,Linz,"Linz ( LINTS, German:  (listen); Czech: Linec) is the capital of Upper Austria and third-largest city in Austria. In the north of the country, it is on the Danube 30 kilometres (19 miles) south of the Czech border. In 2018, the population was 204,846.In 2009, it was a European Capital of Culture.",https://en.wikipedia.org/wiki/Linz
Azerbaijan,331400.0,Ganja,"Ganja (; Azerbaijani: Gəncə  (listen); Armenian: Գանձակ, romanized: Gandzak; Persian: گنجه, romanized: Ganjeh) is Azerbaijan's third largest city, with a population of around 335,600. The city has been a historic and cultural center throughout most of its existence. Until 1804, it was the capital of the Ganja Khanate; after Qajar Iran ceded it to the Russian Empire following the Treaty of Gulistan of 1813, it successively became part of the Georgia Governorate, Georgia-Imeretia Governorate, Tiflis Governorate, and Elisabethpol Governorate administrative divisions. After the dissolution of the Russian Empire and the Transcaucasian Democratic Federative Republic, it became part of the Azerbaijan Democratic Republic, the Azerbaijan SSR of the Soviet Union and since 1991, the Republic of Azerbaijan.","https://en.wikipedia.org/wiki/Ganja,_Azerbaijan"
Bahrain,75000.0,Muharraq,"Muharraq (Arabic: المحرق, romanized: al-Muḥarraq) is Bahrain's third largest city and served as its capital until 1932 when it was replaced by Manama. The population of Muharraq in 2012 was 176,583.
The city is located on Muharraq Island and has long been a centre of religiosity. Bahrain International Airport is also located on the island. Adjacent to Muharraq are the man-made Amwaj Islands, known for their large buildings, hotels and beaches. Muharraq is home to Muharraq Club, which is Bahrain's most successful football club. It is home to the famous Siyadi House. The city is also known for its souq (traditional market) and as a home of traditional arts and music; Ali Bahar, a popular and successful Bahraini singer is from Muharraq.",https://en.wikipedia.org/wiki/Muharraq
