0,1
Algeria,0.5
Argentina,0.5
Australia,1.8
Austria,3.2
Azerbaijan,0.2
Bahrain,0.1
Belarus,0.6
Belgium,3.4
Bolivia,0.2
Bosnia and Herzegovina,0.3
Botswana,0.5
Brazil,1.2
Bulgaria,0.9
Canada,1.6
Chile,0.4
China,2.4
Colombia,0.3
Costa Rica,0.4
Croatia,1.3
Cyprus,0.8
Czech Republic,2.0
Denmark,3.0
Ecuador,0.4
Egypt,1.0
Estonia,1.8
Ethiopia,0.6
Finland,2.9
France,2.3
Georgia,0.3
Germany,3.1
Greece,1.5
Hong Kong,1.0
Hungary,1.6
Iceland,2.5
India,1.3
Indonesia,0.3
Iran,0.9
Ireland,1.2
Israel,5.4
Italy,1.5
Japan,3.3
Kazakhstan,0.2
Kuwait,0.3
Latvia,0.7
Lithuania,1.2
Luxembourg,1.1
Macau,0.5
Malaysia,1.3
Malta,0.7
Mexico,0.9
Moldova,0.2
Mongolia,0.2
Montenegro,0.4
Morocco,0.7
Netherlands,2.3
New Zealand,1.4
North Macedonia,0.4
Norway,2.3
Oman,0.4
Pakistan,0.3
Paraguay,0.1
Peru,0.2
Philippines,0.3
Poland,1.4
Portugal,1.6
Qatar,0.5
Romania,0.5
Russia,1.1
Saudi Arabia,0.5
Serbia,0.9
Singapore,2.2
Slovakia,0.9
Slovenia,2.1
South Africa,0.8
South Korea,4.8
Spain,1.4
Sudan,0.2
Sweden,3.5
Switzerland,3.1
Taiwan,3.6
Thailand,1.1
Tunisia,0.8
Turkey,1.1
Uganda,0.5
Ukraine,0.4
United Arab Emirates,1.5
United Kingdom,1.7
United States,3.5
Uruguay,0.5
Vietnam,0.5
