country,number,item,item_id
Afghanistan,40.0,Nur Jahan,http://www.wikidata.org/entity/Q541530
Afghanistan,34.0,Malalai Joya,http://www.wikidata.org/entity/Q253378
Afghanistan,30.0,Meena Keshwar Kamal,http://www.wikidata.org/entity/Q465872
Afghanistan,23.0,Fatima Bhutto,http://www.wikidata.org/entity/Q4115693
Afghanistan,21.0,Roya Sadat,http://www.wikidata.org/entity/Q24524838
Afghanistan,19.0,Gulbadan Begum,http://www.wikidata.org/entity/Q2041521
Afghanistan,18.0,Nadia Anjuman,http://www.wikidata.org/entity/Q469319
Afghanistan,17.0,Rabia Balkhi,http://www.wikidata.org/entity/Q469377
Afghanistan,13.0,Masuma Esmati-Wardak,http://www.wikidata.org/entity/Q6785684
Afghanistan,13.0,Sakena Yacoobi,http://www.wikidata.org/entity/Q7402892
Afghanistan,12.0,Chékéba Hachemi,http://www.wikidata.org/entity/Q2972025
Afghanistan,11.0,Shahrbanoo Sadat,http://www.wikidata.org/entity/Q26768554
Afghanistan,11.0,Nazo Tokhi,http://www.wikidata.org/entity/Q3918412
Afghanistan,9.0,Gulchehra Begum,http://www.wikidata.org/entity/Q15391394
Afghanistan,9.0,Zohre Esmaeli,http://www.wikidata.org/entity/Q15855780
Afghanistan,9.0,Rangina Hamidi,http://www.wikidata.org/entity/Q108107510
Afghanistan,8.0,Sonia Nassery Cole,http://www.wikidata.org/entity/Q7561738
Afghanistan,8.0,Parween Pazhwak,http://www.wikidata.org/entity/Q533318
Afghanistan,8.0,Fariba Nawa,http://www.wikidata.org/entity/Q5435218
Afghanistan,8.0,Humira Saqib,http://www.wikidata.org/entity/Q23664426
Afghanistan,7.0,Somaya Faruqi,http://www.wikidata.org/entity/Q102271635
Afghanistan,7.0,Faiza Darkhani,http://www.wikidata.org/entity/Q110068158
Afghanistan,7.0,Nadia Ghulam,http://www.wikidata.org/entity/Q18378975
Afghanistan,7.0,Nasrin Husseini,http://www.wikidata.org/entity/Q110063151
Afghanistan,6.0,Chabname Zariab,http://www.wikidata.org/entity/Q50413972
Afghanistan,6.0,Ayesha Durrani,http://www.wikidata.org/entity/Q17174888
Afghanistan,6.0,Khalida Furugh,http://www.wikidata.org/entity/Q5945683
Afghanistan,5.0,Orzala Ashraf Nemat,http://www.wikidata.org/entity/Q28027811
Afghanistan,5.0,Homeyra Qaderi,http://www.wikidata.org/entity/Q5951290
Afghanistan,5.0,Hoda Khamosh,http://www.wikidata.org/entity/Q110057269
Afghanistan,4.0,Awista Ayub,http://www.wikidata.org/entity/Q542798
Afghanistan,4.0,Spôjmaï Zariâb,http://www.wikidata.org/entity/Q3494402
Afghanistan,3.0,Sahar Fetrat,http://www.wikidata.org/entity/Q110057125
Afghanistan,3.0,Makhafi Badakhshi,http://www.wikidata.org/entity/Q5945919
Afghanistan,3.0,Layla Sarahat Rushani,http://www.wikidata.org/entity/Q5959674
Afghanistan,3.0,Mehri Heravi,http://www.wikidata.org/entity/Q6400736
Afghanistan,3.0,Najiba Sarah Bibani,http://www.wikidata.org/entity/Q25657077
Afghanistan,3.0,Lima Aafshid,http://www.wikidata.org/entity/Q109969407
Afghanistan,2.0,Mariam Kühsel-Hussaini,http://www.wikidata.org/entity/Q1896605
Afghanistan,2.0,Maryam Mahboob,http://www.wikidata.org/entity/Q18227987
Afghanistan,2.0,Tahmina Akefi,http://www.wikidata.org/entity/Q21479743
Afghanistan,2.0,Soraya Alekozei,http://www.wikidata.org/entity/Q95185276
Afghanistan,2.0,Armeghan Taheri,http://www.wikidata.org/entity/Q110279975
Afghanistan,1.0,Dr Alema,http://www.wikidata.org/entity/Q109968643
Afghanistan,1.0,Zamarin Wahdat,http://www.wikidata.org/entity/Q105285749
Afghanistan,1.0,Ruksana,http://www.wikidata.org/entity/Q110062920
Afghanistan,1.0,Nadia Fazl,http://www.wikidata.org/entity/Q5960510
Afghanistan,1.0,Shaista Wahab,http://www.wikidata.org/entity/Q7462494
Afghanistan,1.0,Hassaneh Osman,http://www.wikidata.org/entity/Q16052499
Afghanistan,1.0,Baby Heravi,http://www.wikidata.org/entity/Q27825630
Albania,83.0,Masiela Lusha,http://www.wikidata.org/entity/Q37944
Albania,25.0,Musine Kokalari,http://www.wikidata.org/entity/Q3301350
Albania,22.0,Arta Dade,http://www.wikidata.org/entity/Q539957
Albania,17.0,Ornela Vorpsi,http://www.wikidata.org/entity/Q464000
Albania,17.0,Mimoza Ahmeti,http://www.wikidata.org/entity/Q462681
Albania,17.0,Urani Rumbo,http://www.wikidata.org/entity/Q7899648
