country,number,item,item_id,shortform,pageid,wikidata_description,wikipedia_summary,wikipedia_url
Afghanistan,106,Kandahar,http://www.wikidata.org/entity/Q45604,wd:Q45604,17260,"capital of Kandahar Province, Afghanistan","Kandahar (English: ; Pashto: کندهار Kandahār, Dari: قندهار, Qandahār) is a city in Afghanistan, located in the south of the country on the Arghandab River, at an elevation of 1,010 m (3,310 ft). It is Afghanistan's second largest city after Kabul, with a population of about 614,118. It is the capital of Kandahar Province as well as the de facto capital of the Taliban, formally known as the Islamic Emirate of Afghanistan. It also happens to be the centre of the larger cultural region called Loy Kandahar. In 1709, Mirwais Hotak made the region an independent kingdom and turned Kandahar into the capital of the Hotak dynasty. In 1747, Ahmad Shah Durrani, founder of the Durrani dynasty, made Kandahar the capital of the Afghan Empire.Kandahar is one of the most culturally significant cities of the Pashtuns and has been their traditional seat of power for more than 300 years. It is a major trading center for sheep, wool, cotton, silk, felt, food grains, fresh and dried fruit, and tobacco. The region produces fine fruits, especially pomegranates and grapes, and the city has plants for canning, drying, and packing fruit, and is a major source of marijuana and hashish.
The region around Kandahar is one of the oldest known human settlements. A major fortified city existed at the site of Kandahar, probably as early as c. 1000–750 BC, and it became an important outpost of the Achaemenid (Persian) Empire in the 6th century BC. Alexander the Great had laid-out the foundation of what is now Old Kandahar in the 4th century BC and gave it the Ancient Greek name Ἀλεξάνδρεια Ἀραχωσίας (Alexandria of Arachosia).
Many empires have long fought over the city due to its strategic location along the trade routes of southern, central and western Asia.",https://en.wikipedia.org/wiki/Kandahar
Albania,97,Durrës,http://www.wikidata.org/entity/Q83285,wd:Q83285,263530,city in Albania,"Durrës ( DUURR-əs, Albanian: [ˈdurəs]; definite Albanian form: Durrësi) is the second most populous city of the Republic of Albania and seat of Durrës County and Durrës Municipality. It is located on a flat plain along the Albanian Adriatic Sea Coast between the mouths of the Erzen and Ishëm at the southeastern corner of the Adriatic Sea. Durrës' climate is profoundly influenced by a seasonal Mediterranean climate.
Durrës was founded by Ancient Greek colonists from Corinth and Corcyra under the name of Epidamnos around the 7th century BC in cooperation with the local Illyrian Taulantii. Also known as Dyrrachium, Durrës essentially developed as it became an integral part of the Roman Empire and its successor the Byzantine Empire. The Via Egnatia, the continuation of the Via Appia, started in the city and led across the interior of the Balkan Peninsula to Constantinople in the east.
In the Middle Ages, Durrës was contested between Bulgarian, Venetian and Ottoman dominions. The Ottomans ultimately prevailed, ruling the city for more than 400 years from 1501 until 1912. Following the Albanian Declaration of Independence, the city served as the capital of the Principality of Albania for a short period of time. Subsequently, it was annexed by the Kingdom of Italy in the interwar period and was occupied by Nazi Germany during World War II. Durrës experienced a strong expansion in its demography and economic activity during the Communism in Albania.
The transport connections, concentration of economic institutions and industrial tradition underlie Durrës' leading economic position in Albania. It is served by the Port of Durrës, one of the largest on the Adriatic Sea, which connects the city to other neighbouring countries. Its most considerable attraction is the Amphitheatre of Durrës that is included on the Albanian tentative list for designation as a UNESCO World Heritage Site. Once having a capacity for 20,000 people, it is the largest amphitheatre in the Balkan Peninsula.",https://en.wikipedia.org/wiki/Durr%C3%ABs
Algeria,97,Oran,http://www.wikidata.org/entity/Q131818,wd:Q131818,145335,city in Algeria,"Oran (Arabic: وَهران, romanized: Wahrān) is a major coastal city located in the north-west of Algeria. It is considered the second most important city of Algeria after the capital Algiers, due to its population, commercial, industrial, and cultural importance. It is 432 km (268 mi) west-south-west from Algiers. The total population of the city was 803,329 in 2008, while the metropolitan area has a population of approximately 1,500,000 making it the second-largest city in Algeria.",https://en.wikipedia.org/wiki/Oran
Angola,65,Huambo,http://www.wikidata.org/entity/Q207322,wd:Q207322,448688,city in Angola,"Huambo, formerly Nova Lisboa (English: New Lisbon), is the third largest city in Angola, after the capital city Luanda and Lubango, with a population of 595,304 in the city and a population of 713,134 in the municipality of Huambo (Census 2014). The city is the capital of the province of Huambo and is located about 220 km E from Benguela and 600 km SE from Luanda. Huambo is a main hub on the Caminho de Ferro de Benguela (CFB) (the Benguela Railway), which runs from the port of Lobito to the Democratic Republic of the Congo's southernmost province, Katanga. Huambo is served by the Albano Machado Airport (formerly Nova Lisboa Airport).

",https://en.wikipedia.org/wiki/Huambo
Argentina,100,Córdoba,http://www.wikidata.org/entity/Q44210,wd:Q44210,241269,"city in Argentina, capital of its province","Córdoba (Spanish pronunciation: [ˈkoɾðoβa]) is a city in central Argentina, in the foothills of the Sierras Chicas on the Suquía River, about 700 km (435 mi) northwest of Buenos Aires. It is the capital of Córdoba Province and the second most populous city in Argentina after Buenos Aires, with about 1.3 million inhabitants according to the 2010 census. It was founded on 6 July 1573 by Jerónimo Luis de Cabrera, who named it after Córdoba, Spain. It was one of the early Spanish colonial capitals of the region that is now Argentina (the oldest city is Santiago del Estero, founded in 1553). The National University of Córdoba is the oldest university of the country and the seventh to be inaugurated in Spanish America. It was founded in 1613 by the Jesuit Order. Because of this, Córdoba earned the nickname La Docta (""the learned"").
Córdoba has many historical monuments preserved from Spanish colonial rule, especially buildings of the Catholic Church. The most recognizable is perhaps the Jesuit Block (Spanish: Manzana Jesuítica), declared in 2000 as a World Heritage Site by UNESCO which consists of a group of buildings dating from the 17th century, including the Colegio Nacional de Monserrat and the colonial university campus. The campus belongs today to the historical museum of the National University of Córdoba, which has been the second-largest university in the country since the early 20th century (after the University of Buenos Aires), in number of students, faculty, and academic programs. Córdoba is also known for its historical movements, such as Cordobazo and La Reforma del '18 (known as University Revolution in English).","https://en.wikipedia.org/wiki/C%C3%B3rdoba,_Argentina"
Armenia,92,Gyumri,http://www.wikidata.org/entity/Q199500,wd:Q199500,1529357,second-largest city in Armenia and capital of Shirak Province in the northwestern part of the country,"Gyumri (Armenian: Գյումրի, pronounced [ɡjumˈɾi]) is an urban municipal community and the second-largest city in Armenia, serving as the administrative center of Shirak Province in the northwestern part of the country. By the end of the 19th century, when the city was known as Alexandropol, it was one of the largest cities of Russian-ruled Eastern Armenia with a population similar to that of Yerevan. It was renamed to Leninakan during the Soviet period. The city's population grew above 200,000 prior to the 1988 Spitak earthquake, when it was devastated. As of the 2011 census, the city had a population of 121,976, down from 150,917 reported at the 2001 census.
Gyumri is the seat of the Diocese of Shirak of the Armenian Apostolic Church.",https://en.wikipedia.org/wiki/Gyumri
Australia,191,Canberra,http://www.wikidata.org/entity/Q3114,wd:Q3114,51983,capital of Australia,"Canberra ( (listen) KAN-bə-rə)
is the capital city of Australia. Founded following the federation of the colonies of Australia as the seat of government for the new nation, it is Australia's largest inland city and the eighth-largest city overall. Unusual among Australian cities, it is an entirely planned city. The city is located at the northern end of the Australian Capital Territory at the northern tip of the Australian Alps, the country's highest mountain range. As of June 2020, Canberra's estimated population was 431,380.The area chosen for the capital had been inhabited by Indigenous Australians for up to 21,000 years, with the principal group being the Ngunnawal people. European settlement commenced in the first half of the 19th century, as evidenced by surviving landmarks such as St John's Anglican Church and Blundells Cottage. On 1 January 1901, federation of the colonies of Australia was achieved. Following a long dispute over whether Sydney or Melbourne should be the national capital, a compromise was reached: the new capital would be built in New South Wales, so long as it was at least 100 miles (160 km) from Sydney. The capital city was founded and formally named as Canberra in 1913. A blueprint by American architects Walter Burley Griffin and Marion Mahony Griffin was selected after an international design contest, and construction commenced in 1913. The Griffins' plan featured geometric motifs and was centred on axes aligned with significant topographical landmarks such as Black Mountain, Mount Ainslie, Capital Hill and City Hill. Canberra's mountainous location makes it the only mainland Australian city where snow-capped mountains can be seen in winter; although snow in the city itself is rare.
As the seat of the Government of Australia, Canberra is home to many important institutions of the federal government, national monuments and museums. This includes Parliament House, Government House, the High Court and the headquarters of numerous government agencies. It is the location of many social and cultural institutions of national significance such as the Australian War Memorial, the Australian National University, the Royal Australian Mint, the Australian Institute of Sport, the National Gallery, the National Museum and the National Library. The city is home to many important institutions of the Australian Defence Force including the Royal Military College Duntroon and the Australian Defence Force Academy. It hosts all foreign embassies in Australia as well as regional headquarters of many international organisations, not-for-profit groups, lobbying groups and professional associations.
Canberra has been ranked among the world's best cities to live and visit. Although the Commonwealth Government remains the largest single employer in Canberra, it is no longer the majority employer. Other major industries have developed in the city, including in health care, professional services, education and training, retail, accommodation and food, and construction. Compared to the national averages, the unemployment rate is lower and the average income higher; tertiary education levels are higher, while the population is younger. At the 2016 Census, 32% of Canberra's inhabitants were reported as having been born overseas.Canberra's design is influenced by the garden city movement and incorporates significant areas of natural vegetation. Its design can be viewed from its highest point at the Telstra Tower and the summit of Mount Ainslie. Other notable features include the National Arboretum, born out of the 2003 Canberra bushfires, and Lake Burley Griffin, named for the city's architects. Highlights in the annual calendar of cultural events include Floriade, the largest flower festival in the Southern Hemisphere, the Enlighten Festival, Skyfire, the National Multicultural Festival and Summernats. Canberra's main sporting venues are Canberra Stadium and Manuka Oval. The city is served with domestic and international flights at Canberra Airport, while interstate train and coach services depart from Canberra Railway Station and the Jolimont Centre respectively. City Interchange is the main hub of Canberra's bus and light rail transport network.",https://en.wikipedia.org/wiki/Canberra
Austria,150,Salzburg,http://www.wikidata.org/entity/Q34713,wd:Q34713,40335,capital city of the federal state of Salzburg in Austria,"Salzburg (Austrian German: [ˈsaltsbʊʁk], German: [ˈzaltsbʊʁk] (listen); literally ""Salt-Castle""; Austro-Bavarian: Soizbuag) is the fourth-largest city in Austria. In 2020, it had a population of 156,872.The town is on the site of the Roman settlement of Iuvavum. Salzburg was founded as an episcopal see in 696 and became a seat of the archbishop in 798. Its main sources of income were salt extraction, trade and gold-mining. The fortress of Hohensalzburg, one of the largest medieval fortresses in Europe, dates from the 11th century. In the 17th century, Salzburg became a center of the Counter-Reformation, with monasteries and numerous Baroque churches built.
Salzburg's historic center (German: Altstadt) is renowned for its Baroque architecture and is one of the best-preserved city-centers north of the Alps. The historic center was enlisted as a UNESCO World Heritage Site in 1996. The city has three universities and a large population of students. Tourists also visit Salzburg to tour the historic center and the scenic Alpine surroundings. 

",https://en.wikipedia.org/wiki/Salzburg
Azerbaijan,100,Stepanakert,http://www.wikidata.org/entity/Q129352,wd:Q129352,914180,city in Nagorno-Karabakh,"Stepanakert (Armenian: Ստեփանակերտ, romanized: Step'anakert, Eastern Armenian pronunciation: [əstɛpʰanaˈkɛɾt]), or Khankendi (Azerbaijani: Xankəndi, Azerbaijani: [xɑncænˈdi] (listen)), is the de facto capital and the largest city of the  breakaway state Republic of Artsakh, though internationally recognized as part of Azerbaijan. The city is located in a valley on the eastern slopes of the Karabakh mountain range, on the left bank of the Qarqarchay river.The area that would become Stepanakert was originally an Armenian settlement named Vararakn. During the Soviet period, the city was made the capital of the Nagorno-Karabakh Autonomous Oblast, becoming a hub for economic and industrial activity. In addition, the city became a hotbed for political activity, serving as the center for Armenian demonstrations calling for the unification of Nagorno-Karabakh with Armenia. Stepanakert suffered extensive damage following the dissolution of the Soviet Union and the outbreak of the First Nagorno-Karabakh War and passed into the hands of local Armenians with the establishment of the Republic of Artsakh.
The city is a regional center of education and culture, being home to Artsakh University, musical schools, and a palace of culture. The economy is based on the service industry and has varied enterprises, food processing, wine making, and silk weaving being the most important. As of 2021, the population of Stepanakert is 75,000.",https://en.wikipedia.org/wiki/Stepanakert
Bahrain,44,Muharraq,http://www.wikidata.org/entity/Q270500,wd:Q270500,1293335,city; former capital of Bahrain,"Muharraq (Arabic: المحرق, romanized: al-Muḥarraq) is Bahrain's third largest city and served as its capital until 1932 when it was replaced by Manama. The population of Muharraq in 2012 was 176,583.
The city is located on Muharraq Island and has long been a centre of religiosity. Bahrain International Airport is also located on the island. Adjacent to Muharraq are the man-made Amwaj Islands, known for their large buildings, hotels and beaches. Muharraq is home to Muharraq Club, which is Bahrain's most successful football club. It is home to the famous Siyadi House. The city is also known for its souq (traditional market) and as a home of traditional arts and music; Ali Bahar, a popular and successful Bahraini singer is from Muharraq.",https://en.wikipedia.org/wiki/Muharraq
