0,1,2
Portugal,513,4.90%
Afghanistan,507,4.84%
Niger,507,4.84%
Eswatini (Swaziland),505,4.82%
Kazakhstan,494,4.72%
Chile,493,4.71%
Guinea-Bissau,490,4.68%
Italy,484,4.62%
Germany,484,4.62%
Burkina Faso,481,4.59%
Oman,480,4.58%
Egypt,480,4.58%
Sri Lanka,479,4.57%
Saudi Arabia,471,4.50%
Brunei,468,4.47%
Equatorial Guinea,466,4.45%
Denmark,461,4.40%
Trinidad and Tobago,454,4.33%
Turkey,454,4.33%
Sweden,452,4.32%
United Arab Emirates,448,4.28%
Uruguay,448,4.28%
Netherlands,447,4.27%
Taiwan,446,4.26%
Norway,444,4.24%
Singapore,440,4.20%
Morocco,440,4.20%
Greece,433,4.13%
Belgium,429,4.10%
Poland,424,4.05%
Finland,424,4.05%
Jordan,422,4.03%
Yemen,421,4.02%
South Korea,420,4.01%
Austria,412,3.93%
Ireland,411,3.92%
Iraq,410,3.91%
Bulgaria,405,3.87%
Mongolia,404,3.86%
Syria,395,3.77%
Algeria,388,3.70%
Switzerland,384,3.67%
Czech Republic,383,3.66%
Montenegro,381,3.64%
Serbia,381,3.64%
Turkmenistan,378,3.61%
Lebanon,374,3.57%
Uzbekistan,371,3.54%
Hungary,370,3.53%
Tunisia,370,3.53%
Croatia,369,3.52%
Cuba,368,3.51%
Romania,364,3.48%
New Zealand,363,3.47%
North Korea,360,3.44%
Azerbaijan,359,3.43%
Kuwait,357,3.41%
Tajikistan,357,3.41%
Malta,357,3.41%
Puerto Rico,356,3.40%
Cyprus,356,3.40%
Kyrgyzstan,353,3.37%
Slovenia,352,3.36%
Ukraine,352,3.36%
Slovakia,347,3.31%
Djibouti,342,3.27%
North Macedonia,337,3.22%
Hong Kong,336,3.21%
Libya,331,3.16%
Latvia,327,3.12%
Bahamas,326,3.11%
Lesotho,321,3.06%
Bosnia and Herzegovina,318,3.04%
Albania,317,3.03%
Bahrain,317,3.03%
Belarus,312,2.98%
Georgia,308,2.94%
Armenia,307,2.93%
Iceland,307,2.93%
Saint Pierre and Miquelon,305,2.91%
Jamaica,300,2.86%
Dominican Republic,291,2.78%
Bermuda,288,2.75%
Estonia,288,2.75%
Qatar,287,2.74%
Luxembourg,284,2.71%
Solomon Islands,280,2.67%
Gibraltar,280,2.67%
Madagascar,278,2.65%
Haiti,277,2.64%
Barbados,265,2.53%
Turks and Caicos Islands,263,2.51%
Lithuania,260,2.48%
East Timor (Timor-Leste),259,2.47%
Faroe Islands,257,2.45%
Cayman Islands,255,2.43%
Guadeloupe,252,2.41%
Virgin Islands, U.S.,244,2.33%
Martinique,242,2.31%
Liechtenstein,242,2.31%
Moldova,241,2.30%
Antigua and Barbuda,238,2.27%
Seychelles,236,2.25%
Dominica,227,2.17%
Saint Lucia,227,2.17%
Saint Kitts and Nevis,218,2.08%
Saint Vincent and the Grenadines,217,2.07%
Greenland,211,2.01%
Aruba,210,2.00%
Montserrat,201,1.92%
Western Sahara,197,1.88%
Falkland Island (Malvinas),191,1.82%
New Caledonia,174,1.66%
Maldives,167,1.59%
Palau,165,1.58%
Fiji,164,1.57%
Micronesia,161,1.54%
Northern Mariana Islands,158,1.51%
Cape Verde,153,1.46%
Grenada,152,1.45%
Anguilla,149,1.42%
Comoros,145,1.38%
Svalbard and Jan Mayen,144,1.37%
São Tomé and Príncipe,142,1.36%
French Polynesia,140,1.34%
Mauritius,136,1.30%
Guam,136,1.30%
Andorra,132,1.26%
Saint Helena,131,1.25%
Vanuatu,124,1.18%
United States Minor Outlying Islands,121,1.16%
South Georgia and the South Sandwich Islands,118,1.13%
French Southern Territories (France),100,0.95%
Marshall Islands,99,0.95%
Christmas Island,95,0.91%
Reunion,93,0.89%
Tonga,84,0.80%
Mayotte,82,0.78%
Samoa,81,0.77%
Norfolk Island,81,0.77%
Kiribati,79,0.75%
Antarctica,78,0.74%
American Samoa,68,0.65%
Cook Islands,68,0.65%
Wallis and Futuna,59,0.56%
British Indian Ocean Territory,59,0.56%
Nauru,55,0.53%
Niue,52,0.50%
Cocos (Keeling) Island,51,0.49%
Heard Islands and McDonald Islands,51,0.49%
Tuvalu,49,0.47%
Pitcairn,46,0.44%
Macau,44,0.42%
Tokelau,42,0.40%
Monaco,35,0.33%
Bouvet Island,33,0.32%
San Marino,22,0.21%
