country,number,item,item_id
Afghanistan,4,Haft Mewa,http://www.wikidata.org/entity/Q1568152
Algeria,10,Mazagran,http://www.wikidata.org/entity/Q9285712
Algeria,3,Ifri,http://www.wikidata.org/entity/Q3148108
Algeria,2,Q3478069,http://www.wikidata.org/entity/Q3478069
Algeria,1,Solntsedar,http://www.wikidata.org/entity/Q25394962
Algeria,1,Q16654678,http://www.wikidata.org/entity/Q16654678
Angola,2,Blue,http://www.wikidata.org/entity/Q15178353
Antigua and Barbuda,1,Wadadli,http://www.wikidata.org/entity/Q14754069
Argentina,67,maté,http://www.wikidata.org/entity/Q203540
Argentina,14,Coca-Cola Life,http://www.wikidata.org/entity/Q14181208
Argentina,4,Submarino,http://www.wikidata.org/entity/Q6134842
Argentina,3,Fernet and Coke,http://www.wikidata.org/entity/Q10872613
Argentina,3,Hesperidina,http://www.wikidata.org/entity/Q5745885
Argentina,3,Nativa,http://www.wikidata.org/entity/Q6979924
Argentina,1,melón con vino,http://www.wikidata.org/entity/Q22274927
Argentina,1,Blasfemia,http://www.wikidata.org/entity/Q96621278
Argentina,1,Imperial,http://www.wikidata.org/entity/Q5763631
Argentina,1,La Diosa Tropical,http://www.wikidata.org/entity/Q5763637
Armenia,19,Ararat,http://www.wikidata.org/entity/Q685705
Armenia,6,Jermuk,http://www.wikidata.org/entity/Q5796738
Australia,19,flat white,http://www.wikidata.org/entity/Q62449
Australia,4,Bundaberg Rum,http://www.wikidata.org/entity/Q3646942
Australia,3,Mother,http://www.wikidata.org/entity/Q6917295
Australia,2,Yellow Tail,http://www.wikidata.org/entity/Q8051845
Australia,2,Solo,http://www.wikidata.org/entity/Q4993891
Australia,2,Count Cola,http://www.wikidata.org/entity/Q1888578
Australia,2,LA Ice Cola,http://www.wikidata.org/entity/Q2418015
Australia,1,Staminade,http://www.wikidata.org/entity/Q7597428
Australia,1,Oak,http://www.wikidata.org/entity/Q7073415
Australia,1,2 Rooz,http://www.wikidata.org/entity/Q12626348
Australia,1,Cooranbong,http://www.wikidata.org/entity/Q5167989
Australia,1,Farmers Union Iced Coffee,http://www.wikidata.org/entity/Q5435810
Australia,1,Leed,http://www.wikidata.org/entity/Q6515782
Australia,1,Bombora,http://www.wikidata.org/entity/Q12628111
Australia,1,Passiona,http://www.wikidata.org/entity/Q19573609
Australia,0,Little Creatures Pale Ale,http://www.wikidata.org/entity/Q63993001
Austria,58,Red Bull,http://www.wikidata.org/entity/Q51482
Austria,32,Mozartkugel,http://www.wikidata.org/entity/Q263223
Austria,9,franziskaner,http://www.wikidata.org/entity/Q47472966
Austria,6,Einspänner,http://www.wikidata.org/entity/Q1309217
Austria,6,Vienna Lager,http://www.wikidata.org/entity/Q2395665
Austria,6,cat tongues,http://www.wikidata.org/entity/Q102163551
