country,number,item,item_id,shortform,pageid,wikidata_description,wikipedia_summary,wikipedia_url
Afghanistan,8,Roshan,http://www.wikidata.org/entity/Q1127519,wd:Q1127519,14890632,communication company in Afghanistan,"Roshan (Persian: روشن) is an Afghan telecommunications provider, serving over six million active subscribers.",https://en.wikipedia.org/wiki/Roshan_(telco)
Albania,17,Hekurudha Shqiptare,http://www.wikidata.org/entity/Q115984,wd:Q115984,4882457,State-owned operator of Albanian railways,"Hekurudha Shqiptare or HSH (Albanian Railways) was the state-owned operator of the Albanian railway system and became a private company in 2005. The system's main passenger terminal was Durrës railway station in the port city of Durrës.
HSH's infrastructure used to run east to Pogradec (up to Librazhd as of 2012), south to Vlorë and north to Shkodër. There was also a branch line to the capital Tirana (up to Kashar, 10 km away as of 2015). The network was extended beyond Shkodër in the 1980s into what is now Montenegro, via the Albanian border town of Hani i Hotit. But this section of the system is for freight only. There is also no physical rail connection between Albania and neighbouring North Macedonia or Greece.
The HSH network was entirely unelectrified, and trains were hauled by Czechoslovak T-669 diesel electric locomotives. The system was basically single-track throughout, with passing loops at various points. Second-hand passenger rolling stock from Germany's DB and former DR, Italy's FS, Austria's ÖBB, and Poland's PKP was used. Trains suffered internal and external damage from vandalism, including the stoning of locomotives and carriages. Further problems arose from landslide damage to sections of the track or because lengths of rail were stolen for iron scrap. As of 2022 the system is barely surviving with a Elbasan Durres train and a Shkoder Lac train that lasts until june 13 although there are some plans to rehabilitate parts of the network in future.

",https://en.wikipedia.org/wiki/Hekurudha_Shqiptare
Algeria,23,Sonatrach,http://www.wikidata.org/entity/Q1090717,wd:Q1090717,1749631,oil and gas company,"Sonatrach (Arabic: سوناطراك; French: Société Nationale pour la Recherche, la Production, le Transport, la Transformation, et la Commercialisation des Hydrocarbures) is the national state-owned oil company of Algeria. Founded in 1963, it is known today to be the largest company in Africa with 154 subsidiaries, and often referred as the first African oil ""major"".

",https://en.wikipedia.org/wiki/Sonatrach
Andorra,21,Ràdio i Televisió d'Andorra,http://www.wikidata.org/entity/Q1305972,wd:Q1305972,2294010,organization,"Ràdio i Televisió d'Andorra, S.A. (RTVA) (Catalan pronunciation: [ˈraði.u j tələβiziˈo ðənˈdorə]; ""Radio and Television of Andorra PLC"") is the state-owned public television and radio broadcaster in the Principality of Andorra. It operates a television channel, ATV, and two radio stations, RNA and AM, all of which broadcast in Catalan.",https://en.wikipedia.org/wiki/R%C3%A0dio_i_Televisi%C3%B3_d%27Andorra
Angola,4,Banco Angolano de Investimentos,http://www.wikidata.org/entity/Q806172,wd:Q806172,3494263,Angolan banking institution,"Banco Angolano de Investimentos (formerly Banco Africano de Investimentos), short BAI, was founded in 1996 as the first private bank in Angola. The BAI is a full-service bank operating in Angola with a nationwide network of (mid-2012) 89 branches in all 18 provinces, with 41 of those branches in Luanda Province. In 9 of the 18 provinces, BAI operates only one branch office.
The largest shareholder is Sonangol, with 8.5% of the bank's capital. Arcinella Assets and Sforza Properties hold 7% respective 6.5% of the shares, six others hold 5% each; the remaining 48% are spread in smaller allotments.The BAI has one representation in Portugal, the Banco BAI Europa S.A. with two branches, Lisbon and Porto. In 2008 BAI opened the Banco BAI Cabo Verde in Cape Verde with several branches.
During the last year, BAI bought the Banco BAI Microfinanças (BMF), a small bank in Angola that offers several services including Western Union payment transfers.
BAI also is the shareholder in other companies, like the Banco Sul Atlantico (BSA), IFI in Cape Verde,  Brasil Banco Múltiplo in Brazil, Banco Internacional de S. Tomé e Príncipe (BISTP) in São Tomé and Principe and other companies.

",https://en.wikipedia.org/wiki/Banco_Angolano_de_Investimentos
Argentina,18,YPF,http://www.wikidata.org/entity/Q2006989,wd:Q2006989,715706,Argentine energy company,"YPF S.A. (Spanish pronunciation: ['i 'pe 'efe], formerly Yacimientos Petrolíferos Fiscales; English: ""Fiscal Oilfields"") is a vertically integrated, majority state-owned Argentine energy company, engaged in oil and gas exploration and production, and the transportation, refining, and marketing of gas and petroleum products. In the 2020 Forbes Global 2000, YPF was ranked as the 1360th -largest public company in the world.Founded in 1922 under President Hipólito Yrigoyen's administration, YPF was the first oil company established as a state enterprise outside of the Soviet Union, and the first state oil company to become vertically integrated.YPF's first director was Enrique Mosconi, who took up his charge in 1922, remaining there until 1930. During his run on the company, Mosconi advocated economic independence and starting in 1928, nationalization of oil supplies; the latter, however, was never achieved due to a 1930 military coup against Yrigoyen backed by, among others, foreign oil interests.YPF was privatized by Carlos Menem and bought by the Spanish firm Repsol in 1999; the resulting merger produced 'Repsol YPF'.
The renationalization of 51% of the firm was initiated in 2012 by President Cristina Fernández de Kirchner. The government of Argentina eventually agreed to pay $5 billion compensation to Repsol.According to Bloomberg, the board of directors include Matteo Reggio and Miguel Gutiérrez.",https://en.wikipedia.org/wiki/YPF
Armenia,14,South Caucasus Railway,http://www.wikidata.org/entity/Q20795233,wd:Q20795233,47485118,railway company of Armenia,"South Caucasus Railway (Armenian: Հարավկովկասյան երկաթուղի, Russian: Южно-Кавказская железная дорога) is a rail operator in Armenia, owned by Russian Railways.

",https://en.wikipedia.org/wiki/South_Caucasus_Railway
Australia,46,Holden,http://www.wikidata.org/entity/Q29281,wd:Q29281,13625,Australian automaker,"Holden, formerly known as General Motors-Holden, was an Australian automobile marque owned by General Motors and as well a former automobile manufacturer, which manufactured cars in Australia before switching to importing cars under the Holden brand. It was headquartered in Port Melbourne.
The company was founded in 1856 as a saddlery manufacturer in South Australia. In 1908, it moved into the automotive field before later becoming a subsidiary of the United States–based General Motors (GM) in 1931, when the company was renamed General Motors-Holden's Ltd. It was renamed Holden Ltd in 1998, adopting the name GM Holden Ltd in 2005.
In the past, Holden has offered badge-engineered models due to sharing arrangements with Chevrolet, Isuzu, Nissan, Opel, Suzuki, Toyota, and Vauxhall Motors. In previous years, the vehicle lineup consisted of models from GM Korea, GM Thailand, GM North America, and self-developed models like the Holden Commodore, Holden Caprice, and the Holden Ute. Holden also distributed the European Opel brand in Australia in 2012 until its Australian demise in mid-2013.Holden briefly owned assembly plants in New Zealand during the early 1990s. The plants had belonged to General Motors  from 1926 until 1990 in an earlier and quite separate operation from GM's Holden investment in Australia. From 1994 to 2017, all Australian-built Holden vehicles were manufactured in Elizabeth, South Australia, and engines were produced at the Fishermans Bend plant in Melbourne. Historically, production or assembly plants were operated in all mainland states of Australia. The consolidation of final assembly at Elizabeth was completed in 1988, but some assembly operations continued at Dandenong, Victoria until 1994.
Although Holden's involvement in exports has fluctuated since the 1950s, the declining sales of large sedan cars in Australia led the company to look to international markets to increase profitability. From 2010, Holden incurred losses due to the strong Australian dollar, and reductions of government grants and subsidies. This led to the announcement, on 11 December 2013, that Holden would cease vehicle and engine production by the end of 2017. On 20 October 2017, the last existing vehicle plant, located in Elizabeth, was closed as the production of the Holden Commodore ended. On 17 February 2020, General Motors announced that the Holden brand would be retired by 2021. It has been replaced by GM Specialty Vehicles (GMSV), which imports the Chevrolet Silverado and will also import the Chevrolet Corvette.",https://en.wikipedia.org/wiki/Holden
Austria,43,PIERER Mobility AG,http://www.wikidata.org/entity/Q215657,wd:Q215657,243320,Austrian motorcycle and sports car manufacturer,"KTM AG (Kraftfahrzeug Trunkenpolz Mattighofen,   formerly KTM Sportmotorcycle AG) is an Austrian  motorcycle, bicycle and sports car manufacturer owned by Pierer Mobility AG & Indian manufacturer Bajaj Auto International Holdings BV. It was formed in 1992 but traces its foundation to as early as 1934. Today, KTM AG is the parent company of the KTM Group, consisting of a number of motorcycle brands.
KTM is known for its off-road motorcycles (enduro, motocross and supermoto). Since the late 1990s, it has expanded into street motorcycle production and developing sports cars – namely the X-Bow. In 2015, KTM sold almost as many street as off-road bikes.From 2012, KTM was the largest motorcycle manufacturer in Europe for four consecutive years. Globally, the company is among the leading off-road motorcycle manufacturers. In 2016, KTM sold 203,423 motor vehicles worldwide.",https://en.wikipedia.org/wiki/KTM
Azerbaijan,20,Azerbaijan Railways,http://www.wikidata.org/entity/Q617956,wd:Q617956,26644752,National railway company of Azerbaijan,"Azerbaijan Railways (Azerbaijani: Azərbaycan Dəmir Yolları) is the national state-owned rail transport operator in the Republic of Azerbaijan. The 2,918 km (1,813 mi), 1,520 mm (4 ft 11+27⁄32 in) gauge network is electrified at 3 kV (3,000 V) DC. The headquarters of the Azerbaijan Railways is in the capital Baku.
Azerbaijan Railways is a successor of Soviet Railways, which itself was the successor of Russian Imperial Railways.
Following the collapse of the Soviet Union in 1991 its railway system broke up into national railway systems of various former Soviet republics from which the independent Republic of Azerbaijan and the Azerbaijan Railways both emerged in that year.
The first railway line in Azerbaijan was laid in 1878 and was opened in 1880 in the suburbs outside Baku.
There are 2,918 km (1,813 mi) of rail tracks out of which 72% or 2,117 km (1,315 mi) are single track and 28% or 815 km (506 mi) are double tracks.Of the total exploitation length of route 43% or 1,272 km (790 mi) are electrified.About 38% of the length of the railway routes or 1,126 km (700 mi) are equipped with full automatic blocks and 16% or 479 km (298 mi) are equipped with centralized dispatchers.The railway has 176 stations, 2 of which Biləcəri (in Baku) and Şirvan are completely automated, 12 stations have container courts with adapted mechanisms and machines, 3 stations – Keşlə (in Baku), Gəncə and Xırdalan are able to supply high cargo containers.
Of the total exploitation length of route 72% or 2,117 km (1,315 mi) are in common carrier service and does not include industrial lines.The national network has no high-speed lines and is not served by high-speed trains.
Along with the Kars–Tbilisi–Baku railway, a regional rail link project that directly connects Turkey, Georgia and Azerbaijan since 2017, the railway lines are being modernised in Azerbaijan with new fast rail stock to replace the old rail stock which are still in service.
The total length of the Azerbaijan Railways ranks 57 in country comparison to the world.

",https://en.wikipedia.org/wiki/Azerbaijan_Railways
Bangladesh,55,Grameen Bank,http://www.wikidata.org/entity/Q188567,wd:Q188567,545529,microfinance organization and community development bank,"Grameen Bank (Bengali: গ্রামীণ ব্যাংক) is a microfinance organisation and community development bank founded in Bangladesh. It makes small loans (known as microcredit or ""grameencredit"") to the impoverished without requiring collateral.
Grameen Bank originated in 1976, in the work of Professor Muhammad Yunus at University of Chittagong, who launched a research project to study how to design a credit delivery system to provide banking services to the rural poor. In October 1983 the Grameen Bank was authorised by national legislation to operate as an independent bank.
The bank grew significantly between 2003 and 2007. As of January 2011, the total borrowers of the bank number 8.4 million, and 97% of those are women. In 1998 the Bank's ""Low-cost Housing Program"" won a World Habitat Award. In 2006, the bank and its founder, Muhammad Yunus, were jointly awarded the Nobel Peace Prize.",https://en.wikipedia.org/wiki/Grameen_Bank
Barbados,7,Caribbean Development Bank,http://www.wikidata.org/entity/Q3772571,wd:Q3772571,891066,"financial institution helping Caribbean nations finance social and economic programs, headquartered at Wildey, St. Michael, Barbados, established by an agreement signed on 18 Oct. 1969, in Kingston, Jamaica and entering into force on 26 Jan. 1970","The Caribbean Development Bank (CDB) is a financial institution that helps Caribbean nations finance social and economic programs in its member countries. CDB was established by an Agreement signed on October 18, 1969, in Kingston, Jamaica, and entered into force on January 26, 1970. The permanent headquarters of the bank is located at Wildey, St. Michael, Barbados; adjacent to the campus of the Samuel Jackman Prescod Polytechnic. There are no other offices of the bank. The headquarters serves all of the regional borrowing member countries with staff recruited from its members.
CDB's membership of 28 countries consists of 19 regional borrowing members, four regional non-borrowing members and five members from outside the Region.
As of December 31, 2014, CDB recorded total assets of US$2.61 billion (this includes US$1.38 billion of ordinary Capital resources and US$1.23 billion of Special Funds Resources). CDB has an “Aa1” with stable outlook rating with Moody's Rating Agency, and an “AA/A-1+” with stable outlook rating with Standard and Poor's Rating Agency. In 2014, the Bank approved loans and grants of US$269.5 million.
At the end of 2014, the bank had total equity of US$822 million.",https://en.wikipedia.org/wiki/Caribbean_Development_Bank
Belarus,30,BelAZ,http://www.wikidata.org/entity/Q815069,wd:Q815069,2650911,company,"BelAZ (Belarusian: Беларускі аўтамабільны завод, romanized: Belaruski autamabilny zavod, lit. 'Belarusian Automobile Plant', Russian: Белорусский автомобильный завод or БелАЗ) is a Belarusian automobile plant and one of the world's largest manufacturers of large and especially large dump trucks, as well as other heavy transport equipment for the mining and construction industries.
BelAZ is a site for one of the largest Commonwealth of Independent States investment projects. The factory finalized two of the three scheduled phases of the technical re-equipment and upgrades. The Quality Management System applied in research and development, fabrication, erection and after-sale service of the equipment complies with international ISO 9000 standards.",https://en.wikipedia.org/wiki/BelAZ
Belgium,38,Anheuser-Busch InBev,http://www.wikidata.org/entity/Q128738,wd:Q128738,19395099,Belgian-Brazilian multinational beverage and brewing company,"Anheuser-Busch InBev SA/NV, commonly known as AB InBev, is a Brazilian and Belgian multinational drink and brewing company based in Leuven, Belgium. AB InBev has a global functional management office in New York City, and regional headquarters in São Paulo, London, St. Louis, Mexico City, Bremen, Johannesburg and others. It has approximately 630 beer brands in 150 countries.AB InBev was formed through InBev (itself a merger between Interbrew from Belgium and AmBev from Brazil) acquiring Anheuser-Busch from the United States.In October 2015, Anheuser-Busch InBev announced a successful all-cash bid to acquire South African multinational competitor SABMiller; the merger was concluded in October 2016. It was the world's largest brewer even before the acquisition of SABMiller and is considered one of the largest fast-moving consumer goods companies in the world. The annual sales for the company in 2019 were US$52.3 billion; prior to the merger, ABInBev had realized US$45.5 billion in revenue in 2016. The company was expected to have a 28 percent market share of global volume beer sales in 2017, according to Euromonitor International.SABMiller ceased trading on global stock markets. The company subsequently sold the former SABMiller's interest in MillerCoors to Molson Coors, sold many of the former SABMiller's European brands to the Japanese beverage corporation Asahi Breweries and sold much of its Coca-Cola bottling and distribution interests to the American beverage group Coca-Cola Company.Anheuser-Busch InBev SA/NV is a publicly listed company, with its primary listing on the Euronext Brussels. It has secondary listings on Mexico City Stock Exchange, Johannesburg Stock Exchange and New York Stock Exchange.

",https://en.wikipedia.org/wiki/AB_InBev
Benin,4,La Poste du Bénin,http://www.wikidata.org/entity/Q6464559,wd:Q6464559,26695299,government organization responsible for postal matters in Benin,La Poste du Bénin is the government organisation responsible for the post in Benin.Benin has been a member of the Universal Postal Union since 27 April 1961 and is also a member of the West African Postal Conference.,https://en.wikipedia.org/wiki/La_Poste_du_B%C3%A9nin
Bolivia,6,Entel Bolivia,http://www.wikidata.org/entity/Q3054977,wd:Q3054977,24878891,A Telecommunication company of Bolivia,"Entel S.A. (acronym for Empresa Nacional de Telecomunicaciones) is a major Bolivian state-owned telecommunications company, headquartered in La Paz, Bolivia. Entel was founded on December 22, 1965 by Law Decree N° 7441 as a joint-stock company with official representation in Bolivia. In 1966 it became a decentralized public company, under the supervision of the Ministry of Transport, Communications and Aeronautics.
On November 27, 1995, Telecom Italia was granted 50% of Entel's shares and management of the company. In addition, the Telecommunications Law (Law No. 1632 of July 5, 1995) granted Entel a six-year monopoly on national and international long-distance telephone services. Telecom Italia, on its part, committed to implement an investment plan totaling US$610 million and to meet the expansion and quality goals defined by the law and by the concession contract.
On May 1, 2008, Entel was nationalized by Supreme Decree N° 29544. Bolivia became the owner of 97% of the company's shares through the Ministry of Public Works, Services and Housing; the labor stability of Entel's workers is guaranteed, and as well as the contracts signed with customers and suppliers. The decree orders the transformation of Entel from a private corporation to a mixed-economy company, disposition not fulfilled to 2021.A milestone was reached in the company's history, due to the launch of the Túpac Katari 1 satellite that would be beneficial for its coverage in Bolivia, in December 2013. This was Bolivia's first telecommunications satellite and will also improve connection speeds in the process.In September 2017, the company announced that it would enter the Peruvian telecommunications market, and also invest US$60 million in the process.Entel announced that they were creating a fiber-optic network in May 2019.In September 2019, they successfully tested 5G in Santa Cruz de la Sierra, along with Chinese company Huawei.In September 2020, they successfully connected their fiber optic network to the international network.

",https://en.wikipedia.org/wiki/Entel_(Bolivia)
Bosnia and Herzegovina,19,Republike Srpske Railways,http://www.wikidata.org/entity/Q80990,wd:Q80990,31000585,railway company in Bosnia and Herzegovina,"Republika Srpska Railways (Serbian: Željeznice Republike Srpske / Жељезнице Републике Српске – ŽRS / ЖРС) is the railway company of Republika Srpska, Bosnia and Herzegovina. It is one of the two rail companies in the country (the other is the ŽFBH, operating in the Federation of Bosnia and Herzegovina). The company operates 424 kilometres (263 mi) of railroad.

",https://en.wikipedia.org/wiki/Republika_Srpska_Railways
Botswana,1,Sefalana,http://www.wikidata.org/entity/Q104866602,wd:Q104866602,65699774,Botswana holding company and parent company of Sefalana retail,"Sefalana, is Botswana's second largest food retailer. It operates more than 1200 stores across Africa. The company's headquarters are in Gaborone, Botswana. Sefalana is a public company listed on the Botswana Stock Exchange.

",https://en.wikipedia.org/wiki/Sefalana
Brazil,55,Embraer,http://www.wikidata.org/entity/Q105557,wd:Q105557,182047,aircraft manufacturer in Brazil,"Embraer S.A. (Portuguese pronunciation: [ẽbɾaˈɛɾ]) is a Brazilian multinational aerospace manufacturer that produces commercial, military, executive and agricultural aircraft, and provides aeronautical services. It was founded in 1969 in São José dos Campos, São Paulo, where its headquarters are located. The company is the third largest producer of civil aircraft, after Boeing and Airbus.",https://en.wikipedia.org/wiki/Embraer
Brunei,10,Radio Televisyen Brunei,http://www.wikidata.org/entity/Q2126325,wd:Q2126325,6720897,Bruneian public broadcaster,"Radio Television Brunei (officially abbreviated as RTB) is the national public broadcaster of Brunei. Radio Brunei made its first broadcast on 2 May 1957, with a television service starting on 1 March 1975. Radio Television Brunei also monopolise the free-to-air television in the country, and also radio until 1999, when the country's only commercial radio station, Kristal FM was founded. Currently, it operates 3 television channels and 5 radio stations. The network's logo was based from the national emblem of Brunei.",https://en.wikipedia.org/wiki/Radio_Television_Brunei
Bulgaria,25,Bulgarian State Railways,http://www.wikidata.org/entity/Q610143,wd:Q610143,4150591,State railway of Bulgaria,"The Bulgarian State Railways (Bulgarian: Български държавни железници, romanized: Balgarski darzhavni zheleznitsi, abbreviated as БДЖ, BDZ or BDŽ) are Bulgaria's state railway company and the largest railway carrier in the country, established as an entity in 1888. The company's headquarters are located in the capital Sofia. Since the 1990s the BDŽ has met serious competition from automotive transport. Up to 2002 the company also owned/managed the state railway (up to 2485 miles total 1435 mm {4,7 foot} & 760 mm {2,49 foot} (Septemvri to Dobrinishte only) track gauge railway tracks) infrastructure in the country, when according to EU regulations a new state company, the National Railway Infrastructure Company, was founded and became the owner of the infrastructure.
Bulgaria is a member of the International Union of Railways (UIC). The UIC Country Code for Bulgaria is 52.

",https://en.wikipedia.org/wiki/Bulgarian_State_Railways
