0,1,2,3,4,5,6,7,8
Aghanistan,29,Grand Trunk Road,http://www.wikidata.org/entity/Q300701,wd:Q300701,595524,major road in Asia,"The Grand Trunk Road (formerly known as Uttarapath, Sarak-e-Azam, Shah Rah-e-Azam, Badshahi Sarak, and Long Walk) is one of Asia's oldest and longest major roads. For at least 2,500 years it has linked Central Asia to the Indian subcontinent. It runs roughly 2,400 km (1,491 mi) from Teknaf, Bangladesh on the border with Myanmar west to Kabul, Afghanistan, passing through Chittagong and Dhaka in Bangladesh, Kolkata, Prayagraj, Delhi, and Amritsar in India, and Lahore, Rawalpindi, and Peshawar in Pakistan.Chandragupta Maurya, the founder of the ancient Indian Maurya Empire, built this highway along an ancient route called Uttarapatha in the 3rd century BCE, extending it from the mouth of the Ganges to the north-western frontier of the Empire. Further improvements to this road were made under Ashoka. The old route was re-aligned by Sher Shah Suri to Sonargaon and Rohtas. The Afghan end of the road was rebuilt under Mahmud Shah Durrani.   The road was considerably rebuilt in the British period between 1833 and 1860.The road coincides with current N1, Feni,(Chittagong to Dhaka), N4 & N405 (Dhaka to Sirajganj), N507 (Sirajganj to Natore) and N6 (Natore to Rajshai towards Purneain India; NH 12 (Purnea to Bakkhali ), NH 27 (Purnea to Patna), NH 19 (Kolkata to Agra), NH 44 (Agra to Jalandhar via New Delhi, Sonipat, Panipat, Ambala and Ludhiana) and NH 3 (Jalandhar to Attari, Amritsar in India towards Lahore in Pakistan) via Wagah; N-5 (Lahore, Gujranwala, Gujrat, Lalamusa, Jhelum, Rawalpindi, Peshawar and Khyber Pass towards Jalalabad in Afghanistan) in Pakistan and AH1 (Torkham-Jalalabad to Kabul) to Gazani in Afghanistan.
Over the centuries, the road acted as one of the major trade routes in the region and facilitated both travel and postal communication. The Grand Trunk Road is still used for transportation in present-day Indian subcontinent, where parts of the road have been widened and included in the national highway system.",https://en.wikipedia.org/wiki/Grand_Trunk_Road
Albania,22,European route E86,http://www.wikidata.org/entity/Q1376023,wd:Q1376023,24504033,"European route in Greece, Albania and North Macedonia","European route E86 is a road part of the International E-road network. It begins in Krystallopigi, Greece and ends in Gefyra, Greece.
The road follows: Krystallopigi - Florina - Edessa - Giannitsa - Gefyra.",https://en.wikipedia.org/wiki/European_route_E86
Algeria,17,Trans-Sahara Highway,http://www.wikidata.org/entity/Q1449946,wd:Q1449946,12249941,highway,"The Trans-Sahara Highway or TAH 2, also known as the African Unity Road, is a transnational highway project nearing completion to pave, improve and ease border formalities on an existing trade route running north–south across the Sahara Desert. It runs between North Africa bordered by the Mediterranean Sea in the north and West Africa bordered by the Atlantic Ocean in the south, from Algiers in Algeria to Lagos in Nigeria, giving it the alternative names of the Algiers–Lagos Highway or Lagos–Algiers Highway.

The Trans-Sahara Highway is one of the oldest transnational highways in Africa and one of the most complete, having been proposed in 1962, with construction of sections in the Sahara starting in the 1970s. Its central section is still little-used though, and still requires special vehicles and precautions to be taken to survive the harsh environment and climate of the center of the desert.",https://en.wikipedia.org/wiki/Trans-Sahara_Highway
Angola,7,Beira–Lobito Highway,http://www.wikidata.org/entity/Q814827,wd:Q814827,12318138,road,"The Beira–Lobito Highway or TAH 9 is Trans-African Highway 9 in the transcontinental road network being developed by the United Nations Economic Commission for Africa (UNECA), the African Development Bank (ADB), and the African Union. The route has a length of 3,523 km (2,189 mi) crossing Angola, the most southerly part of the Democratic Republic of the Congo, Zambia, Zimbabwe, and central Mozambique.
It is substantially complete in its south-eastern half where it uses paved national roads of Zambia, Zimbabwe and Mozambique, but the western half through most of Angola and DR Congo consists of earth tracks or formerly paved roads requiring reconstruction.
The route links mining areas of DR Congo, Zambia and Zimbabwe and agricultural production areas of Angola, Zambia and Zimbabwe to the Atlantic port of Lobito and Indian Ocean port of Beira. Civil wars in Angola, DR Congo, Zimbabwe and Mozambique have affected development of the highway in the past, most recently in DR Congo and Angola, both still in a rebuilding phase.
The route is also served by a rail link running parallel to it for much of its length except between Kafue and Harare, though it too has been damaged in wars and its western half, the Benguela Railway, does not currently operate.
Between Kapiri Mposhi and Kafue in Zambia, the highway shares the route with the Cairo-Cape Town Highway.
When complete the highway will be the southernmost of the Trans-African network's east-west crossings of the continent. However regional highways developed by the Southern African Development Community (SADC) already offer well-functioning and fully paved alternative routes, particularly the Trans-Kalahari Corridor and Maputo Corridor from the port of Walvis Bay in Namibia, and the more southerly link via Botswana and South Africa to the port of Maputo in southern Mozambique.
Furthermore Zambia has a higher priority to complete the Barotse Floodplain causeway (the Mongu–Kalabo road), extending its Lusaka-Mongu Road, and has proposed to the Angolan government that it continue into that country to link up with its road network via Kalabo and Sikongo. Secondly, DR Congo has been offered a loan and construction assistance by China to develop a railway from Lubumbashi to its port of Matadi as its main trade route. Trans-African Highway 9 might then be relegated to a back-burner by Southern African regional developments.",https://en.wikipedia.org/wiki/Beira%E2%80%93Lobito_Highway
Argentina,44,Carretera Panamericana,http://www.wikidata.org/entity/Q271839,wd:Q271839,301108,highway along North and South America,"The Pan-American Highway (French: (Auto)route panaméricaine/transaméricaine; Portuguese: Rodovia/Autoestrada Pan-americana; Spanish: Autopista/Carretera/Ruta Panamericana) is a network of roads stretching across the Americas and measuring about 30,000 kilometres (19,000 mi) in total length. Except for a break of approximately 106 km (66 mi) across the border between southeast Panama and northwest Colombia, called the Darién Gap, the roads link almost all of the Pacific coastal countries of the Americas in a connected highway system. According to Guinness World Records, the Pan-American Highway is the world's longest ""motorable road"". It is only possible to cross by land between South America and Central America—the last town in Colombia to the first outpost in Panama—by a difficult and dangerous hike of at least four days through the Darién Gap, one of the rainiest areas of the planet.
The Pan-American Highway passes through many diverse climates and ecological types—ranging from dense jungles to arid deserts and barren tundra. Some areas are fully passable only during the dry season, and in many regions driving is occasionally hazardous.  The Pan-American Highway system is physically mostly complete and extends in de facto terms from Prudhoe Bay, Alaska, in North America, to the southernmost reaches of South America. Several southern highway termini are claimed, including the cities of Puerto Montt and Quellón in Chile, and Ushuaia in Argentina.
West and north of the Darién Gap, this roadway is also known as the Inter-American Highway through Central America and Mexico. There it splits into several spurs leading to the Mexico–United States border.",https://en.wikipedia.org/wiki/Pan-American_Highway
Armenia,21,European route E117,http://www.wikidata.org/entity/Q1375799,wd:Q1375799,18814299,road in Europe,"European Route E 117 is part of the International E-road network, which is a series of main roads in Europe.",https://en.wikipedia.org/wiki/European_route_E117
Australia,41,Albert Park Circuit,http://www.wikidata.org/entity/Q171288,wd:Q171288,10945,motorsport track in Australia,"The Albert Park Circuit is a motorsport street circuit around Albert Park Lake, three kilometres south of central Melbourne. It is used annually as a circuit for the Formula One Australian Grand Prix, the supporting Supercars Championship Melbourne 400 and other associated support races. The circuit has an FIA Grade 1 license.Although the entire track consists of normally public roads, each sector includes medium to high-speed characteristics more commonly associated with dedicated racetracks facilitated by grass and gravel run-off safety zones that are reconstructed annually. However, the circuit also has characteristics of a street circuit's enclosed nature due to concrete barriers annually built along the Lakeside Drive curve, in particular, where run-off is not available due to the proximity of the lake shore.",https://en.wikipedia.org/wiki/Albert_Park_Circuit
Austria,41,Red Bull Ring,http://www.wikidata.org/entity/Q171566,wd:Q171566,1219699,motor racing track,"The Red Bull Ring is a motorsport race track in Spielberg, Styria, Austria.The race circuit was founded as Österreichring (translation: Austrian Circuit) and hosted the Austrian Grand Prix for 18 consecutive years, from 1970 to 1987. It was later shortened, rebuilt and renamed the A1-Ring (A Eins-Ring), and it hosted the Austrian Grand Prix again from 1997 to 2003. When Formula One outgrew the circuit, a plan was drawn up to extend the layout. Parts of the circuit, including the pits and main grandstand, were demolished, but construction work was stopped and the circuit remained unusable for several years before it was purchased by Red Bull's Dietrich Mateschitz and rebuilt. Renamed the Red Bull Ring the track was reopened on 15 May 2011 and subsequently hosted a round of the 2011 DTM season and a round of the 2011 F2 championship. Formula One returned to the circuit in the 2014 season, and MotoGP returned to the circuit in the 2016 season. The Red Bull Ring also hosted a second F1 event named the Styrian Grand Prix in 2020 and 2021; and a second MotoGP event named the Styrian motorcycle Grand Prix in 2020 and 2021 after the COVID-19 pandemic affected the schedules of both of those seasons.",https://en.wikipedia.org/wiki/Red_Bull_Ring
Azerbaijan,38,Baku Street Circuit,http://www.wikidata.org/entity/Q17004958,wd:Q17004958,42704634,Motorsports Circuit,"The Baku City Circuit (Azerbaijani: Bakı Şəhər Halqası) is a motor racing street circuit located in Baku, Azerbaijan constructed near Baku Boulevard. A lap of the circuit is 6.003 km (3.730 mi), making it the third-longest circuit on the Formula One calendar (after Circuit de Spa-Francorchamps and Jeddah Street Circuit). The inaugural Formula One race at the circuit was the 2016 European Grand Prix and its support events. A year later, in 2017, the circuit held the inaugural Azerbaijan Grand Prix. The event is organised by Baku City Circuit Operation Company (Azerbaijani: Bakı Şəhər Halqası Əməliyyat Şirkəti).",https://en.wikipedia.org/wiki/Baku_City_Circuit
Bahrain,43,Bahrain International Circuit,http://www.wikidata.org/entity/Q171332,wd:Q171332,944365,motorsport track in Bahrain,"The Bahrain International Circuit (Arabic: حلبة البحرين الدولية, romanized: Ḥalba al-Baḥrayn ad-Dawliyya) is a 5.412 km (3.363 mi) motorsport venue opened in 2004 and used for drag racing, GP2 Series (now FIA Formula 2), and the annual  Formula One Bahrain Grand Prix. The 2004 Grand Prix was the first held in the Middle East. Beginning in 2006, Australian V8 Supercars raced at the BIC, with the event known as the Desert 400. However, the V8 Supercars did not return for the 2011 V8 Supercar season. 24 Hour endurance races are also hosted at BIC. The circuit has a FIA Grade 1 license. The circuit also has multiple layouts.",https://en.wikipedia.org/wiki/Bahrain_International_Circuit
