country,number,item,item_id,shortform,pageid,wikidata_description,wikipedia_summary,wikipedia_url
Afghanistan,4.146818,Kabul,http://www.wikidata.org/entity/Q5838,wd:Q5838,16826,capital of Afghanistan,"Kabul (; Pashto: کابل, romanized: Kābəl, IPA: [kɑˈbəl]; Persian: کابل, romanized: Kābol, IPA: [kɒːˈbol]) is the capital and largest city of Afghanistan, located in the eastern section of the country. It is also a municipality, forming part of the greater Kabul Province, and it is divided into 22 districts. According to estimates in 2021, the population of Kabul was 4.6 million and it serves as Afghanistan's political, cultural and economical center. Rapid urbanization has made Kabul the world's 75th largest city.Kabul is located high up in a narrow valley between the Hindu Kush mountains and bounded by the Kabul River, with an elevation of 1,790 metres (5,873 ft) making it one of the highest capitals in the world. The city is said to be over 3,500 years old, mentioned since at least the time of the Achaemenid Empire. Located at crossroads in Asia – roughly halfway between Istanbul in the west and Hanoi in the east – it is in a strategic location along the trade routes of South and Central Asia, and a key location of the ancient Silk Road. It was so that it was compared to a meeting place between Tartary, India and Persia. The city had also been under the rule of various other dynasties and empires including the Seleucids, Kushans, the Hindu Shahi and Turk Shahis, Samanids, Khwarazmians, Timurids, Mongols and others. In the 16th century, Kabul served as an initial summer capital of the Mughal Empire, during which time it increasingly prospered and was of significance to the empire. It briefly passed to Persian Afsharid control following Nader Shah's invasion of India, until finally becoming part of the Afghan Durrani Empire in 1747. Kabul became the capital of Afghanistan in 1776 during the reign of Timur Shah Durrani, the son of Ahmad Shah Durrani. In the 19th century, the British occupied the city, but after establishing foreign relations, they were compelled to withdraw all forces from Afghanistan.
Kabul is known for its historical gardens, bazaars, and palaces, well known examples being the Gardens of Babur and Darul Aman Palace. In the latter half of the 20th century, it became a stop on the hippie trail attracting tourists, while the city also gained the nickname Paris of Central Asia. This period of tranquility ended as Kabul was occupied by the Soviets in 1979, while a civil war in the 1990s between various rebel groups destroyed much of the city. From 2001, the city was occupied by a coalition of forces including NATO until August 2021 when Kabul was seized by the Taliban's forces.",https://en.wikipedia.org/wiki/Kabul
Albania,65.19648,Shkodër,http://www.wikidata.org/entity/Q131638,wd:Q131638,59736375,city in northwestern Albania,"Shkodër ( SHKOH-dər, Albanian: [ˈʃkɔˈdəɾ]; definite Albanian form: Shkodra) is the fifth most populous city of the Republic of Albania and the seat of Shkodër County and Shkodër Municipality. The city sprawls across the Plain of Mbishkodra between the southern part of Lake Shkodër and the foothills of the Albanian Alps on the banks of Buna, Drin and Kir. Due to its proximity to the Adriatic Sea, Shkodër is affected by a seasonal Mediterranean climate with continental influences.One of the continuously inhabited cities in the Balkans, Shkodër was founded under the name Scodra upon the traditional lands of the Illyrian tribes of the Ardiaei and Labeates in the 4th century BC. It has historically developed on a 130 m (430 ft) hill strategically located in the outflow of Lake Shkodër into the Buna River. The Romans annexed the city after the third Illyrian War in 168 BC, when Gentius was defeated by the Roman force of Anicius Gallus. In the 3rd century AD, Shkodër became the capital of Praevalitana, due to the administrative reform of the Roman Emperor Diocletian. With the spread of Christianity in the 4th century AD, the Archdiocese of Scodra was founded and was assumed in 535 by Byzantine Emperor Justinian I.
Shkodër is regarded as the traditional capital of northern Albania, also referred to as Gegëria, and is noted for its arts, culture, religious diversity and turbulent history among the Albanians. The architecture of Shkodër is particularly dominated by mosques and churches reflecting the city's high degree of religious diversity and tolerance. Shkodër was home to many influential personalities, who among others, helped to shape the Albanian Renaissance.",https://en.wikipedia.org/wiki/Shkod%C3%ABr
Algeria,18.325256,Tlemcen,http://www.wikidata.org/entity/Q185134,wd:Q185134,515053,city in Algeria,"Tlemcen (; Arabic: تلمسان Tilimsān) is the second-largest city in north-western Algeria after Oran, and capital of the Tlemcen Province.  The city has developed leather, carpet and textile industries, which it exports through the port of Rachgoun. It had a population of 377,400 at the previous census, while the province had 1,302,000 inhabitants.Former capital of the central Maghreb, the city mixes Berber, Arab, Hispano-Moorish, Ottoman and Western influences. From this mosaic of influences, the city derives the title of capital of Andalusian art in Algeria. According to the author Dominique Mataillet, various titles are attributed to the city including ""the pearl of the Maghreb"", ""the African Granada"" and ""the Medina of the West"".",https://en.wikipedia.org/wiki/Tlemcen
Angola,10.492699,Luanda,http://www.wikidata.org/entity/Q3897,wd:Q3897,18402,capital of Angola,"Luanda () is the capital and largest city in Angola. It is Angola's primary port, and its major industrial, cultural and urban centre. Located on Angola's northern Atlantic coast, Luanda is Angola's administrative centre, its chief seaport, and also the capital of the Luanda Province. Luanda and its metropolitan area is the most populous Portuguese-speaking capital city in the world and the most populous Lusophone city outside Brazil, with over 8.3 million inhabitants in 2020 (a third of Angola's population). 
Among the oldest colonial cities of Africa, it was founded in January 1576 as São Paulo da Assunção de Loanda by Portuguese explorer Paulo Dias de Novais. The city served as the centre of the slave trade to Brazil before its prohibition. At the start of the Angolan Civil War in 1975, most of the white Portuguese left as refugees, principally for Portugal. Luanda's population increased greatly from refugees fleeing the war, but its infrastructure was inadequate to handle the increase. This also caused the exacerbation of slums, or musseques, around Luanda. The city is undergoing a major reconstruction, with many large developments taking place that will alter its cityscape significantly.
The industries present in the city include the processing of agricultural products, beverage production, textile, cement, new car assembly plants, construction materials, plastics, metallurgy, cigarettes and shoes. The city is also notable as an economic centre for oil, and a refinery is located in the city. Luanda has been considered one of the most expensive cities in the world for expatriates. The inhabitants of Luanda are mostly members of the ethnic group of the Ambundu, but in recent times there has been an increase of the number of the Bakongo and the Ovimbundu. There exists a European population, consisting mainly of Portuguese. Luanda was the main host city for the matches of the 2010 African Cup of Nations.",https://en.wikipedia.org/wiki/Luanda
Armenia,110.021645,Gyumri,http://www.wikidata.org/entity/Q199500,wd:Q199500,1529357,second-largest city in Armenia and capital of Shirak Province in the northwestern part of the country,"Gyumri (Armenian: Գյումրի, pronounced [ɡjumˈɾi]) is an urban municipal community and the second-largest city in Armenia, serving as the administrative center of Shirak Province in the northwestern part of the country. By the end of the 19th century, when the city was known as Alexandropol, it was one of the largest cities of Russian-ruled Eastern Armenia with a population similar to that of Yerevan. It was renamed to Leninakan during the Soviet period. The city's population grew above 200,000 prior to the 1988 Spitak earthquake, when it was devastated. As of the 2011 census, the city had a population of 121,976, down from 150,917 reported at the 2001 census.
Gyumri is the seat of the Diocese of Shirak of the Armenian Apostolic Church.",https://en.wikipedia.org/wiki/Gyumri
Australia,63.30485,Launceston,http://www.wikidata.org/entity/Q339527,wd:Q339527,266241,"city in the north of Tasmania, Australia","Launceston ( (listen)) is a city in the north of Tasmania, Australia, at the confluence of the North Esk and South Esk rivers where they become the Tamar River (kanamaluka). Launceston has a population of 110,472 in the significant urban area (2020). Launceston is the second most populous city in Tasmania after the state capital, Hobart, As of 2020, Launceston is the 17th largest city in Australia. Launceston is fourth-largest inland city and the ninth-largest non-capital city in Australia. Launceston is the most liveable regional city, and was one of the most popular regional cities to move to in Australia from 2020 to 2021. Launceston won the Australian town of the year in 2022.Settled by Europeans in March 1806, Launceston is one of Australia's oldest cities and it has many historic buildings. Like many places in Australia, it was named after a town in the United Kingdom – in this case, Launceston, Cornwall. Launceston also had the first use of anaesthetic in the Southern Hemisphere, it was the first Australian city to have underground sewers, and it was the first Australian city to be lit by hydroelectricity. The city has a maritime climate with four distinct seasons and is appreciably warmer than the south of the island during summer. Local government is split between the City of Launceston and the Meander Valley and West Tamar Councils.","https://en.wikipedia.org/wiki/Launceston,_Tasmania"
Azerbaijan,38.711155,Baku,http://www.wikidata.org/entity/Q9248,wd:Q9248,4566,capital of Azerbaijan,"Baku (US: , UK: ; Azerbaijani: Bakı [bɑˈcɯ] (listen)) is the capital and largest city of Azerbaijan, as well as the largest city on the Caspian Sea and of the Caucasus region. Baku is located 28 metres (92 ft) below sea level, which makes it the lowest lying national capital in the world and also the largest city in the world located below sea level. Baku lies on the southern shore of the Absheron Peninsula, alongside the Bay of Baku. At the beginning of 2009, Baku's urban population was estimated at just over two million people. Officially, about 25% of all inhabitants of the country live in Baku's metropolitan area. Baku is the sole metropolis in Azerbaijan.
Baku is divided into twelve administrative raions and 48 townships. Among these are the townships on the islands of the Baku Archipelago, and the town of Oil Rocks built on stilts in the Caspian Sea, 60 kilometres (37 miles) away from Baku. The Inner City of Baku, along with the Shirvanshah's Palace and Maiden Tower, were inscribed as a UNESCO World Heritage Site in 2000. According to the Lonely Planet's ranking, Baku is also among the world's top ten destinations for urban nightlife.The city is the scientific, cultural, and industrial centre of Azerbaijan. Many sizeable Azerbaijani institutions have their headquarters there. The Baku International Sea Trade Port is capable of handling two million tonnes of general and dry bulk cargoes per year. In recent years, Baku has become an important venue for international events. It hosted the 57th Eurovision Song Contest in 2012, the 2015 European Games, 4th Islamic Solidarity Games, the European Grand Prix in 2016, the Azerbaijan Grand Prix since 2017, hosted the final of the 2018–19 UEFA Europa League, and was one of the host cities for UEFA Euro 2020.
The city is renowned for its harsh winds, which is reflected in its nickname, the ""City of Winds"".",https://en.wikipedia.org/wiki/Baku
Bahrain,15.240611,Manama,http://www.wikidata.org/entity/Q3882,wd:Q3882,20481,capital of Bahrain,"Manama (Arabic: المنامة al-Manāma, Bahrani pronunciation: [elmɐˈnɑːmɐ]) is the capital and largest city of Bahrain, with an approximate population of 200,000 people as of 2020. Long an important trading center in the Persian Gulf, Manama is home to a very diverse population.  After periods of Portuguese and Persian control and invasions from the ruling dynasties of Saudi Arabia and Oman, Bahrain established itself as an independent nation in 1971 after a period of British hegemony.
Although the current twin cities of Manama and Muharraq appear to have been founded simultaneously in the 1800s, Muharraq took prominence due to its defensive location and was thus the capital of Bahrain until 1923. Manama became the mercantile capital and was the gateway to the main Bahrain Island. In the 20th century, Bahrain's oil wealth helped spur fast growth and in the 1990s a concerted diversification effort led to expansion in other industries and helped transform Manama into an important financial hub in the Middle East. Manama was designated as the 2012 capital of Arab culture by the Arab League, and a beta global city by the Globalization and World Cities Research Network in 2018.",https://en.wikipedia.org/wiki/Manama
Bangladesh,9.043478,Barishal,http://www.wikidata.org/entity/Q747840,wd:Q747840,2645683,city in Bangladesh,"Barisal ( or ; Bengali: বরিশাল, pronounced [boɾiʃal]), officially known as Barishal, is a major city that lies on the banks of the Kirtankhola river in south-central Bangladesh. It is the largest city and the administrative headquarter of both Barisal District and Barisal Division. It is one of the oldest municipalities and river ports of the country. Barisal municipality was established in the year 1876 during the British rule in India and upgraded to City Corporation on 25 July 2002. Barisal is Bangladesh's third largest information technology and financial hub. The city consists of 30 wards and 50 mahallas with a population of 328,278 according to the 2011 national census and with the voter of about 2.48 lakhs according to the 2018 voter list of city election.  The area of the city is 58 km2.
The city is called the Venice of the East or the Venice of Bengal and the Paradise of Bengal.",https://en.wikipedia.org/wiki/Barisal
Belarus,45.55709,Minsk,http://www.wikidata.org/entity/Q2280,wd:Q2280,51593,capital and largest city of Belarus,"Minsk (Belarusian: Мінск [mʲinsk]; Russian: Минск, Yiddish: מינסק) is the capital and the largest city of Belarus, located on the Svislach and the now subterranean Niamiha rivers. As the capital, Minsk has a special administrative status in Belarus and is the administrative centre of Minsk Region (voblasć) and Minsk District (rajon). As of January 2021, its population was 2,009,786, (not including suburbs), making Minsk the 11th most populous city in Europe. Minsk is the administrative capital of the Commonwealth of Independent States (CIS) and seat of its Executive Secretary.
The earliest historical references to Minsk date to the 11th century (1067), when it was noted as a provincial city within the Principality of Polotsk. The settlement developed on the rivers. In 1242, Minsk became part of the Grand Duchy of Lithuania. It received town privileges in 1499.From 1569, it was a capital of the Minsk Voivodeship, in the Polish–Lithuanian Commonwealth. It was part of a region annexed by the Russian Empire in 1793, as a consequence of the Second Partition of Poland. From 1919 to 1991, after the Russian Revolution, Minsk was the capital of the Byelorussian Soviet Socialist Republic, in the Soviet Union. In June 2019, Minsk hosted the 2019 European Games.",https://en.wikipedia.org/wiki/Minsk
