0,1,2,3,4,5,6,7,8
Afghanistan,22,Afghanistan–Uzbekistan Friendship Bridge,http://www.wikidata.org/entity/Q509824,wd:Q509824,2174746,road–rail bridge bridge betwenn Afghanistan and Uzbekistan,"The Afghanistan–Uzbekistan Friendship Bridge is a road and rail bridge across the river Amu Darya, connecting the town of Hairatan in the northern Balkh province of Afghanistan with Termez in the Surxondaryo Region of Uzbekistan. The bridge was built by the Soviet Union and opened in 1982 to supply its forces who were based in Afghanistan at the time. It is used today for trade and travel purposes between the two countries.",https://en.wikipedia.org/wiki/Afghanistan%E2%80%93Uzbekistan_Friendship_Bridge
Albania,20,Mes Bridge,http://www.wikidata.org/entity/Q856285,wd:Q856285,28116524,cultural heritage monument of Albania,"Mesi Bridge (Albanian: Ura e Mesit ""The bridge in the middle"") is a bridge in the village of Mes, about 5 km (3.1 mi) (as the crow flies) northeast of Shkodër, in northwestern Albania. It is a monument of Postribë culture, turning the site into a tourist attraction with a lot of visitors from all around the world. For foreigners the architecture of the bridge is intriguing with round slick stones and stone plates. The surrounding panorama gives the bridge an even more picturesque view. The Albanian Development Fund invested 13 million lekë so the tourists could step on the bridge and watch it closely because there was no entry way to the bridge.
It was built in the 18th century, around 1770, by Kara Mahmud Bushati, the local Ottoman pasha, and spans the Kir River. The building was divided in 2 phases where the first phase was only the middle arc and the arc near it and the second phase included the other 11 arches. The purpose was to connect the city of Shkodër with the city of Drisht and other cities of the northern side. It is 108m long, 3.4 meters wide, 12.5 meters high with 13 arches, and is one of the longest examples of an Ottoman bridge in the region. It was built as part of the road that goes up the Kir Valley, eventually to Pristina.Today the bridge is at risk, having been damaged over time by devastating floods, which have resulted in floodwaters cutting away at the arches on the right side, causing cracking.

",https://en.wikipedia.org/wiki/Mesi_Bridge
Algeria,8,Pont Sidi M'Cid,http://www.wikidata.org/entity/Q12205505,wd:Q12205505,52780832,bridge in Algeria,"Sidi M'Cid Bridge is a 164 m long suspension bridge across the Rhumel River in Constantine, Algeria. It was opened to traffic in April 1912 and until 1929 was the highest bridge in the world at 175 m. The bridge was designed by French engineer Ferdinand Arnodin and links the Casbah to Sidi M'Cid hill. The bridge underwent restoration in 2000 when 12 of its cables were replaced by the Algerian company SAPTA.",https://en.wikipedia.org/wiki/Sidi_M%27Cid_Bridge
Andorra,13,Pont de la Margineda,http://www.wikidata.org/entity/Q3137862,wd:Q3137862,33954951,bridge in Andorra,"Pont de la Margineda  is a bridge located in Santa Coloma, Andorra la Vella Parish, Andorra. It is a heritage property registered in the Cultural Heritage of Andorra. It was built in the 14-15th century. The bridge spans a river called the Gran Valira. The archstones are pumice, to keep the structure light. The walls are made of granite.",https://en.wikipedia.org/wiki/Pont_de_la_Margineda
Argentina,20,Puente de la Mujer,http://www.wikidata.org/entity/Q2336867,wd:Q2336867,1352853,pedestrian bridge in Argentina,"The Puente de la Mujer (Spanish for ""Woman's Bridge"") is a rotating footbridge for Dock 3 of the Puerto Madero commercial district of Buenos Aires, Argentina. It is of the cantilever spar cable-stayed bridge type and is also a swing bridge, but somewhat unusual in its asymmetrical arrangement. It has a single mast with cables suspending a portion of the bridge which rotates 90 degrees in order to allow water traffic to pass. When it swings to allow watercraft passage, the far end comes to a resting point on a stabilizing pylon.",https://en.wikipedia.org/wiki/Puente_de_la_Mujer
Armenia,19,Haghtanak bridge,http://www.wikidata.org/entity/Q2471370,wd:Q2471370,12788763,cultural heritage monument of Armenia,"The Victory Bridge or Haghtanak Bridge (Armenian: Հաղթանակի կամուրջ Haght'anaki kamurj) is an arch bridge for traffic linking across the Hrazdan River in Yerevan, Armenia. It connects the Mashtots Avenue in the east with the Admiral Isakov Avenue in the west. It was opened on 25 November 1945 and named the Victory Bridge to commemorate the Soviet victory over Nazi Germany at the end of World War II.It was designed by architects A. Mamijanyan and A. Asatryan and consists of seven arches.","https://en.wikipedia.org/wiki/Victory_Bridge,_Yerevan"
Australia,66,Sydney Harbour Bridge,http://www.wikidata.org/entity/Q54495,wd:Q54495,28267,bridge across Sydney Harbour in Australia,"The Sydney Harbour Bridge is a steel through arch bridge in Sydney, spanning Sydney Harbour from the central business district (CBD) to the North Shore. The view of the bridge, the harbour, and the nearby Sydney Opera House is widely regarded as an iconic image of Sydney, and of Australia itself. Nicknamed ""The Coathanger"" because of its arch-based design, the bridge carries rail, vehicular, bicycle and pedestrian traffic.Under the direction of John Bradfield of the New South Wales Department of Public Works, the bridge was designed and built by British firm Dorman Long of Middlesbrough, and opened in 1932. The bridge's general design, which Bradfield tasked the NSW Department of Public Works with producing, was a rough copy of the Hell Gate Bridge in New York City. This general design document, however, did not form any part of the request for tender, which remained sufficiently broad as to allow cantilever (Bradfield's original preference) and even suspension bridge proposals. The design chosen from the tender responses was original work created by Dorman Long, who leveraged some of the design from its own Tyne Bridge which, though superficially similar, does not share the graceful flares at the ends of each arch which make the harbour bridge so distinctive. It is the eighth longest spanning-arch bridge in the world and the tallest steel arch bridge, measuring 134 m (440 ft) from top to water level. It was also the world's widest long-span bridge, at 48.8 m (160 ft) wide, until construction of the new Port Mann Bridge in Vancouver was completed in 2012.

",https://en.wikipedia.org/wiki/Sydney_Harbour_Bridge
Austria,26,Reichsbrücke,http://www.wikidata.org/entity/Q684821,wd:Q684821,5759331,"bridge in Vienna, Austria","The Reichsbrücke (German for Imperial Bridge) is a major bridge in Vienna, linking Mexikoplatz in Leopoldstadt with the Donauinsel in Donaustadt across the Danube. The bridge is used by 50,000 vehicles per day and carries six lanes of traffic, U-Bahn tracks, two footpaths, two cyclepaths and two utility tunnels.",https://en.wikipedia.org/wiki/Reichsbr%C3%BCcke
Azerbaijan,21,Khodaafarin Bridges,http://www.wikidata.org/entity/Q2993838,wd:Q2993838,15581423,two arch bridges across the Aras River on the border of Azerbaijan and Iran,"Khodaafarin Bridges (Azerbaijani: Xudafərin körpüləri, Persian: پل خداآفرین) are two Khudafarin arch bridges, which are located at the border of Azerbaijan and Iran connecting the northern and southern banks of the Aras River. Located on the historical Silk Road, the 11-arched bridge was built in the 11th–12th centuries and the 15-arched bridge in the 13th century.There is a Khoodaaferin reservoir located in the vicinities.A 15-span bridge, which was built in the 12th century, is in working order; the second, an 11-span bridge built in the 13th century (the Ilkhanate era) is destroyed (only three middle spans have been preserved).The 15-span bridge belongs to the Arran architecture school.

",https://en.wikipedia.org/wiki/Khodaafarin_Bridges
Bahrain,41,King Fahd Causeway,http://www.wikidata.org/entity/Q827735,wd:Q827735,1360149,road bridge in Persian Gulf,"The King Fahd Causeway (Arabic: جسر الملك فهد, romanized: Jisr al-Malik Fahd) is a 25 km (15.5 mi) long series of bridges and causeways connecting Khobar, Saudi Arabia, and Al Jasra, Bahrain.  
Its five bridges rest on 536 concrete pylons, with seven embankments in the Gulf's shallower water. One of the embankments, known as Middle Island (الجزيرة الوسطى, al-Jazirat al-Wustaa) has been converted into a sizeable artificial island with customs and immigration facilities, a mosque and gardens and fast food restaurants. Another island towards the end of the causeway belongs to Bahrain and is simply known as Mother of Sleepiness (ام النعسان, Um al-Na'saan).",https://en.wikipedia.org/wiki/King_Fahd_Causeway
Bangladesh,15,Bangabandhu Bridge,http://www.wikidata.org/entity/Q10729282,wd:Q10729282,1904181,bridge in Bangladesh,"Bangabandhu Bridge, also known as the Jamuna Multi-purpose Bridge (Bengali: যমুনা বহুমুখী সেতু Jomuna Bohumukhi Setu) is a bridge opened in Bangladesh in June 1998. It connects Bhuapur on the Jamuna River's east bank to Sirajganj on its west bank. It was the 11th longest bridge in the world when constructed in 1998 and at present is the 6th longest bridge in South Asia. The Jamuna River, which it spans, is one of the three major rivers of Bangladesh, and is fifth largest in the world in discharge volume.",https://en.wikipedia.org/wiki/Bangabandhu_Bridge
Barbados,3,Chamberlain Bridge,http://www.wikidata.org/entity/Q5069576,wd:Q5069576,31299562,bridge in Barbados,"The Chamberlain Bridge is a bridge in Bridgetown, the capital and largest city of the nation of Barbados. In 1872, it was a swing bridge across the marine inlet channel of the inner basin of the Careenage (Constitution River) at Carlisle Bay. The outmoded steel structure was dismantled and rebuilt in 2005–2006 as a lifting bridge with the state-of the-art modern technology of an all-composite single-leaf bascule design. This design is a counterweighted bridge span that pivots upward, permitting pleasure craft to pass through an inlet channel. The bridge was built using fibre-reinforced plastic (FRP), which is lighter, long lasting and non-corrosive.There are two bridges in use in Bridgetown. The Charles Duncan O'Neal Bridge is large and modern in design, commencing from the street east of National Heroes Square, while Chamberlain Bridge is the more ""decorative humpbacked bridge"" built to replace the original swing bridge after the Great Hurricane with funds generated through the efforts of the then British Colonial Secretary, Joseph Chamberlain (1836–1914).",https://en.wikipedia.org/wiki/Chamberlain_Bridge
Belarus,6,Kirov Bridge,http://www.wikidata.org/entity/Q6415960,wd:Q6415960,6280321,bridge in Belarus,"Kirov Bridge  (Belarusian: Кіраўскі мост)  is a bridge in Vitsebsk, Belarus, on the Dzvina river.",https://en.wikipedia.org/wiki/Kirov_Bridge
Belgium,7,Pont de Wandre,http://www.wikidata.org/entity/Q2245306,wd:Q2245306,32959401,bridge in Belgium,"The Pont de Wandre is a single-pier cable-stayed bridge carrying the N667 road across the Albert Canal and the river Meuse between Liège (on the east side) and Herstal (on the west side), both in Belgium.",https://en.wikipedia.org/wiki/Pont_de_Wandre
Belize,4,Swing Bridge,http://www.wikidata.org/entity/Q7658544,wd:Q7658544,23290388,bridge in Belize,"The Belize City Swing Bridge is a swing bridge located in downtown Belize City, Belize. It connects the north side of Belize City with the south side and spans Haulover Creek, a tributary of the Belize River.
A tourist destination and historical landmark of Belize, it is the oldest swing bridge in Central America and one of the few manually operated swing bridges in the world still in use. The Maritime Museum of Belize is located nearby.",https://en.wikipedia.org/wiki/Swing_Bridge_(Belize)
Benin,4,Ancien Pont Bridge,http://www.wikidata.org/entity/Q4752787,wd:Q4752787,20792872,bridge in Benin,"The Ancien Pont is a bridge in Cotonou, Benin.  The bridge crosses the Lagune de Cotonou which separates the two sides of the city.  It was built in 1928 and renovated in 1981.",https://en.wikipedia.org/wiki/Ancien_Pont
Bolivia,5,Horacio Guzmán International Bridge,http://www.wikidata.org/entity/Q3397557,wd:Q3397557,62727147,internationale Brücke zwischen Argentinien und Bolivien,"The Horacio Guzmán International Bridge is a bridge that links the city of La Quiaca, Jujuy Province, Argentina, with the city of Villazón, in the Potosí Department of Bolivia, crossing the La Quiaca River. The concrete bridge, 31 meters long and 7.8 meters wide, was opened on July 9, 1960.It is accessed from the south by National Route 9, while from the north it is accessed by Route 14. As the customs of both countries are not integrated, the procedures must be carried out on both banks of the La Quiaca River. A lot of attention should be paid in case of visiting this area with minors, since the customs controls are practically null and it is possible to move from Argentina to Bolivia walking along the bridge without showing identity documents, even with minors.
It is the only border crossing enabled in the province of Jujuy to the neighboring Plurinational State of Bolivia.",https://en.wikipedia.org/wiki/Horacio_Guzm%C3%A1n_International_Bridge
Bosnia and Herzegovina,60,Stari Most,http://www.wikidata.org/entity/Q188528,wd:Q188528,2110211,bridge in Mostar over the river Neretva,"Stari Most (Serbo-Croatian: Stari most, Стари мост, lit. 'Old Bridge'), also known as Mostar Bridge, is a rebuilt 16th-century Ottoman bridge in the city of Mostar in Bosnia and Herzegovina that crosses the river Neretva and connects the two parts of the city. On 9 November 1993 Stari Most collapsed due to shelling by the Croatian Defence Council (HVO) during the Croat–Bosniak War because the Army of the Republic of Bosnia and Herzegovina (ARBiH) used it as a military supply line. The Old Bridge was deemed a legitimate military target by the International Criminal Tribunal for the former Yugoslavia, since the ARBiH used it for military purposes. Subsequently, a project was set in motion to reconstruct it; the rebuilt bridge opened on 23 July 2004.
The bridge is considered an exemplary piece of Balkan Islamic architecture and was commissioned by Suleiman the Magnificent in 1557. It was designed by Mimar Hayruddin, a student and apprentice of architect Mimar Sinan who built many of the Sultan's key buildings in Istanbul and around the empire.

",https://en.wikipedia.org/wiki/Stari_Most
Botswana,16,Kazungula Bridge,http://www.wikidata.org/entity/Q20808678,wd:Q20808678,47354062,Bridge connecting Botswana and Zambia,"Kazungula Bridge is a road and rail bridge over the Zambezi River between the countries of Zambia and Botswana at the town of Kazungula. The 923-metre-long (3,028 ft) by 18.5-metre-wide (61 ft) bridge has a longest span of 129 metres (423 ft) and links the town of Kazungula in Zambia with Botswana. The bridge features a single-line railway track between two traffic lanes and walkways for pedestrians.Before the bridge was opened for traffic in May 2021, direct traffic between the two countries was possible only by ferry. The bridge takes advantage of the short 135-metre (440 ft) border the two countries share at the river, and is curved to avoid the nearby borders of Zimbabwe and Namibia.

",https://en.wikipedia.org/wiki/Kazungula_Bridge
