country,number,item,item_id,shortform,pageid,wikidata_description
Afghanistan,54,Roxana,http://www.wikidata.org/entity/Q190055,wd:Q190055,262156,Bactrian princess and wife of Alexander the Great
Albania,39,Safiye Sultan,http://www.wikidata.org/entity/Q437197,wd:Q437197,3715355,"Haseki Sultan of Murad III, mother of Mehmed III"
Algeria,40,Monica of Hippo,http://www.wikidata.org/entity/Q234689,wd:Q234689,740416,Christian saint; mother of St. Augustine
Andorra,5,Sara la Goda,http://www.wikidata.org/entity/Q6121781,wd:Q6121781,70741594,8th century Visigothic noblewoman
Angola,37,Nzingha Mbande,http://www.wikidata.org/entity/Q467650,wd:Q467650,419490,17th-century queen regnant of the Ndongo and Matamba Kingdoms of the Mbundu people in Angola (1583-1663)
Antigua and Barbuda,8,Mary Thomas,http://www.wikidata.org/entity/Q29042635,wd:Q29042635,57001339,plantation worker in the Danish West Indies
Argentina,101,Eva Perón,http://www.wikidata.org/entity/Q40933,wd:Q40933,51584,Argentinian actress and politician (1919-1952)
Armenia,26,Shushanik Kurghinian,http://www.wikidata.org/entity/Q3249844,wd:Q3249844,12843515,Armenian poet
Australia,35,Nellie Melba,http://www.wikidata.org/entity/Q237607,wd:Q237607,254627,Australian opera singer
Austria,120,Marie Antoinette,http://www.wikidata.org/entity/Q47365,wd:Q47365,45109,last Queen of France prior to the French Revolution
Azerbaijan,36,Nadezhda Alliluyeva,http://www.wikidata.org/entity/Q233999,wd:Q233999,179304,second wife of Joseph Stalin
Bahrain,25,Hind bint Utbah,http://www.wikidata.org/entity/Q1093767,wd:Q1093767,30863821,wife of Abu Sufyan
Bangladesh,33,Rokeya Sakhawat Hossain,http://www.wikidata.org/entity/Q467083,wd:Q467083,2066616,Bengali feminist writer and social reformer (1880-1932)
Barbados,3,Arnaq,http://www.wikidata.org/entity/Q18526538,wd:Q18526538,54869020,Native American woman captured by Martin Frobisher
Belarus,45,Eliza Orzeszkowa,http://www.wikidata.org/entity/Q240174,wd:Q240174,2441637,Polish writer
Belgium,54,Mary of Burgundy,http://www.wikidata.org/entity/Q157073,wd:Q157073,151337,Duchess of Burgundy and wife of Emperor Maximilian I (1457-1482)
Belize,3,Arnaq,http://www.wikidata.org/entity/Q18526538,wd:Q18526538,54869020,Native American woman captured by Martin Frobisher
Benin,18,Sara Forbes Bonetta,http://www.wikidata.org/entity/Q7421624,wd:Q7421624,156887,West African princess
Bhutan,4,Tsundue Pema Lhamo,http://www.wikidata.org/entity/Q67182961,wd:Q67182961,61714095,Queen consort of Bhutan
Bolivia,28,Manuela Sáenz de Aizpuru,http://www.wikidata.org/entity/Q372074,wd:Q372074,1958847,Ecuadorian revolutionary heroine (1797-1856)
Bosnia and Herzegovina,25,Lepa Radić,http://www.wikidata.org/entity/Q277282,wd:Q277282,28191649,Serbian communist partisan (1925-1943)
Brazil,54,Carmen Miranda,http://www.wikidata.org/entity/Q121655,wd:Q121655,50758,Portuguese-Brazilian actress and singer
Bulgaria,22,Keratsa of Bulgaria,http://www.wikidata.org/entity/Q2840790,wd:Q2840790,6567508,byzantine nun and empress
Burkina Faso,4,Guimbi Ouattara,http://www.wikidata.org/entity/Q41751855,wd:Q41751855,55333624,leader and military chief
Burundi,2,Inamujandi,http://www.wikidata.org/entity/Q17309180,wd:Q17309180,43051233,Burundian spiritual leader and anticolonial activist
Cambodia,17,Ang Mey,http://www.wikidata.org/entity/Q769218,wd:Q769218,24569676,Queen regnant of Cambodia
Cameroon,3,Suzanne Amomba Paillé,http://www.wikidata.org/entity/Q24938732,wd:Q24938732,55757236,French Guianan planter and philanthropist
Canada,63,Lucy Maud Montgomery,http://www.wikidata.org/entity/Q273034,wd:Q273034,60730,Canadian fiction writer  and author (1874-1942)
Cape Verde,4,Preta Fernanda,http://www.wikidata.org/entity/Q59156507,wd:Q59156507,59029093,was a courtesan and celebrated society figure in fin de siècle Lisbon
Chile,117,Gabriela Mistral,http://www.wikidata.org/entity/Q80871,wd:Q80871,171952,"Chilean poet, diplomat and educator"
Colombia,24,Policarpa Salavarrieta,http://www.wikidata.org/entity/Q125816,wd:Q125816,7625832,heroine of the Colombian Independence Movement
Comoros,10,Salima Machamba,http://www.wikidata.org/entity/Q933224,wd:Q933224,32968194,last monarch (sultan/queen regnant) of Mohéli (Mwali) (1874-1964)
Costa Rica,14,Carmen Lyra,http://www.wikidata.org/entity/Q2939620,wd:Q2939620,9752547,Costa Rican politician and writer
Croatia,42,Ivana Brlić-Mažuranić,http://www.wikidata.org/entity/Q254383,wd:Q254383,868893,Croatian writer (1874-1938)
Cuba,25,Gertrudis Gómez de Avellaneda,http://www.wikidata.org/entity/Q283353,wd:Q283353,478274,"Cuban-Spanish playwright and poet, editor"
Cyprus,56,Theodora,http://www.wikidata.org/entity/Q204843,wd:Q204843,7639348,"Byzantine empress, wife of Justinian I"
Czech Republic,98,Bertha von Suttner,http://www.wikidata.org/entity/Q18456,wd:Q18456,55451,"Austrian novelist, radical (organizational) pacifist, editor"
Democratic Republic of the Congo,14,Marie-Clémentine Anuarite Nengapeta,http://www.wikidata.org/entity/Q466996,wd:Q466996,7155798,Congolese martyr
Denmark,113,Sigrid Undset,http://www.wikidata.org/entity/Q80889,wd:Q80889,29236,Norwegian writer (1882-1949)
Dominica,3,Arnaq,http://www.wikidata.org/entity/Q18526538,wd:Q18526538,54869020,Native American woman captured by Martin Frobisher
Dominican Republic,26,Maria Montez,http://www.wikidata.org/entity/Q296283,wd:Q296283,582485,Dominican actress (1912-1951)
Ecuador,28,Manuela Sáenz de Aizpuru,http://www.wikidata.org/entity/Q372074,wd:Q372074,1958847,Ecuadorian revolutionary heroine (1797-1856)
Egypt,148,Cleopatra,http://www.wikidata.org/entity/Q635,wd:Q635,60827,queen of the Ptolemaic Kingdom of Egypt from 51 to 30 BC
El Salvador,18,Prudencia Ayala,http://www.wikidata.org/entity/Q3408576,wd:Q3408576,15310144,Salvadoran author and social activist
Equatorial Guinea,3,Suzanne Amomba Paillé,http://www.wikidata.org/entity/Q24938732,wd:Q24938732,55757236,French Guianan planter and philanthropist
Estonia,46,Lydia Koidula,http://www.wikidata.org/entity/Q237056,wd:Q237056,873406,Estonian poet
Eswatini,4,Queen Tibati Nkambule,http://www.wikidata.org/entity/Q16886130,wd:Q16886130,40595151,Queen Regent of Swaziland
Ethiopia,45,Zewditu I of Ethiopia,http://www.wikidata.org/entity/Q148524,wd:Q148524,869252,Empress of Ethiopia (1876-1930)
Fiji,13,Katharine Susannah Prichard,http://www.wikidata.org/entity/Q454686,wd:Q454686,2480781,Australian author (1883-1969)
Finland,46,Edith Södergran,http://www.wikidata.org/entity/Q466595,wd:Q466595,308076,Finland Swedish poet and writer
France,219,Marie Curie,http://www.wikidata.org/entity/Q7186,wd:Q7186,20408,Polish physicist and chemist nationalized French (1867–1934)
Gabon,3,Suzanne Amomba Paillé,http://www.wikidata.org/entity/Q24938732,wd:Q24938732,55757236,French Guianan planter and philanthropist
Georgia,56,Tamar of Georgia,http://www.wikidata.org/entity/Q244007,wd:Q244007,37762,Queen of Georgia from 1184 to 1213
Germany,170,Rosa Luxemburg,http://www.wikidata.org/entity/Q7231,wd:Q7231,173758,"German-Polish Marxist theorist, socialist philosopher, and revolutionary, editor (1871–1919)"
Ghana,29,Yaa Asantewaa,http://www.wikidata.org/entity/Q467803,wd:Q467803,156899,Ashanti Queen Mother and military leader
Greece,139,Sappho,http://www.wikidata.org/entity/Q17892,wd:Q17892,27784,ancient Greek lyric poet
Grenada,3,Arnaq,http://www.wikidata.org/entity/Q18526538,wd:Q18526538,54869020,Native American woman captured by Martin Frobisher
Guatemala,9,María Encarnación Rosal,http://www.wikidata.org/entity/Q456815,wd:Q456815,46259202,Guatemalan Roman Catholic religious
Guinea,10,Loffo Camara,http://www.wikidata.org/entity/Q6666650,wd:Q6666650,29786425,Guinean politician
