country,number,item,item_id,shortform,pageid,wikidata_description
Afghanistan,54,Roxana,http://www.wikidata.org/entity/Q190055,wd:Q190055,262156,Bactrian princess and wife of Alexander the Great
Albania,39,Safiye Sultan,http://www.wikidata.org/entity/Q437197,wd:Q437197,3715355,"Haseki Sultan of Murad III, mother of Mehmed III"
Algeria,40,Monica of Hippo,http://www.wikidata.org/entity/Q234689,wd:Q234689,740416,Christian saint; mother of St. Augustine
Andorra,5,Sara la Goda,http://www.wikidata.org/entity/Q6121781,wd:Q6121781,70741594,8th century Visigothic noblewoman
Angola,37,Nzingha Mbande,http://www.wikidata.org/entity/Q467650,wd:Q467650,419490,17th-century queen regnant of the Ndongo and Matamba Kingdoms of the Mbundu people in Angola (1583-1663)
Antigua and Barbuda,3,Arnaq,http://www.wikidata.org/entity/Q18526538,wd:Q18526538,54869020,Native American woman captured by Martin Frobisher
Argentina,12,María Antonia de Paz y Figueroa,http://www.wikidata.org/entity/Q6003369,wd:Q6003369,47660604,"Argentinian nun, foundress, blessed"
Armenia,9,Stephanie of Armenia,http://www.wikidata.org/entity/Q959494,wd:Q959494,27927714,"first-born daughter of Leo I, King of Armenia"
Australia,1,Emily Dobson,http://www.wikidata.org/entity/Q24087933,wd:Q24087933,56542169,Australian philanthropist (1842-1934)
Austria,120,Marie Antoinette,http://www.wikidata.org/entity/Q47365,wd:Q47365,45109,last Queen of France prior to the French Revolution
Azerbaijan,24,Mahsati,http://www.wikidata.org/entity/Q291537,wd:Q291537,3619926,Iranian writer
Bahrain,25,Hind bint Utbah,http://www.wikidata.org/entity/Q1093767,wd:Q1093767,30863821,wife of Abu Sufyan
Bangladesh,6,Chandravati,http://www.wikidata.org/entity/Q13057830,wd:Q13057830,31581198,Bengali poet
Barbados,3,Arnaq,http://www.wikidata.org/entity/Q18526538,wd:Q18526538,54869020,Native American woman captured by Martin Frobisher
Belarus,25,Elena Glinskaya,http://www.wikidata.org/entity/Q240150,wd:Q240150,1835299,second wife of Grand Prince Vasili III
Belgium,54,Mary of Burgundy,http://www.wikidata.org/entity/Q157073,wd:Q157073,151337,Duchess of Burgundy and wife of Emperor Maximilian I (1457-1482)
Belize,3,Arnaq,http://www.wikidata.org/entity/Q18526538,wd:Q18526538,54869020,Native American woman captured by Martin Frobisher
Benin,3,Suzanne Amomba Paillé,http://www.wikidata.org/entity/Q24938732,wd:Q24938732,55757236,French Guianan planter and philanthropist
Bolivia,14,Bartolina Sisa,http://www.wikidata.org/entity/Q463547,wd:Q463547,5968521,Bolivian revolutionary
Bosnia and Herzegovina,23,Catherine of Bosnia,http://www.wikidata.org/entity/Q452680,wd:Q452680,3562787,Bosnian queen
Brazil,8,Catarina Paraguaçu,http://www.wikidata.org/entity/Q3888095,wd:Q3888095,30186908,Tupinambá convert to Christianity and visionary
Bulgaria,22,Keratsa of Bulgaria,http://www.wikidata.org/entity/Q2840790,wd:Q2840790,6567508,byzantine nun and empress
Cameroon,3,Suzanne Amomba Paillé,http://www.wikidata.org/entity/Q24938732,wd:Q24938732,55757236,French Guianan planter and philanthropist
Canada,14,Marguerite d'Youville,http://www.wikidata.org/entity/Q288990,wd:Q288990,7381266,Canadian saint (1701-1771)
Chile,9,Catalina de los Ríos y Lisperguer,http://www.wikidata.org/entity/Q3750823,wd:Q3750823,7382545,Chilean serial killer
Colombia,24,Policarpa Salavarrieta,http://www.wikidata.org/entity/Q125816,wd:Q125816,7625832,heroine of the Colombian Independence Movement
Costa Rica,3,Arnaq,http://www.wikidata.org/entity/Q18526538,wd:Q18526538,54869020,Native American woman captured by Martin Frobisher
Croatia,31,Joanna II of Naples,http://www.wikidata.org/entity/Q236933,wd:Q236933,954798,Queen of Naples (1373-1435)
Cuba,7,Teodora Ginés,http://www.wikidata.org/entity/Q3518230,wd:Q3518230,39743475,Cuban musician and composer
Cyprus,56,Theodora,http://www.wikidata.org/entity/Q204843,wd:Q204843,7639348,"Byzantine empress, wife of Justinian I"
Czech Republic,42,Anne of Bohemia,http://www.wikidata.org/entity/Q170202,wd:Q170202,71370,Czech princess (1366-1394)
Denmark,57,Margaret I of Denmark,http://www.wikidata.org/entity/Q202266,wd:Q202266,58726,"Queen of Denmark, Norway, and Sweden"
Dominica,3,Arnaq,http://www.wikidata.org/entity/Q18526538,wd:Q18526538,54869020,Native American woman captured by Martin Frobisher
Dominican Republic,4,Leonor de Ovando,http://www.wikidata.org/entity/Q11754587,wd:Q11754587,65595884,Dominican poet and cloistered nun
Ecuador,16,Mariana de Jesús de Paredes,http://www.wikidata.org/entity/Q455299,wd:Q455299,11468917,Mariana de Jesus
Egypt,148,Cleopatra,http://www.wikidata.org/entity/Q635,wd:Q635,60827,queen of the Ptolemaic Kingdom of Egypt from 51 to 30 BC
El Salvador,3,Arnaq,http://www.wikidata.org/entity/Q18526538,wd:Q18526538,54869020,Native American woman captured by Martin Frobisher
Equatorial Guinea,3,Suzanne Amomba Paillé,http://www.wikidata.org/entity/Q24938732,wd:Q24938732,55757236,French Guianan planter and philanthropist
Estonia,7,Maria Sofia De la Gardie,http://www.wikidata.org/entity/Q4944388,wd:Q4944388,21222903,Swedish noble
Ethiopia,8,Mentewab,http://www.wikidata.org/entity/Q2920073,wd:Q2920073,2649170,Ethiopian Empress
Finland,15,Christina Abrahamsdotter,http://www.wikidata.org/entity/Q2616320,wd:Q2616320,16867341,15th-century queen consort of Sweden
France,172,Joan of Arc,http://www.wikidata.org/entity/Q7226,wd:Q7226,16509,French folk heroine and Roman Catholic saint (1412-1431)
Gabon,3,Suzanne Amomba Paillé,http://www.wikidata.org/entity/Q24938732,wd:Q24938732,55757236,French Guianan planter and philanthropist
Georgia,56,Tamar of Georgia,http://www.wikidata.org/entity/Q244007,wd:Q244007,37762,Queen of Georgia from 1184 to 1213
Germany,104,Hildegard of Bingen,http://www.wikidata.org/entity/Q70991,wd:Q70991,13684,"German Medieval saint, prophet, mystic and Doctor of Church (1098–1179)"
Ghana,13,Nanny of the Maroons,http://www.wikidata.org/entity/Q274041,wd:Q274041,1136606,leader of Windward Maroons in Jamaica
Greece,139,Sappho,http://www.wikidata.org/entity/Q17892,wd:Q17892,27784,ancient Greek lyric poet
Grenada,3,Arnaq,http://www.wikidata.org/entity/Q18526538,wd:Q18526538,54869020,Native American woman captured by Martin Frobisher
Guatemala,7,Juana de Maldonado,http://www.wikidata.org/entity/Q11867310,wd:Q11867310,48463900,"nun, writer"
Guinea,4,Teresa Chicaba,http://www.wikidata.org/entity/Q7702116,wd:Q7702116,7151915,Guinean princess
Haiti,17,Anacaona,http://www.wikidata.org/entity/Q456259,wd:Q456259,9800419,Female cacique from Hispaniola
Honduras,3,Arnaq,http://www.wikidata.org/entity/Q18526538,wd:Q18526538,54869020,Native American woman captured by Martin Frobisher
Hungary,60,Elizabeth Báthory,http://www.wikidata.org/entity/Q170846,wd:Q170846,126090,Hungarian countess
Iceland,20,Gudrid Thorbjarnardóttir,http://www.wikidata.org/entity/Q467469,wd:Q467469,294107,Icelandic explorer
India,62,Mumtaz Mahal,http://www.wikidata.org/entity/Q231693,wd:Q231693,368552,Mughal empress
Indonesia,14,Martha Christina Tiahahu,http://www.wikidata.org/entity/Q6774364,wd:Q6774364,34195932,Moluccan freedom fighter and National Heroine of Indonesia
Iran,35,Atossa,http://www.wikidata.org/entity/Q233359,wd:Q233359,336606,Persian Achaemenid empress (550–475 BC)
Iraq,56,Rabia of Basri,http://www.wikidata.org/entity/Q256506,wd:Q256506,4651980,Iraqi sufi and poet
Israel,163,Virgin Mary,http://www.wikidata.org/entity/Q345,wd:Q345,73513,religious figure; mother of Jesus of Nazareth
Italy,82,Catherine de' Medici,http://www.wikidata.org/entity/Q131552,wd:Q131552,44154,queen-consort and regent of France (1519-1589)
