scientist,scientistLabel,sitelinks,country,countryLabel
http://www.wikidata.org/entity/Q47087,Arthur C. Clarke,116,http://www.wikidata.org/entity/Q854,Sri Lanka
http://www.wikidata.org/entity/Q104668,Vitaly Ginzburg,81,http://www.wikidata.org/entity/Q159,Russia
http://www.wikidata.org/entity/Q1673706,Isamu Akasaki,63,http://www.wikidata.org/entity/Q17,Japan
http://www.wikidata.org/entity/Q156379,Yury Luzhkov,62,http://www.wikidata.org/entity/Q159,Russia
http://www.wikidata.org/entity/Q152298,Gherman Titov,55,http://www.wikidata.org/entity/Q159,Russia
http://www.wikidata.org/entity/Q108602,Susumu Tonegawa,54,http://www.wikidata.org/entity/Q17,Japan
http://www.wikidata.org/entity/Q612949,Levon Ter-Petrosyan,48,http://www.wikidata.org/entity/Q399,Armenia
http://www.wikidata.org/entity/Q298439,Abu al-Wafa Buzjani,47,http://www.wikidata.org/entity/Q794,Iran
http://www.wikidata.org/entity/Q83275,Ziya Gﾃｶkalp,39,http://www.wikidata.org/entity/Q43,Turkey
http://www.wikidata.org/entity/Q333265,Leon Theremin,36,http://www.wikidata.org/entity/Q159,Russia
http://www.wikidata.org/entity/Q548185,Moshe Arens,33,http://www.wikidata.org/entity/Q801,Israel
http://www.wikidata.org/entity/Q283201,Ali Akbar Salehi,29,http://www.wikidata.org/entity/Q794,Iran
http://www.wikidata.org/entity/Q738649,Hamdallah Mustawfi,27,http://www.wikidata.org/entity/Q794,Iran
http://www.wikidata.org/entity/Q669448,Kerim Kerimov,25,http://www.wikidata.org/entity/Q159,Russia
http://www.wikidata.org/entity/Q12242407,Al-ﾊｻIjliyyah,24,http://www.wikidata.org/entity/Q858,Syria
http://www.wikidata.org/entity/Q2640587,Aﾓexey Uﾓyukaev,23,http://www.wikidata.org/entity/Q159,Russia
http://www.wikidata.org/entity/Q21062285,Soumya Swaminathan,23,http://www.wikidata.org/entity/Q668,India
http://www.wikidata.org/entity/Q528647,S. Yizhar,21,http://www.wikidata.org/entity/Q801,Israel
http://www.wikidata.org/entity/Q28714779,Sarah Amiri,21,http://www.wikidata.org/entity/Q878,United Arab Emirates
http://www.wikidata.org/entity/Q602912,Antonio Luna,19,http://www.wikidata.org/entity/Q928,Philippines
