0,1,2,3,4,5,6,7,8
Afghanistan,28,National Museum of Afghanistan,http://www.wikidata.org/entity/Q715467,wd:Q715467,987183.0,museum,"The National Museum of Afghanistan (Dari: موزیم ملی افغانستان, Mūzīyam-e mellī-ye Afghānestān; Pashto: د افغانستان ملی موزیم, Də Afghānistān Millī Mūzīyəm), also known as the Kabul Museum, is a two-story building located 9 km southwest of the center of Kabul in Afghanistan. As of 2014, the museum is under major expansion according to international standards, with a larger size adjoining garden for visitors to relax and walk around. The museum was once considered to be one of the world's finest.The museum's collection had earlier been one of the most important in Central Asia, with over 100,000 items dating back several millennia, including items from Persian, Buddhist, and Islamic dynasties. With the start of the civil war in 1992, the museum was looted numerous times and destroyed by rockets, resulting in a loss of 70% of the 100,000 objects on display. Since 2007, a number of international organizations have helped to recover over 8,000 artifacts, the most recent being a limestone sculpture from Germany. Approximately 843 artifacts were returned by the United Kingdom in 2012, including the famous 1st Century Begram ivories.",https://en.wikipedia.org/wiki/National_Museum_of_Afghanistan
Albania,20,Gjergj Kastrioti Skënderbeu National Museum,http://www.wikidata.org/entity/Q3303191,wd:Q3303191,17611807.0,museum in Krujë,"The National History Museum ""Gjergj Kastrioti Skënderbeu"" (Albanian: Muzeu Historik Kombëtar ""Gjergj Kastrioti Skënderbeu""), also known as the Skanderbeg Museum or the Kruja Museum, is located in Krujë and is one of the most important and visited museums in Albania. The museum was built at the end of the 1970s and was inaugurated on November 1, 1982. Its architecture was designed by architects Pirro Vaso and Pranvera Hoxha (the daughter of Enver Hoxha). Construction works were realized by a local team managed by Robert Kote. The museum has the character of a memorial, architecturally inspired by traditional Albanian stone towers and medieval Romanesque architecture. The name of the museum is in the honor of the Albanian national hero Gjergj Kastrioti Skënderbej.
The Krujë Castle, which houses the museum, is a historic citadel. Ottoman troops attacked it thrice, in 1450, 1466 and 1467, but failed to take control until a fourth siege in 1476. It was this impregnable fortress that helped George Kastrioti Skanderbeg defend Albania from the Ottoman invasion for more than two decades.",https://en.wikipedia.org/wiki/Skanderbeg_Museum
Algeria,8,Museum of Modern Art of Algiers,http://www.wikidata.org/entity/Q663776,wd:Q663776,32955504.0,museum,The Museum of Modern Art of Algiers (MaMa) is an art museum in Algiers. It was inaugurated in 2007.,https://en.wikipedia.org/wiki/Museum_of_Modern_Art_of_Algiers
Andorra,7,Farga Rossell,http://www.wikidata.org/entity/Q2912615,wd:Q2912615,,,--,--
Angola,10,National Museum of Slavery,http://www.wikidata.org/entity/Q868140,wd:Q868140,26344832.0,"museum in Luanda,Angola","The National Museum of Slavery (Portuguese: Museu Nacional da Escravatura) is located in Morro da Cruz, Luanda, Angola.",https://en.wikipedia.org/wiki/National_Museum_of_Slavery
Antigua and Barbuda,20,Nelson's Dockyard,http://www.wikidata.org/entity/Q1435206,wd:Q1435206,3265791.0,cultural heritage site and marina in Antigua,"Nelson's Dockyard is a cultural heritage site and marina in English Harbour, located in Saint Paul Parish on the island of Antigua, in Antigua and Barbuda.
It is part of Nelson's Dockyard National Park, which also contains Clarence House and Shirley Heights, and is a UNESCO World Heritage Site.
It is named after Admiral Horatio Nelson, who lived in the Royal Navy Dockyard from 1784 through 1787.
Nelson's Dockyard is also home to some of Antigua's sailing and yachting events such as Antigua Sailing Week and the Antigua Charter Yacht Meeting, as well as the 2015 and 2016 International Optimist North American Championships.",https://en.wikipedia.org/wiki/Nelson%27s_Dockyard
Argentina,20,National Museum of Fine Arts,http://www.wikidata.org/entity/Q1848918,wd:Q1848918,10172590.0,"National and art museum in Buenos Aires, Argentina","The Museo Nacional de Bellas Artes (""National Museum of Fine Arts"") is an Argentine art museum in Buenos Aires, located in the Recoleta section of the city. The Museum inaugurated a branch in Neuquén in 2004. The museum hosts works by Goya, Rembrandt, Van Gogh, Rodin, Manet and Chagall among other artists.",https://en.wikipedia.org/wiki/Museo_Nacional_de_Bellas_Artes_(Buenos_Aires)
Armenia,33,National Gallery of Armenia,http://www.wikidata.org/entity/Q2087788,wd:Q2087788,13921338.0,"art museum in Yerevan, Armenia","The National Gallery of Armenia (Armenian: Հայաստանի ազգային պատկերասրահ, Hayastani azgayin patkerasrah) is the largest art museum in Armenia. Located on Yerevan's Republic Square, the museum has one of the most prominent locations in the Armenian capital. The NGA houses significant collections of Russian and Western European art, and the world's largest collection of Armenian art. The museum had 65,000 visitors in 2005.

",https://en.wikipedia.org/wiki/National_Gallery_of_Armenia
Australia,31,National Gallery of Victoria,http://www.wikidata.org/entity/Q1464509,wd:Q1464509,66104.0,"art museum in Melbourne, Australia","The National Gallery of Victoria, popularly known as the NGV, is an art museum in Melbourne, Victoria, Australia. Founded in 1861, it is Australia's oldest and most visited art museum.
The NGV houses an encyclopedic art collection across two sites: NGV International, located on St Kilda Road in the Melbourne Arts Precinct of Southbank, and the Ian Potter Centre: NGV Australia, located nearby at Federation Square. The NGV International building, designed by Sir Roy Grounds, opened in 1968, and was redeveloped by Mario Bellini before reopening in 2003. It houses the gallery's international art collection and is on the Victorian Heritage Register. 
The Ian Potter Centre: NGV Australia, designed by Lab Architecture Studio, opened in 2002 and houses the gallery's Australian art collection.
A third site, The Fox: NGV Contemporary, is planned to open in 2028, and will be Australia's largest contemporary gallery.

",https://en.wikipedia.org/wiki/National_Gallery_of_Victoria
Austria,51,Kunsthistorisches Museum,http://www.wikidata.org/entity/Q95569,wd:Q95569,1010262.0,"art museum in Vienna, Austria","The Kunsthistorisches Museum (lit. ""Museum of Art History"", often referred to as the ""Museum of Fine Arts"") is an art museum in Vienna, Austria. Housed in its festive palatial building on the Vienna Ring Road, it is crowned with an octagonal dome. The term Kunsthistorisches Museum applies to both the institution and the main building. It is the largest art museum in the country and one of the most important museums worldwide.
Emperor Franz Joseph I of Austria-Hungary opened the facility around 1891 at the same time as the Natural History Museum, Vienna which has a similar design and is directly across Maria-Theresien-Platz. The two buildings were constructed between 1871 and 1891 according to plans by Gottfried Semper and Baron Karl von Hasenauer. The emperor commissioned the two Ringstraße museums to create a suitable home for the Habsburgs' formidable art collection and to make it accessible to the general public. The buildings are rectangular in shape, with symmetrical Renaissance Revival façades of sandstone lined with large arched windows on the main levels and topped with an octagonal dome 60 metres (200 ft) high. The interiors of the museums are lavishly decorated with marble, stucco ornamentation, gold-leaf, and murals. The grand stairway features paintings by Gustav Klimt, Ernst Klimt, Franz Matsch, Hans Makart and Mihály Munkácsy.",https://en.wikipedia.org/wiki/Kunsthistorisches_Museum
