Country,Amount,Date
"Brunei","8.01",2006
"Guam","6.31",2006
"Denmark","6.07",2006
"Kuwait","3.31",2006
"Finland","2.66",2006
"United Kingdom","2.64",2006
"Netherlands","2.2",2006
"Belgium","2.18",2006
"Sweden","2.09",2006
"United States","2.09",2006
"Austria","2.06",2006
"Japan","1.88",2006
"United Arab Emirates","1.85",2006
"Group of 7 countries (G7) average","1.58",2006
"Canada","1.57",2006
"Norway","1.5",2006
"Lebanon","1.47",2006
"High income OECD countries average","1.37",2006
"Germany","1.31",2006
"South Korea","1.12",2006
"Bahrain","1.05",2006
"Qatar","1.03",2006
"France","1.02",2006
"Cyprus","0.954",2006
"Costa Rica","0.911",2006
"Australia","0.87",2006
"Israel","0.851",2006
"Puerto Rico","0.788",2006
"Oman","0.783",2006
"Estonia","0.744",2006
"Spain","0.725",2006
"New Zealand","0.717",2006
"Singapore","0.682",2006
"Saudi Arabia","0.591",2006
"Italy","0.543",2006
"Greece","0.538",2006
"Ireland","0.469",2006
"Malaysia","0.418",2006
"Switzerland","0.401",2006
"Hungary","0.397",2006
"Argentina","0.333",2006
"Tunisia","0.296",2006
"Lithuania","0.295",2006
"Panama","0.292",2006
"Portugal","0.283",2006
"Cuba","0.265",2006
"Bulgaria","0.26",2006
"Chile","0.242",2006
"Guatemala","0.231",2006
"Venezuela","0.221",2006
"Brazil","0.202",2006
"Mexico","0.196",2006
"Emerging markets average","0.19",2006
"South Africa","0.189",2006
"Colombia","0.16",2006
"Ecuador","0.143",2006
"Egypt","0.137",2006
"Russia","0.133",2006
"Kazakhstan","0.131",2006
"Philippines","0.126",2006
"North Korea","0.125",2006
"Thailand","0.106",2006
"Poland","0.105",2006
"Czech Republic","0.0974",2006
"Peru","0.0714",2006
"Turkey","0.0583",2006
"China","0.0458",2006
"Nepal","0.039",2006
"Uzbekistan","0.0378",2006
"Iraq","0.0356",2006
"Sudan","0.0309",2006
"Indonesia","0.0307",2006
"Ukraine","0.0214",2006
"Burma","0.0198",2006
"India","0.0157",2006
"Bangladesh","0.0069",2006
"Pakistan","0.00621",2006
