Country,Amount,Date
"Papua New Guinea","$9.49",2014
"New Caledonia","$7.79",2013
"Greenland","$5.95",2013
"Falkland Islands (Islas Malvinas)","$4.96",2012
"Bermuda","$4.66",2014
"Gabon","$4.16",2014
"Venezuela","$3.82",2014
"Cayman Islands","$3.63",2014
"Samoa","$3.26",2013
"Iceland","$3.15",2014
"Angola","$3.00",2014
"Curacao","$2.93",2013
"Nicaragua","$2.86",2014
"Norway","$2.78",2014
"British Virgin Islands","$2.75",2014
"Guam","$2.74",2013
"Reunion","$2.73",2014
"Guernsey","$2.70",2014
"Faroe Islands","$2.56",2014
"Barbados","$2.56",2014
"Gibraltar","$2.49",2014
"Grenada","$2.46",2014
"Puerto Rico","$2.41",2014
"Burundi","$2.38",2013
"Cameroon","$2.25",2014
"Finland","$2.23",2014
"Australia","$2.17",2014
"Sweden","$2.16",2014
"Switzerland","$2.16",2014
"Maldives","$2.00",2014
"Aruba","$2.00",2014
"Somalia","$2.00",2014
"Guyana","$2.00",2014
"Dominica","$2.00",2013
"Denmark","$1.99",2014
"Vanuatu","$1.98",2013
"South Korea","$1.93",2014
"Brunei","$1.92",2014
"Japan","$1.91",2014
"New Zealand","$1.90",2014
"Belize","$1.88",2014
"The Bahamas","$1.80",2014
"Qatar","$1.69",2014
"Jersey","$1.66",2014
"Democratic Republic of the Congo","$1.66",2014
"Suriname","$1.65",2014
"Andorra","$1.57",2014
"United Kingdom","$1.57",2014
"Singapore","$1.57",2014
"United States","$1.56",2014
"Belgium","$1.55",2014
"Canada","$1.54",2014
"Fiji","$1.53",2014
"Italy","$1.52",2014
"Kuwait","$1.52",2014
"Namibia","$1.52",2014
"Haiti","$1.50",2014
"Malta","$1.50",2014
"Luxembourg","$1.49",2014
"France","$1.48",2014
"Saint Lucia","$1.48",2014
"Israel","$1.41",2014
"Jamaica","$1.40",2014
"Lesotho","$1.39",2014
"Monaco","$1.37",2013
"Ireland","$1.36",2014
"Netherlands","$1.35",2014
"Slovenia","$1.33",2014
"Trinidad and Tobago","$1.32",2014
"Zambia","$1.32",2014
"Albania","$1.30",2014
"Austria","$1.29",2014
"Taiwan","$1.28",2014
"Germany","$1.28",2014
"Mongolia","$1.28",2014
"Estonia","$1.27",2014
"United Arab Emirates","$1.27",2014
"Liberia","$1.25",2013
"Lithuania","$1.23",2014
"Belarus","$1.23",2014
"Russia","$1.22",2014
"Spain","$1.19",2014
"Philippines","$1.18",2014
"Seychelles","$1.18",2014
"Slovakia","$1.16",2014
"Uruguay","$1.15",2014
"Botswana","$1.13",2014
"Argentina","$1.13",2014
"Ghana","$1.12",2014
"Nigeria","$1.11",2014
"Panama","$1.10",2014
"Portugal","$1.08",2014
"Iraq","$1.08",2014
"Hong Kong","$1.04",2014
"Chile","$1.02",2014
"Libya","$1.00",2014
"Sudan","$1.00",2014
"Saudi Arabia","$1.00",2014
"Mali","$1.00",2014
"Uganda","$1.00",2014
"Bahrain","$0.98",2014
"Equatorial Guinea","$0.98",2013
"Lebanon","$0.97",2014
"Yemen","$0.96",2014
"Kazakhstan","$0.96",2014
"Latvia","$0.94",2014
"Brazil","$0.93",2014
"Azerbaijan","$0.92",2014
"Croatia","$0.92",2014
"Dominican Republic","$0.91",2014
"Czech Republic","$0.91",2014
"Costa Rica","$0.88",2014
"Mozambique","$0.88",2014
"Malaysia","$0.86",2014
"Cambodia","$0.85",2014
"Cyprus","$0.85",2014
"South Africa","$0.85",2014
"Poland","$0.85",2014
"Colombia","$0.84",2014
"Montenegro","$0.81",2014
"Thailand","$0.81",2014
"Oman","$0.81",2014
"Laos","$0.80",2014
"Algeria","$0.79",2014
"Mexico","$0.78",2014
"Hungary","$0.76",2014
"Greece","$0.76",2014
"Jordan","$0.74",2014
"Turkey","$0.72",2014
"Honduras","$0.72",2014
"Romania","$0.71",2014
"El Salvador","$0.70",2014
"Bosnia and Herzegovina","$0.69",2014
"Moldova","$0.68",2014
"China","$0.68",2014
"Guatemala","$0.67",2014
"Tajikistan","$0.67",2013
"Indonesia","$0.65",2014
"Ukraine","$0.65",2014
"Bolivia","$0.64",2014
"Burma","$0.64",2014
"Bulgaria","$0.63",2014
"Iran","$0.63",2014
"Vietnam","$0.62",2014
"Ecuador","$0.61",2014
"Kenya","$0.60",2014
"Ethiopia","$0.59",2014
"Armenia","$0.58",2014
"Kyrgyzstan","$0.56",2014
"Zimbabwe","$0.55",2014
"Tanzania","$0.52",2014
"Georgia","$0.51",2014
"Syria","$0.51",2014
"Cuba","$0.50",2014
"Madagascar","$0.50",2014
"Serbia","$0.49",2014
"Afghanistan","$0.48",2014
"Morocco","$0.47",2014
"Swaziland","$0.46",2014
"Peru","$0.45",2014
"Mauritius","$0.44",2014
"India","$0.43",2014
"Paraguay","$0.42",2014
"Republic of Macedonia","$0.40",2014
"Turkmenistan","$0.40",2013
"Tunisia","$0.39",2014
"Gambia","$0.39",2014
"Malawi","$0.39",2013
"Bangladesh","$0.38",2014
"Pakistan","$0.37",2014
"Sri Lanka","$0.36",2014
"Uzbekistan","$0.33",2014
"Rwanda","$0.32",2014
"Egypt","$0.28",2014
"Nepal","$0.25",2014
"Senegal","$0.17",2014
"Bhutan","$0.16",2014
