Country,Amount,Date
"United States","4.8 million",2000
"Japan","2.03 million",2000
"Italy","1.75 million",2000
"Group of 7 countries (G7) average","1.73 million",2000
"India","1.52 million",2000
"Poland","1.31 million",2000
"France","1.26 million",2000
"Germany","1.03 million",2000
"Turkey","905,000",2000
"Spain","885,000",2000
"China","841,073",2000
"Brazil","806,000",2000
"Russia","785,000",2000
"Canada","711,335",2000
"High income OECD countries average","600,895.79",2000
"Non-religious countries average","583,205.25",2000
"United Kingdom","500,000",2000
"South Asia average","462,967.5",2000
"Serbia and Montenegro","397,391",2000
"NATO countries average","397,238",2000
"European Union average","375,849.83",2000
"Emerging markets average","333,358.24",2000
"Austria","330,000",2000
"Pakistan","320,500",2000
"Ukraine","318,900",2000
"Australia","315,000",2000
"Argentina","280,000",2000
"Greece","243,000",2000
"Thailand","220,000",2000
"Religious countries average","219,283.48",2000
"South and Central Asia average","199,050.55",2000
"Finland","194,000",2000
"Mexico","185,000",2000
"Uzbekistan","170,000",2000
"Portugal","169,000",2000
"Ireland","167,000",2000
"Sweden","165,000",2000
"Vietnam","162,746",2000
"Romania","160,053",2000
"Netherlands","149,500",2000
"Norway","133,000",2000
"Former Soviet republics average","126,794.21",2000
"Denmark","123,221",2000
"Slovenia","114,188",2000
"Hungary","113,000",2000
"Switzerland","112,000",2000
"Lithuania","102,000",2000
"Czech Republic","96,716",2000
"Algeria","93,000",2000
"Egypt","86,000",2000
"Cuba","78,000",2000
"New Zealand","76,000",2000
"Belarus","72,902",2000
"South Africa","72,300",2000
"Indonesia","70,000",2000
"North Korea","70,000",2000
"Muslim countries average","56,025.34",2000
"Latvia","55,815",2000
"Republic of Macedonia","54,000",2000
"Chile","54,000",2000
"Estonia","50,624",2000
"Turkmenistan","50,000",2000
"Kazakhstan","49,652",2000
"Iraq","49,600",2000
"Venezuela","49,000",2000
"Malaysia","43,300",2000
"Morocco","43,226",2000
"Former Spanish colonies average","39,284.45",2000
"Tunisia","35,100",2000
"Libya","34,000",2000
"Uruguay","33,000",2000
"OPEC countries average","30,652.11",2000
"Azerbaijan","30,093",2000
"Tajikistan","30,000",2000
"Nigeria","30,000",2000
"failed states average","29,935.73",2000
"Bosnia and Herzegovina","29,000",2000
"Kyrgyzstan","25,434",2000
"Bulgaria","25,000",2000
"Israel","24,500",2000
"Zimbabwe","24,000",2000
"Slovakia","23,479",2000
"Colombia","21,000",2000
"Armenia","17,500",2000
"Georgia","17,199",2000
"Paraguay","16,500",2000
"Former French colonies average","15,972.26",2000
"Kenya","14,400",2000
"Peru","13,191",2000
"Philippines","11,500",2000
"Sudan","11,050",2000
"Burma","11,000",2000
"Angola","10,300",2000
"Saudi Arabia","9,500",2000
"Iceland","9,019",2000
"Ecuador","8,900",2000
"Lebanon","8,300",2000
"Albania","8,200",2000
"Sri Lanka","8,000",2000
"Costa Rica","7,000",2000
"Fiji","7,000",2000
"Botswana","6,000",2000
"Bolivia","6,000",2000
"Zambia","6,000",2000
"Yemen","5,800",2000
"Mozambique","5,750",2000
"Jordan","5,732",2000
"Bangladesh","5,530",2000
"Honduras","5,200",2000
"Panama","5,000",2000
"Mongolia","4,700",2000
"Uganda","4,700",2000
"Nepal","4,600",2000
"Guatemala","4,300",2000
"Cote d'Ivoire","3,800",2000
"Guyana","3,630",2000
"Ghana","3,570",2000
"Madagascar","3,550",2000
"El Salvador","3,430",2000
"Namibia","3,150",2000
"Jamaica","3,080",2000
"Ethiopia","3,000",2000
"Trinidad and Tobago","2,700",2000
"Nicaragua","2,700",2000
"Mali","2,600",2000
"Croatia","2,300",2000
"Lesotho","2,000",2000
"Burkina Faso","1,995",2000
"Dominican Republic","1,868",2000
"Cambodia","1,855",2000
"Somalia","1,840",2000
"Gabon","1,500",2000
"Malawi","1,430",2000
"Suriname","1,330",2000
"Papua New Guinea","1,160",2000
"Belize","1,150",2000
"Laos","1,080",2000
"Afghanistan","840",2000
"Senegal","700",2000
"Democratic Republic of the Congo","700",2000
"Guinea","542",2000
"Cameroon","500",2000
"Eritrea","463",2000
"Mauritania","380",2000
"United Arab Emirates","380",2000
"Liberia","325",2000
"Benin","185",2000
"Chad","175",2000
"Burundi","170",2000
"Oman","150",2000
"Haiti","140",2000
"Niger","128",2000
"Equatorial Guinea","100",2000
"Rwanda","90",2000
"Kuwait","89",2000
"Sierra Leone","82",2000
"Togo","80",2000
"Singapore","65",2000
"The Gambia","45",2000
"Central African Republic","30",2000
"Guinea-Bissau","19",2000
"Solomon Islands","9",2000
