country,number,item,item_id,shortform,pageid,wikidata_description
Aghanistan,29,Grand Trunk Road,http://www.wikidata.org/entity/Q300701,wd:Q300701,595524,major road in Asia
Albania,22,European route E86,http://www.wikidata.org/entity/Q1376023,wd:Q1376023,24504033,"European route in Greece, Albania and North Macedonia"
Algeria,17,Trans-Sahara Highway,http://www.wikidata.org/entity/Q1449946,wd:Q1449946,12249941,highway
Angola,7,Beira–Lobito Highway,http://www.wikidata.org/entity/Q814827,wd:Q814827,12318138,road
Argentina,44,Carretera Panamericana,http://www.wikidata.org/entity/Q271839,wd:Q271839,301108,highway along North and South America
Armenia,21,European route E117,http://www.wikidata.org/entity/Q1375799,wd:Q1375799,18814299,road in Europe
Australia,41,Albert Park Circuit,http://www.wikidata.org/entity/Q171288,wd:Q171288,10945,motorsport track in Australia
Austria,41,Red Bull Ring,http://www.wikidata.org/entity/Q171566,wd:Q171566,1219699,motor racing track
Azerbaijan,38,Baku Street Circuit,http://www.wikidata.org/entity/Q17004958,wd:Q17004958,42704634,Motorsports Circuit
Bahrain,43,Bahrain International Circuit,http://www.wikidata.org/entity/Q171332,wd:Q171332,944365,motorsport track in Bahrain
Bangladesh,29,Grand Trunk Road,http://www.wikidata.org/entity/Q300701,wd:Q300701,595524,major road in Asia
Belarus,32,European route E30,http://www.wikidata.org/entity/Q160249,wd:Q160249,739413,A-Class West-East European route
Belgium,46,Spa-Francochamps Circuit,http://www.wikidata.org/entity/Q172851,wd:Q172851,948477,"race track in Spa, Belgium"
Belize,8,Hummingbird Highway,http://www.wikidata.org/entity/Q1637184,wd:Q1637184,469318,highway in Belize
Benin,7,Trans–West African Coastal Highway,http://www.wikidata.org/entity/Q1157731,wd:Q1157731,12234697,road
Bhutan,9,AH48,http://www.wikidata.org/entity/Q1999947,wd:Q1999947,59358572,road in India and Bhutan
Bolivia,44,Carretera Panamericana,http://www.wikidata.org/entity/Q271839,wd:Q271839,301108,highway along North and South America
Bosnia and Herzegovina,33,European route E65,http://www.wikidata.org/entity/Q911135,wd:Q911135,3520493,transcontinental highway in Europe
Botswana,10,Cape to Cairo Road,http://www.wikidata.org/entity/Q1507197,wd:Q1507197,1338015,highway
Brazil,44,Carretera Panamericana,http://www.wikidata.org/entity/Q271839,wd:Q271839,301108,highway along North and South America
Brunei,4,Pan Borneo Highway,http://www.wikidata.org/entity/Q4202293,wd:Q4202293,4473635,international road route on the island of Borneo
Bulgaria,37,European route E80,http://www.wikidata.org/entity/Q877647,wd:Q877647,5513800,road in Europe
Burkina Faso,9,Trans-Sahelian Highway,http://www.wikidata.org/entity/Q1157732,wd:Q1157732,12285274,highway
Burundi,1,Kabingo–Kasulu–Manyovu–Mugina Road,http://www.wikidata.org/entity/Q59587506,wd:Q59587506,59259358,road in Tanzania and Burundi
Cambodia,23,AH1,http://www.wikidata.org/entity/Q494205,wd:Q494205,4108134,"longest route of the Asian Highway Network, it connects Tokyo with Turkey–Bulgaria border"
Cameroon,9,Trans-Sahelian Highway,http://www.wikidata.org/entity/Q1157732,wd:Q1157732,12285274,highway
Canada,36,Circuit Gilles Villeneuve,http://www.wikidata.org/entity/Q172860,wd:Q172860,947540,motorsport track in Canada
Central African Republic,9,Lagos–Mombasa Highway,http://www.wikidata.org/entity/Q1406553,wd:Q1406553,12306563,highway
Chad,9,Trans-Sahelian Highway,http://www.wikidata.org/entity/Q1157732,wd:Q1157732,12285274,highway
Chile,44,Carretera Panamericana,http://www.wikidata.org/entity/Q271839,wd:Q271839,301108,highway along North and South America
Colombia,44,Carretera Panamericana,http://www.wikidata.org/entity/Q271839,wd:Q271839,301108,highway along North and South America
Costa Rica,44,Carretera Panamericana,http://www.wikidata.org/entity/Q271839,wd:Q271839,301108,highway along North and South America
Croatia,37,European route E80,http://www.wikidata.org/entity/Q877647,wd:Q877647,5513800,road in Europe
Cuba,11,Carretera Central,http://www.wikidata.org/entity/Q686497,wd:Q686497,1734968,highway in Cuba
Cyprus,11,A1 motorway,http://www.wikidata.org/entity/Q2392955,wd:Q2392955,8452461,motorway in Cyprus
Czech Republic,37,European route E75,http://www.wikidata.org/entity/Q638912,wd:Q638912,2107105,transcontinental highway in Europe
Democratic Republic of the Congo,9,Lagos–Mombasa Highway,http://www.wikidata.org/entity/Q1406553,wd:Q1406553,12306563,highway
Denmark,35,European route E45,http://www.wikidata.org/entity/Q276570,wd:Q276570,2889303,road in Europe
Djibouti,8,Ndjamena–Djibouti Highway,http://www.wikidata.org/entity/Q750351,wd:Q750351,12305968,highway
Dominican Republic,3,DR-1,http://www.wikidata.org/entity/Q788350,wd:Q788350,8463519,highway in the Dominican Republic
Ecuador,44,Carretera Panamericana,http://www.wikidata.org/entity/Q271839,wd:Q271839,301108,highway along North and South America
El Salvador,44,Carretera Panamericana,http://www.wikidata.org/entity/Q271839,wd:Q271839,301108,highway along North and South America
Estonia,34,European route E20,http://www.wikidata.org/entity/Q987346,wd:Q987346,1844212,road in Europe
Eswatini,2,MR3 road,http://www.wikidata.org/entity/Q6717422,wd:Q6717422,35184386,road in Swaziland
Ethiopia,10,Cape to Cairo Road,http://www.wikidata.org/entity/Q1507197,wd:Q1507197,1338015,highway
Finland,37,European route E75,http://www.wikidata.org/entity/Q638912,wd:Q638912,2107105,transcontinental highway in Europe
France,38,Circuit Paul Ricard,http://www.wikidata.org/entity/Q171424,wd:Q171424,48379,french race track
Gabon,3,N1 road,http://www.wikidata.org/entity/Q304209,wd:Q304209,3013921,road in Gabon
